SECURITY,DATE,EXCHANGE,Custom,SESSION,Custom.1,VOLUME,VALUE
WALMEX*,4/1/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2578214,146721370.4
WALMEX*,4/1/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,212962,12099830.9
WALMEX*,4/1/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6573239,374231475.8
WALMEX*,4/1/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1662975,94119135.84
WALMEX*,4/1/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,5000,283300
WALMEX*,4/1/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,26622,1523310.84
WALMEX*,4/1/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,12912181,738834996.8
WALMEX*,4/1/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1837764,105156856.1
WALMEX*,4/2/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2956044,170238665.3
WALMEX*,4/2/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,316653,18182321.52
WALMEX*,4/2/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1697640,97744985.14
WALMEX*,4/2/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6154039,354424014.6
WALMEX*,4/2/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,462401,26768393.89
WALMEX*,4/2/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,10895,630711.55
WALMEX*,4/2/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,12813710,741785671.9
WALMEX*,4/2/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,961966,55688211.74
WALMEX*,4/3/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,836511,49273097.25
WALMEX*,4/3/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4801962,284843851.4
WALMEX*,4/3/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,11953692,708193163
WALMEX*,4/3/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3838576,226659985.5
WALMEX*,4/3/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,4841,289064.145
WALMEX*,4/3/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,10390186,616969244.7
WALMEX*,4/3/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1140507,67723305.66
WALMEX*,4/3/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,7978,473733.64
WALMEX*,4/3/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1990,118166.2
WALMEX*,4/4/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,693938,39765148.13
WALMEX*,4/4/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6298823,360210074.2
WALMEX*,4/4/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2556382,145834887.7
WALMEX*,4/4/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,216476,12335721.53
WALMEX*,4/4/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,6749,386962.975
WALMEX*,4/4/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,9686131,550172240.8
WALMEX*,4/4/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,89712,5095641.6
WALMEX*,4/7/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2824070,160342703.8
WALMEX*,4/7/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,211634,12006707.11
WALMEX*,4/7/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4674020,264590954
WALMEX*,4/7/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,8733734,495426497.5
WALMEX*,4/7/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,10149539,578016246.1
WALMEX*,4/7/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,818201,46596546.95
WALMEX*,4/8/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,534550,30322949.51
WALMEX*,4/8/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,11372286,644188497.4
WALMEX*,4/8/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1318013,74894951.26
WALMEX*,4/8/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4526185,256613945.4
WALMEX*,4/8/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,10547822,594158813.3
WALMEX*,4/8/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,2265328,127605926.2
WALMEX*,4/8/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,42245,2379660.85
WALMEX*,4/9/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,492191,27617912.75
WALMEX*,4/9/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4505156,252731127.3
WALMEX*,4/9/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,15431324,873634443.2
WALMEX*,4/9/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4813617,272142508.2
WALMEX*,4/9/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,10625370,615527684.1
WALMEX*,4/9/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1530098,88638577.14
WALMEX*,4/9/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,1600,92688
WALMEX*,4/9/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,24774,1435157.82
WALMEX*,4/9/2025,M,UNINTENTIONAL CROSS,AFTER CLOSE,NORMAL,2810,162783.3
WALMEX*,4/10/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3346151,189006623.2
WALMEX*,4/10/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,204384,11542331.39
WALMEX*,4/10/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,9400230,531178003.6
WALMEX*,4/10/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2262621,127952383.4
WALMEX*,4/10/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,9895911,555853320.9
WALMEX*,4/10/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1619098,90944734.66
WALMEX*,4/11/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1438140,81195774.05
WALMEX*,4/11/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,10151682,568309362.3
WALMEX*,4/11/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3316001,186479415.7
WALMEX*,4/11/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3835426,214875203.2
WALMEX*,4/11/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,4199,233716.34
WALMEX*,4/11/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,12504121,695979374.9
WALMEX*,4/11/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,269081,14977048.46
WALMEX*,4/14/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3325632,187827979.7
WALMEX*,4/14/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,327723,18511177.03
WALMEX*,4/14/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,10158479,573913338.4
WALMEX*,4/14/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,7517938,423218099.1
WALMEX*,4/14/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,164509,9311209.4
WALMEX*,4/14/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,1637628,92689744.8
WALMEX*,4/14/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,120433,6816507.8
WALMEX*,4/15/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,257146,14658226.51
WALMEX*,4/15/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2662759,151894413.5
WALMEX*,4/15/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,878483,50109509.46
WALMEX*,4/15/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6616026,377304823
WALMEX*,4/15/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,62960,3594386.4
WALMEX*,4/15/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,4130483,235809274.5
WALMEX*,4/15/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,2469137,140963031.3
WALMEX*,4/16/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3469943,203095248.8
WALMEX*,4/16/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,10393533,608672819.8
WALMEX*,4/16/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,456458,26751048.8
WALMEX*,4/16/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,217199,12687498.78
WALMEX*,4/16/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3117,183528.96
WALMEX*,4/16/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,9278,546288.64
WALMEX*,4/16/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,6332583,372862487
WALMEX*,4/16/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1972720,116153753.6
WALMEX*,4/21/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3297322,199708103.8
WALMEX*,4/21/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,5457177,332093928.6
WALMEX*,4/21/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6693251,405690657.3
WALMEX*,4/21/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,176401,10660757.46
WALMEX*,4/21/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,23342,1418960.18
WALMEX*,4/21/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,9276605,563924818
WALMEX*,4/21/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,57878,3518403.62
WALMEX*,4/22/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4523720,283478246.8
WALMEX*,4/22/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,198711,12391087.52
WALMEX*,4/22/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,36521932,2246594012
WALMEX*,4/22/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,11334375,712557861.2
WALMEX*,4/22/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,1000,61499.5
WALMEX*,4/22/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,12459264,791287856.6
WALMEX*,4/22/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3802033,241467115.8
WALMEX*,4/23/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,414779,25821728.41
WALMEX*,4/23/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4832501,301113364.9
WALMEX*,4/23/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,12108706,756526059.9
WALMEX*,4/23/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1619191,101160230.9
WALMEX*,4/23/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,67700,4209586
WALMEX*,4/23/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,2507088,155890731.8
WALMEX*,4/23/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,11262883,700326064.9
WALMEX*,4/23/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,366353,22779829.54
WALMEX*,4/24/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4740013,295494912.5
WALMEX*,4/24/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,294586,18326094.48
WALMEX*,4/24/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,16404411,1023166928
WALMEX*,4/24/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,7447254,460853705.9
WALMEX*,4/24/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1336013,82832806
WALMEX*,4/24/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,16559788,1035649142
WALMEX*,4/24/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,2758800,172535352
WALMEX*,4/25/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2706253,166122595.9
WALMEX*,4/25/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4874326,299789711.4
WALMEX*,4/25/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5698601,349584721.4
WALMEX*,4/25/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,306670,18843792.04
WALMEX*,4/25/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,1000,60930
WALMEX*,4/25/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,161,9838.71
WALMEX*,4/25/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,2672473,163314825
WALMEX*,4/25/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,876810,53581859.1
WALMEX*,4/28/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2184301,135934384.3
WALMEX*,4/28/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5644177,351335616.1
WALMEX*,4/28/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1604802,99869427.04
WALMEX*,4/28/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,157400,9797992.05
WALMEX*,4/28/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,4800,297585
WALMEX*,4/28/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,82942,5163139.5
WALMEX*,4/28/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,8887639,553255527.8
WALMEX*,4/28/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,75855,4721973.75
WALMEX*,4/29/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,399817,24164112.68
WALMEX*,4/29/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2367102,143785498.3
WALMEX*,4/29/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,571019,34400563.07
WALMEX*,4/29/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6522088,394822484.9
WALMEX*,4/29/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,2734744,163318911.7
WALMEX*,4/29/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,439888,26270111.36
WALMEX*,4/30/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3994219,246411675.9
WALMEX*,4/30/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,306990,18923211.17
WALMEX*,4/30/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,8701151,537069689.9
WALMEX*,4/30/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1837721,113299323.5
WALMEX*,4/30/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,3110,191140.6
WALMEX*,4/30/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,84135,5228990.25
WALMEX*,4/30/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,11936474,741851859.1
WALMEX*,4/30/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1520368,94490871.2
WALMEX*,2/4/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,7621911,419133576.2
WALMEX*,2/4/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,597138,32748470.66
WALMEX*,2/4/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,20964278,1152817582
WALMEX*,2/4/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3879528,212626978
WALMEX*,2/4/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,23947,1310859.165
WALMEX*,2/4/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,13358338,735510090.3
WALMEX*,2/4/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1117425,61525420.5
WALMEX*,2/4/2025,M,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,74171,4076519.748
WALMEX*,2/5/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5244012,287272395.4
WALMEX*,2/5/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,8344084,457912146.5
WALMEX*,2/5/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,14637486,801486532.9
WALMEX*,2/5/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,327642,17957063.42
WALMEX*,2/5/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,9270,506929.95
WALMEX*,2/5/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,84300,4616268
WALMEX*,2/5/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1487,81428.12
WALMEX*,2/5/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,15161504,830243959
WALMEX*,2/5/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,295734,16194393.84
WALMEX*,2/6/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4022089,221983330.9
WALMEX*,2/6/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,10618113,586795535.7
WALMEX*,2/6/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3086940,170210534
WALMEX*,2/6/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,526436,29008307.41
WALMEX*,2/6/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,14831028,824011915.7
WALMEX*,2/6/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,785965,43668215.4
WALMEX*,2/7/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2068036,114428038.9
WALMEX*,2/7/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3480028,192545593.5
WALMEX*,2/7/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5781808,319862926.7
WALMEX*,2/7/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,188469,10428021.88
WALMEX*,2/7/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,31615,1750206.4
WALMEX*,2/7/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,161899,8962728.64
WALMEX*,2/7/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,11696219,647502683.8
WALMEX*,2/7/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,120530,6672540.8
WALMEX*,2/10/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2726812,153522201.2
WALMEX*,2/10/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,739614,41473267.67
WALMEX*,2/10/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,8194393,461530944.9
WALMEX*,2/10/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,13331840,745808751.4
WALMEX*,2/10/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,56.77
WALMEX*,2/10/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,11627,653179.945
WALMEX*,2/10/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,11208269,630913462
WALMEX*,2/10/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,227718,12818246.22
WALMEX*,2/10/2025,M,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,77667,4356039.129
WALMEX*,2/11/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3653226,210248115.1
WALMEX*,2/11/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,847440,48212098.66
WALMEX*,2/11/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,11507176,652048280.7
WALMEX*,2/11/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,9846444,566720240.4
WALMEX*,2/11/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,1600,90154.5
WALMEX*,2/11/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,11349476,658156113.2
WALMEX*,2/11/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,347377,20144392.23
WALMEX*,2/12/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6947838,401288934.1
WALMEX*,2/12/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2555007,148640243.8
WALMEX*,2/12/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,20390769,1178788273
WALMEX*,2/12/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,413945,23896797.67
WALMEX*,2/12/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,42900,2486913
WALMEX*,2/12/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,12373776,717307794.7
WALMEX*,2/12/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,744233,43143187.01
WALMEX*,2/12/2025,M,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,19813,1146233.564
WALMEX*,2/13/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4071704,238592860.9
WALMEX*,2/13/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1248083,72998510.25
WALMEX*,2/13/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,8425945,493286712.1
WALMEX*,2/13/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,12515672,731815184.7
WALMEX*,2/13/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,58.45
WALMEX*,2/13/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,5007490,292888090.1
WALMEX*,2/13/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,925848,54152849.52
WALMEX*,2/13/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,43800,2561862
WALMEX*,2/14/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,12837865,708958085.8
WALMEX*,2/14/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,42698619,2367668141
WALMEX*,2/14/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,25300228,1398561492
WALMEX*,2/14/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,5070111,281418551.7
WALMEX*,2/14/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4,222.9
WALMEX*,2/14/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,981640,54443055.02
WALMEX*,2/14/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,8973168,489934972.8
WALMEX*,2/14/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,4400651,240275544.6
WALMEX*,2/17/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,69139,3797398.15
WALMEX*,2/17/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1423052,78156234.61
WALMEX*,2/17/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,305909,16803916.81
WALMEX*,2/17/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2511194,137925681.4
WALMEX*,2/17/2025,M,UNINTENTIONAL CROSS,CONTINUOUS MARKET,CANCELLED,180318,9857985.06
WALMEX*,2/17/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,CORRECTED,180318,9857985.06
WALMEX*,2/17/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,1300675,71420064.25
WALMEX*,2/17/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,26500,1455115
WALMEX*,2/18/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,469975,26087138.76
WALMEX*,2/18/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,27731182,1538421816
WALMEX*,2/18/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,13283831,737937125.4
WALMEX*,2/18/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,9880008,548498217.8
WALMEX*,2/18/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,55.65
WALMEX*,2/18/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,1101200,61292792
WALMEX*,2/18/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,12719995,707994921.7
WALMEX*,2/18/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,520359,28963181.94
WALMEX*,2/19/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2688363,150008883.2
WALMEX*,2/19/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,257062,14335302.73
WALMEX*,2/19/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,12154429,677620450.1
WALMEX*,2/19/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,8408642,469179309.1
WALMEX*,2/19/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1000000,55720000
WALMEX*,2/19/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,55199,3077344.25
WALMEX*,2/19/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,20303,1131892.25
WALMEX*,2/19/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,13701518,763859628.5
WALMEX*,2/19/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,230685,12860688.75
WALMEX*,2/20/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4135713,232396494.8
WALMEX*,2/20/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2012152,113288597.5
WALMEX*,2/20/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,18041506,1010892519
WALMEX*,2/20/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,9353035,525481477.3
WALMEX*,2/20/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2300000,128800000
WALMEX*,2/20/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,13552295,765298098.7
WALMEX*,2/20/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1038191,58626645.77
WALMEX*,2/21/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3225810,181556341.6
WALMEX*,2/21/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,115140,6486463.38
WALMEX*,2/21/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4018420,226038304.6
WALMEX*,2/21/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,7759873,436761005.6
WALMEX*,2/21/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,29531,1662299.99
WALMEX*,2/21/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,9500,534755
