SECURITY,DATE,EXCHANGE,Custom,SESSION,Custom.1,VOLUME,VALUE
GBMO,5/28/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,792,12982.5
GBMO,5/29/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,5,82.7
GBMO,5/29/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,263,4323.15
GBMO,5/29/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,95,1570.54
GBMO,5/29/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2,32.8
FRES*,5/11/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,1443
FRES*,5/11/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,101,72920
FRES*,5/11/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,8,5752
FRES*,5/11/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,720
FRES*,5/12/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,40,33822.5
FRES*,5/12/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4,3308
FRES*,5/12/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,7974,6821444.02
FRES*,5/13/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,13,11113.9
FRES*,5/13/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,309,264186.9
FRES*,5/13/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,122,104570.45
FRES*,5/14/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1,854.5
FRES*,5/15/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,860
FRES*,5/15/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1,854.5
FRES*,5/15/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,1709
FRES*,5/18/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,1700
FRES*,5/18/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,12,10218
FRES*,5/19/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1,870
FRES*,5/19/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,1740
FRES*,5/19/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,1704
FRES*,5/19/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1,886
FRES*,5/20/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,1740
FRES*,5/20/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,20,17400
FRES*,5/20/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4,3480
FRES*,5/21/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,7,5916
FRES*,5/21/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1,842
FRES*,5/22/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,21,17830
FRES*,5/25/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1,845
FRES*,5/25/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1,845
FRES*,5/26/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,218,182284.51
FRES*,5/26/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2459,1900802
FRES*,5/27/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,662,556180
FRES*,5/27/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3,2520
FRES*,5/28/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2974,2244332.68
FRES*,5/28/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,43,35447.1
FRES*,5/29/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6,4746
FRES*,5/29/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,27,21715.5
FRES*,5/29/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,12,9771.1
MEDICAB,5/11/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2000,117991.2
MEDICAB,5/11/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4,237.31
MEDICAB,5/11/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,190,11248
MEDICAB,5/11/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4015,237706.2
MEDICAB,5/12/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,78,4590.56
MEDICAB,5/12/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,9,528
MEDICAB,5/12/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,482,28581.62
MEDICAB,5/12/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5039,298853.6
MEDICAB,5/13/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,109,6645.68
MEDICAB,5/13/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1989,117552.9
MEDICAB,5/13/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2279,134971.25
MEDICAB,5/13/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1,61
MEDICAB,5/14/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,18,1066.2
MEDICAB,5/14/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5,298.4
MEDICAB,5/14/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,51,3018.2
MEDICAB,5/14/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3,175.8
MEDICAB,5/15/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,56,3270.4
MEDICAB,5/15/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,10,584.25
MEDICAB,5/15/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,36,2072.95
MEDICAB,5/15/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,58.4
MEDICAB,5/18/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1112,64544
MEDICAB,5/18/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,58
MEDICAB,5/18/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,615,36193.9
MEDICAB,5/18/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,722,42511.5
MEDICAB,5/19/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,158,9387.7
MEDICAB,5/19/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,276,16741.9
MEDICAB,5/19/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,56,3434.5
MEDICAB,5/19/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,64,3904
MEDICAB,5/20/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,7,432
MEDICAB,5/20/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,109,6641
MEDICAB,5/20/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,6,364
MEDICAB,5/20/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,13,784
MEDICAB,5/21/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,12,742.5
MEDICAB,5/21/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,72,4396
MEDICAB,5/21/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,164,10147
MEDICAB,5/21/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,57,3480
MEDICAB,5/22/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,14,847
MEDICAB,5/22/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1,60.5
MEDICAB,5/22/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,39,2359.5
MEDICAB,5/25/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,50,3025
MEDICAB,5/25/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,54,3264
MEDICAB,5/25/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,93,5618.4
MEDICAB,5/25/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,122
MEDICAB,5/26/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,25,1535.5
MEDICAB,5/26/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,19,1151
MEDICAB,5/26/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,10,605
MEDICAB,5/26/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,50,2993.5
MEDICAB,5/27/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,21,1323
MEDICAB,5/27/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,9,546.9
MEDICAB,5/27/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,60.8
MEDICAB,5/28/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,10,605
MEDICAB,5/28/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,39,2354.98
MEDICAB,5/28/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,121
MEDICAB,5/28/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,63,3812
MEDICAB,5/29/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,29,1767.5
MEDICAB,5/29/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,31,1883.1
MEDICAB,5/29/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,22,1331
INVEXA,5/11/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,16,1552
INVEXA,5/11/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,16,1552
INVEXA,5/12/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,531,51507
INVEXA,5/13/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,95
INVEXA,5/15/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,300,28800
INVEXA,5/15/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,11,1056
INVEXA,5/18/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,110,10450
INVEXA,5/18/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1208,114760
INVEXA,5/18/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6,581.34
INVEXA,5/21/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,17,1647.13
INVEXA,5/25/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,900,87200.89
INVEXA,5/25/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,193.78
INVEXA,5/26/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,96.89
INVEXA,5/27/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,896,86910.24
INVEXA,5/27/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,31,3003.59
INVEXA,5/27/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,119,11543
INVEXA,5/29/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,257,24929
INVEXA,5/29/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,110,10670
SORIANAB,5/11/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,106,3498.46
SORIANAB,5/11/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,753,24257.76
SORIANAB,5/11/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1800,57953.15
SORIANAB,5/11/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,953,30914.8
SORIANAB,5/12/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2851,93580.13
SORIANAB,5/12/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,325,10527.42
SORIANAB,5/12/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2184,70634.31
SORIANAB,5/12/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1068,35078.67
SORIANAB,5/13/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1526,50354.24
SORIANAB,5/13/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2719,89083.19
SORIANAB,5/13/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,77,2531.43
SORIANAB,5/13/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,101,3318.7
SORIANAB,5/14/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,591,19149.24
SORIANAB,5/14/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,10458,330096.03
SORIANAB,5/14/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2213,70527.03
SORIANAB,5/14/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1275,41605.96
SORIANAB,5/15/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2656,82170.89
SORIANAB,5/15/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1050,32955.05
SORIANAB,5/15/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,757,23377.03
SORIANAB,5/15/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,131,4064.01
SORIANAB,5/18/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1460,43887.92
SORIANAB,5/18/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1490,44656.85
SORIANAB,5/18/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,198,6015.9
SORIANAB,5/18/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,57,1701.37
SORIANAB,5/19/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,34,1019.78
SORIANAB,5/19/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,480,14384.62
SORIANAB,5/19/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,663,20278.75
SORIANAB,5/19/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1488,44515.98
SORIANAB,5/20/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,101,3029.22
SORIANAB,5/20/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,180,5373.12
SORIANAB,5/20/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,546,16234.79
SORIANAB,5/20/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1443,42655.66
SORIANAB,5/21/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,46,1370.44
SORIANAB,5/21/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,307,9094.67
SORIANAB,5/21/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,653,19511.7
SORIANAB,5/21/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1306,38999.71
SORIANAB,5/22/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,167,4989.96
SORIANAB,5/22/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,315,9179.94
SORIANAB,5/22/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,532,15800.99
SORIANAB,5/22/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,35,1047.4
SORIANAB,5/25/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,242,7044.29
SORIANAB,5/25/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,320,9373.13
SORIANAB,5/25/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,887,25953.59
SORIANAB,5/25/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,899,26583.81
SORIANAB,5/26/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6600,197564.02
SORIANAB,5/26/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,13922,416405.11
SORIANAB,5/26/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4739,144005.33
SORIANAB,5/26/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2536,77792.93
SORIANAB,5/27/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1760,55818.68
SORIANAB,5/27/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2453,77715.06
SORIANAB,5/27/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,23859,751963.05
SORIANAB,5/27/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2000,63025.42
SORIANAB,5/28/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1253,40318.76
SORIANAB,5/28/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,21912,705625.82
SORIANAB,5/28/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2992,95729.23
SORIANAB,5/28/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,635,20599.16
SORIANAB,5/29/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1387,45751.02
SORIANAB,5/29/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,18936,621425.9
SORIANAB,5/29/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,9892,335084.43
SORIANAB,5/29/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1444,48633.85
DIABLOSO,5/11/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,22,901.78
DIABLOSO,5/11/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4,163.47
DIABLOSO,5/11/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,96,3849.6
DIABLOSO,5/11/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,10,409
DIABLOSO,5/12/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1366,54776.02
DIABLOSO,5/12/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,793,31775
DIABLOSO,5/12/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,72,2916.87
DIABLOSO,5/12/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,531,21296.34
DIABLOSO,5/13/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,225,8965
DIABLOSO,5/13/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,257,10539
DIABLOSO,5/13/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,984,39036.8
DIABLOSO,5/13/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,39.4
DIABLOSO,5/14/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,250,9934.9
DIABLOSO,5/14/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,22,869.4
DIABLOSO,5/14/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,112,4478.2
DIABLOSO,5/15/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1032,40794.6
DIABLOSO,5/15/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,625,24807.37
DIABLOSO,5/18/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,26,1028.7
DIABLOSO,5/18/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,198,7827.7
DIABLOSO,5/18/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,697,27150.9
DIABLOSO,5/18/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2334,92603
DIABLOSO,5/19/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,36,1429.2
DIABLOSO,5/19/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,334,13259.8
DIABLOSO,5/19/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,13,516.1
DIABLOSO,5/20/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4,158.1
DIABLOSO,5/20/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,12,468
DIABLOSO,5/20/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,8,304.3
DIABLOSO,5/20/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3,114
DIABLOSO,5/21/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,20,794
DIABLOSO,5/21/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,43,1657.81
DIABLOSO,5/21/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4,154.04
DIABLOSO,5/22/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,232,8932.12
DIABLOSO,5/22/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,329,12666.5
DIABLOSO,5/25/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1,38.4
DIABLOSO,5/25/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,7,268.8
DIABLOSO,5/26/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,56,2171.6
DIABLOSO,5/26/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,15,586.5
DIABLOSO,5/26/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,10,390
DIABLOSO,5/27/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,239,9321.49
DIABLOSO,5/27/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,24,947.76
DIABLOSO,5/27/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,6,234.6
DIABLOSO,5/27/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2,78.2
DIABLOSO,5/28/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,184,7167
DIABLOSO,5/28/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,21,798
DIABLOSO,5/29/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,19,742.9
DIABLOSO,5/29/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,210,8421.85
DIABLOSO,5/29/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1,40.17
DIABLOSO,5/29/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,45,1781.4
POCHTECB,5/11/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,172335,1038869.96
POCHTECB,5/11/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,75,457.64
POCHTECB,5/11/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,47830,287973.74
POCHTECB,5/12/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,21,129.7
POCHTECB,5/12/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,6.18
POCHTECB,5/12/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1000,6180
POCHTECB,5/13/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,12.1
POCHTECB,5/13/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1060,6550.8
POCHTECB,5/14/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,24382,148242.4
POCHTECB,5/14/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,11251,68406.18
POCHTECB,5/14/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4,24
POCHTECB,5/14/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,42346,260853.39
POCHTECB,5/15/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,10258,63488.55
POCHTECB,5/15/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,206,1244.31
POCHTECB,5/18/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,23970,146112.49
POCHTECB,5/18/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,10673,64386.3
POCHTECB,5/18/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,5,30.85
POCHTECB,5/18/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6,37.02
POCHTECB,5/19/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,12.09
POCHTECB,5/19/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,135778,815902.41
POCHTECB,5/19/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,20,119.84
POCHTECB,5/19/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,30671,184028.89
POCHTECB,5/20/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,41,249.95
POCHTECB,5/20/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,25431,152586.03
POCHTECB,5/20/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,18852,113110
POCHTECB,5/21/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2,11.8
POCHTECB,5/21/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,73,438
POCHTECB,5/21/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,14,84
POCHTECB,5/22/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,18924,112985
POCHTECB,5/25/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,31,186.76
POCHTECB,5/25/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,220,1324.78
POCHTECB,5/25/2026,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,28264,170997.2
POCHTECB,5/25/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,15648,95604.8
POCHTECB,5/26/2026,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,6.06
POCHTECB,5/27/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,113,678
POCHTECB,5/27/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,388,2328.05
POCHTECB,5/28/2026,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,330,1996.5
POCHTECB,5/29/2026,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,605,3656
