15/1/2024|19/1/2024|IB1MXX|N|7469.37|23870.00|178293861.90
15/1/2024|19/1/2024|MBIL|N|10591.76|21605.00|228834974.80
15/1/2024|19/1/2024|MBIL|N|10593.73|16659.00|176480948.07
15/2/2021|19/2/2021|LAB|B|21.50|1500000.00|32250000.00
15/2/2021|19/2/2021|VMEX|19|32.02|5664134.00|181365570.68
15/2/2021|19/2/2021|VOLAR|A|28.10|500000.00|14050000.00
15/2/2021|19/2/2021|ZPR1|N|2045.87|73495.00|150361215.65
15/3/2021|19/3/2021|BBIL|N|2085.81|43226.00|90161223.06
15/3/2021|19/3/2021|GFINBUR|O|18.40|12000000.00|220800000.00
15/3/2021|19/3/2021|GFINBUR|O|18.40|20000000.00|368000000.00
15/3/2021|19/3/2021|GFINBUR|O|18.40|6000000.00|110400000.00
15/3/2021|19/3/2021|IB1MXX|N|618.32|141239.00|87330898.48
15/3/2021|19/3/2021|IB1MXX|N|618.32|727802.00|450014532.64
15/3/2021|19/3/2021|MBIL|N|2096.97|97944.00|205385629.68
15/3/2021|19/3/2021|TRAXION|A|26.50|600000.00|15900000.00
15/4/2024|19/4/2024|EWZ|*|511.80|26906.00|13770490.80
15/4/2024|19/4/2024|FRAGUA|B|725.00|200000.00|145000000.00
15/4/2024|19/4/2024|FUNO|11|26.00|4605140.00|119733640.00
15/4/2024|19/4/2024|IVV|*|8608.12|12640.00|108806636.80
15/4/2024|19/4/2024|MEGA|CPO|49.75|389133.00|19359366.75
15/4/2024|19/4/2024|VMSTX|N|2633.21|121511.00|319963980.31
15/5/2023|19/5/2023|GCC|*|142.00|505000.00|71710000.00
15/5/2023|19/5/2023|IB1MXX|N|6902.94|74212.00|512280983.28
15/7/2019|19/7/2019|FCFE|18|18.05|1371625.00|24757831.00
15/7/2024|19/7/2024|MBIL|N|$11,170.9|34,044|$380,302,119.6
15/7/2024|19/7/2024|XT0D|N|$1,056.41|196,214|$207,282,431.74
15/7/2024|19/7/2024|XTMXX|N|$6,389.39|78,265|$500,065,608.35
15/8/2022|19/8/2022|SPDW|*|603.71|991815.00|598768633.65
15/8/2022|19/8/2022|XLK|*|2994.76|200059.00|599128690.84
16/10/2023|20/10/2023|XTMXX|N|5869.65|38562.00|226345443.30
16/10/2023|20/10/2023|XTMXX|N|5882.84|69087.00|406427767.08
16/11/2020|20/11/2020|AC|*|103.90|660000.00|68574000.00
16/11/2020|20/11/2020|ASUR|B|312.00|300000.00|93600000.00
16/11/2020|20/11/2020|GCC|*|104.65|4000000.00|418600000.00
16/12/2019|20/12/2019|IB1MXX|N|577.31|75665.00|43682161.15
16/12/2019|20/12/2019|IB1MXX|N|577.32|361000.00|208412520.00
16/12/2019|20/12/2019|IB1MXX|N|577.44|474345.00|273905776.80
16/12/2019|20/12/2019|IB1MXX|N|577.45|45000.00|25985250.00
16/12/2019|20/12/2019|SHV|*|2098.11|200000.00|419622000.00
16/12/2019|20/12/2019|SHV|*|2098.11|277000.00|581176470.00
16/5/2022|20/5/2022|ALSEA|*|43.50|545630.00|23734905.00
16/5/2022|20/5/2022|FIBRAPL|14|51.50|320000.00|16480000.00
16/5/2022|20/5/2022|NAFTRAC|ISHRS|50.68|3987432.00|202083053.76
16/6/2020|19/6/2020|KIMBER|A|34.00|1500463.00|51015742.00
16/6/2020|19/6/2020|MBIL|N|2029.39|147856.00|300057487.84
16/8/2021|20/8/2021|XLF|*|764.40|121278.00|92704903.20
16/8/2021|20/8/2021|XLP|*|1448.08|54590.00|79050687.20
16/9/2024|20/9/2024|IB1MXX|N|$8,036.03|24,997|$200,876,641.91
16/9/2024|20/9/2024|MBIL|N|$11,387.87|20,654|$235,205,066.98
16/9/2024|20/9/2024|QQQ|*|$9,344.9|111,310|$1,040,180,819
16/9/2024|20/9/2024|VMSTX|N|$2,756.98|37,368|$103,022,828.64
16/9/2024|20/9/2024|XTMXX|N|$6,510.62|15,823|$103,017,540.26
17/1/2022|21/1/2022|GFINBUR|O|26.30|1884445.00|49560903.50
17/1/2022|21/1/2022|VMEX|19|38.98|580000.00|22608400.00
17/1/2022|21/1/2022|VMEX|19|38.99|1420000.00|55365800.00
17/10/2022|21/10/2022|IVV|*|7464.77|90500.00|675561685.00
17/10/2022|21/10/2022|MCHI|*|792.05|1459000.00|1155600950.00
17/10/2022|21/10/2022|TLEVISA|CPO|21.35|6080000.00|129808000.00
17/4/2023|21/4/2023|BBAJIO|O|58.00|6505794.00|377336052.00
17/4/2023|21/4/2023|FIBRAPL|14|64.10|200000.00|12820000.00
17/4/2023|21/4/2023|GMEXICO|B|87.00|1320000.00|114840000.00
17/4/2023|21/4/2023|SITES1|A-1|17.00|1000000.00|17000000.00
17/4/2023|21/4/2023|VMSTX|N|2345.59|85242.00|199942782.78
17/4/2023|21/4/2023|VMSTX|N|2345.98|127088.00|298145906.24
