DATE,BIVA VALUE,BIVA VOLUME,BIVA TRADES,BMV VALUE,BMV VOLUME,BMV TRADES,BIVA VALUE MARKET SHARE,BIVA VOLUME MARKET SHARE,BIVA TRADES MARKET SHARE,BMV VALUE MARKET SHARE,BMV VOLUME MARKET SHARE,BMV TRADES MARKET SHARE
30/12/2019,"747,738,640.05","4,330,370","13,591","12,543,129,783.60","156,914,722","202,019",5.63,2.69,6.30,94.37,97.31,93.70
31/12/2019,"211,081,130.62","1,953,827","11,639","4,597,492,425.75","79,149,646","137,338",4.39,2.41,7.81,95.61,97.59,92.19
02/01/2020,"258,654,252.46","1,914,752","10,843","9,455,148,250.73","137,222,747","224,977",2.66,1.38,4.60,97.34,98.62,95.40
03/01/2020,"2,845,637,878.77","9,654,937","21,569","8,056,539,718.67","139,029,893","321,147",26.10,6.49,6.29,73.90,93.51,93.71
06/01/2020,"892,810,476.33","4,642,788","22,426","11,194,021,531.63","132,194,340","253,248",7.39,3.39,8.13,92.61,96.61,91.87
07/01/2020,"1,042,758,144.97","6,407,649","28,861","13,490,502,110.07","208,327,417","368,028",7.17,2.98,7.27,92.83,97.02,92.73
08/01/2020,"1,828,087,701.28","7,150,359","19,597","15,826,227,506.39","218,085,829","311,877",10.35,3.17,5.91,89.65,96.83,94.09
09/01/2020,"4,865,471,145.14","9,663,134","22,517","17,233,435,914.95","270,844,213","364,237",22.02,3.44,5.82,77.98,96.56,94.18
10/01/2020,"541,314,229.14","4,297,458","22,994","15,702,014,677.81","212,009,057","294,856",3.33,1.99,7.23,96.67,98.01,92.77
13/01/2020,"1,139,137,087.11","5,566,667","22,821","11,779,059,328.65","195,236,104","340,799",8.82,2.77,6.28,91.18,97.23,93.72
14/01/2020,"541,302,391.57","4,851,181","17,939","13,378,870,746.41","271,913,749","350,895",3.89,1.75,4.86,96.11,98.25,95.14
15/01/2020,"627,499,994.80","6,661,337","19,738","19,996,588,091.08","298,837,722","258,872",3.04,2.18,7.08,96.96,97.82,92.92
16/01/2020,"1,310,446,786.37","11,997,158","23,072","14,792,136,498.28","288,049,386","279,853",8.14,4.00,7.62,91.86,96.00,92.38
17/01/2020,"771,933,230.28","9,375,826","17,298","13,944,901,470.98","250,370,049","263,144",5.25,3.61,6.17,94.75,96.39,93.83
20/01/2020,"177,980,905.39","4,817,544","6,189","2,193,975,539.34","49,760,088","122,075",7.50,8.83,4.83,92.50,91.17,95.17
21/01/2020,"2,553,340,545.18","7,127,351","15,815","15,631,385,296.06","221,814,882","289,306",14.04,3.11,5.18,85.96,96.89,94.82
22/01/2020,"1,402,847,544.72","8,811,699","22,099","11,685,485,154.77","230,519,003","313,727",10.72,3.68,6.58,89.28,96.32,93.42
23/01/2020,"1,073,480,412.11","8,146,200","22,962","17,254,714,371.23","278,101,184","292,577",5.86,2.85,7.28,94.14,97.15,92.72
24/01/2020,"1,871,324,077.37","11,586,623","23,040","12,309,166,451.29","220,928,101","297,364",13.20,5.00,7.19,86.80,95.00,92.81
27/01/2020,"1,164,952,435.69","14,718,920","18,428","15,119,829,254.36","217,922,654","263,127",7.15,6.33,6.55,92.85,93.67,93.45
28/01/2020,"4,647,544,976.33","23,319,101","20,830","10,865,450,616.16","196,559,247","222,485",29.96,10.61,8.56,70.04,89.39,91.44
29/01/2020,"1,921,939,022.35","8,886,896","18,890","12,378,610,316.20","261,012,415","283,983",13.44,3.29,6.24,86.56,96.71,93.76
30/01/2020,"1,152,256,155.35","10,102,563","24,334","15,056,764,334.31","245,205,180","364,440",7.11,3.96,6.26,92.89,96.04,93.74
31/01/2020,"5,874,281,602.28","22,330,309","29,060","20,193,612,064.32","374,295,395","450515",22.53,5.63,6.06,77.47,94.37,93.94
04/02/2020,"2,150,391,437.80","10,233,329","32,397","16,776,972,446.96","290,875,882","458,722",11.36,3.40,6.60,88.64,96.60,93.40
05/02/2020,"1,611,128,372.34","6,232,540","20,403","13,045,280,900.28","217,737,858","355,595",10.99,2.78,5.43,89.01,97.22,94.57
06/02/2020,"752,860,530.13","6,246,039","28,550","11,141,689,359.44","202,240,660","387,155",6.33,3.00,6.87,93.67,97.00,93.13
07/02/2020,"1,659,576,742.16","6,120,277","22,827","9,968,074,390.43","160,602,224","303,813",14.27,3.67,6.99,85.73,96.33,93.01
10/02/2020,"615,797,719.25","4,279,217","32,184","21,114,391,567.67","212,688,665","371,708",2.83,1.97,7.97,97.17,98.03,92.03
11/02/2020,"959,207,960.19","7,065,519","44,964","13,013,630,503.05","227,394,955","436,024",6.86,3.01,9.35,93.14,96.99,90.65
12/02/2020,"1,498,222,613.83","10,701,824","33,087","15,071,886,886.88","361,831,269","487,378",9.04,2.87,6.36,90.96,97.13,93.64
13/02/2020,"1,141,035,499.62","7,450,215","22,759","15,686,057,613.65","257,570,877","316,804",6.78,2.81,6.70,93.22,97.19,93.30
14/02/2020,"2,914,906,716.67","6,490,631","18,557","12,590,114,391.70","181,682,683","251,608",18.80,3.45,6.87,81.20,96.55,93.13
17/02/2020,"44,040,628.51","1,351,502","6,820","1,305,363,993.33","44,329,633","92,592",3.26,2.96,6.86,96.74,97.04,93.14
18/02/2020,"1,313,950,854.84","9,779,037","15,232","13,928,857,267.16","181,734,143","252,615",8.62,5.11,5.69,91.38,94.89,94.31
19/02/2020,"837,323,522.73","8,016,966","21,119","13,787,241,938.46","245,370,516","394,366",5.73,3.16,5.08,94.27,96.84,94.92
20/02/2020,"563,760,821.69","5,570,788","19,079","13,889,723,691.61","235,605,715","316,377",3.90,2.31,5.69,96.10,97.69,94.31
21/02/2020,"1,334,222,710.49","8,868,074","24,520","13,819,050,633.09","209,855,683","320,238",8.80,4.05,7.11,91.20,95.95,92.89
24/02/2020,"2,382,322,676.44","7,386,622","22,672","21,196,347,724.52","252,274,156","441,421",10.10,2.84,4.89,89.90,97.16,95.11
25/02/2020,"4,652,282,286.23","13,425,885","24,054","21,036,297,614.19","272,507,644","378,285",18.11,4.70,5.98,81.89,95.30,94.02
26/02/2020,"6,193,100,356.40","20,201,601","20,974","19,694,773,178.49","341,037,469","392,313",23.92,5.59,5.07,76.08,94.41,94.93
27/02/2020,"13,531,954,737.81","22,697,664","40,392","29,541,821,614.96","380,724,629","526,353",31.42,5.63,7.13,68.58,94.37,92.87
28/02/2020,"13,893,800,273.81","23,647,145","50,634","41,215,425,274.60","621,288,720","686,177",25.21,3.67,6.87,74.79,96.33,93.13
02/03/2020,"3,551,066,824.91","18,551,260","32,608","22,455,860,311.81","422,120,035","475,824",13.65,4.21,6.41,86.35,95.79,93.59
03/03/2020,"7,878,393,304.21","37,301,655","52,210","26,521,235,132.62","394,929,763","566,112",22.90,8.63,8.44,77.10,91.37,91.56
04/03/2020,"1,123,033,798.70","9,240,031","29,189","15,592,606,178.89","232,044,149","397,158",6.72,3.83,6.85,93.28,96.17,93.15
05/03/2020,"2,519,413,516.62","14,257,398","31,490","17,065,069,838.54","251,954,631","388,187",12.86,5.36,7.50,87.14,94.64,92.50
06/03/2020,"4,460,331,866.02","17,520,839","33,468","27,148,583,792.59","269,409,024","414,000",14.11,6.11,7.48,85.89,93.89,92.52
09/03/2020,"4,566,175,187.62","15,202,416","14,770","32,609,743,551.47","338,199,934","465,472",12.28,4.30,3.08,87.72,95.70,96.92
10/03/2020,"3,321,342,225.16","20,150,916","31,042","28,749,187,402.67","438,319,341","534,387",10.36,4.40,5.49,89.64,95.60,94.51
11/03/2020,"6,189,120,039.44","19,702,147","34,004","25,633,110,583.33","380,107,106","482,505",19.45,4.93,6.58,80.55,95.07,93.42
12/03/2020,"7,100,053,869.96","19,019,097","31,548","31,795,025,183.41","482,661,687","644,926",18.25,3.79,4.66,81.75,96.21,95.34
13/03/2020,"5,404,862,170.44","18,444,129","31,122","21,098,711,357.02","369,738,458","588,682",20.39,4.75,5.02,79.61,95.25,94.98
17/03/2020,"4,139,594,923.62","14,075,247","33,335","31,027,139,069.80","642,073,461","973,557",11.77,2.15,3.31,88.23,97.85,96.69
18/03/2020,"3,848,071,039.40","19,255,038","33,856","24,754,886,737.41","403,234,282","601,229",13.45,4.56,5.33,86.55,95.44,94.67
19/03/2020,"2,935,066,757.28","18,416,354","36,007","29,149,434,810.47","379,560,233","643,901",9.15,4.63,5.30,90.85,95.37,94.70
20/03/2020,"2,086,452,570.67","21,360,871","32,771","32,812,309,749.02","960,699,232","590,250",5.98,2.18,5.26,94.02,97.82,94.74
23/03/2020,"1,244,451,594.51","11,844,606","26,158","15,875,260,549.82","286,923,530","530,144",7.27,3.96,4.70,92.73,96.04,95.30
24/03/2020,"1,689,950,665.17","11,676,537","34,838","21,740,164,095.67","374,907,687","605,946",7.21,3.02,5.44,92.79,96.98,94.56
25/03/2020,"2,330,533,156.45","21,241,372","33,266","19,611,453,693.60","319,464,606","566,069",10.62,6.23,5.55,89.38,93.77,94.45
26/03/2020,"2,409,224,875.37","13,641,366","41,440","22,546,953,168.78","370,479,383","578,897",9.65,3.55,6.68,90.35,96.45,93.32
27/03/2020,"1,298,788,222.12","13,417,177","36,631","20,075,134,625.58","398,239,239","504,685",6.08,3.26,6.77,93.92,96.74,93.23
30/03/2020,"1,217,831,924.47","8,908,955","29,128","14,011,711,407.89","222,773,074","389,373",8.00,3.85,6.96,92.00,96.15,93.04
31/03/2020,"809,487,006.63","13,212,864","36,225","17,829,772,953.75","474,174,387","533,617",4.34,2.71,6.36,95.66,97.29,93.64
01/04/2020,"1,955,228,707.09","10,531,923","24,285","17,297,569,634.12","304,566,826","487,864",10.16,3.34,4.74,89.84,96.66,95.26
02/04/2020,"1,517,931,222.33","9,814,469","22,299","13,480,449,679.59","238,987,421","414,751",10.12,3.94,5.10,89.88,96.06,94.90
03/04/2020,"2,480,960,837.66","15,702,800","24,196","13,857,746,473.18","265,720,090","416,710",15.18,5.58,5.49,84.82,94.42,94.51
06/04/2020,"2,094,839,971.17","14,405,207","18,265","13,693,151,546.07","278,925,544","336,642",13.27,4.91,5.15,86.73,95.09,94.85
07/04/2020,"2,972,691,795.20","10,557,794","21,564","14,090,405,845.71","291,190,876","411,677",17.42,3.50,4.98,82.58,96.50,95.02
08/04/2020,"1,443,581,186.97","11,910,676","22,920","18,818,191,521.11","268,699,595","351,859",7.12,4.24,6.12,92.88,95.76,93.88
13/04/2020,"1,043,099,328.88","5,768,746","19,651","11,406,480,084.52","213,162,695","301,589",8.38,2.63,6.12,91.62,97.37,93.88
14/04/2020,"5,793,792,998.58","26,953,060","24,045","19,161,381,662.08","271,764,552","387,473",23.22,9.02,5.84,76.78,90.98,94.16
15/04/2020,"2,395,150,450.98","8,803,061","23,078","16,589,802,437.84","288,429,866","400,674",12.62,2.96,5.45,87.38,97.04,94.55
16/04/2020,"2,273,112,321.58","11,814,810","23,533","16,225,080,214.28","357,698,106","486,124",12.29,3.20,4.62,87.71,96.80,95.38
17/04/2020,"2,902,358,610.32","12,019,129","24,895","14,949,602,328.63","256,394,051","436,851",16.26,4.48,5.39,83.74,95.52,94.61
20/04/2020,"684,212,349.82","6,397,921","19,640","10,836,942,961.15","227,082,572","356,385",5.94,2.74,5.22,94.06,97.26,94.78
21/04/2020,"7,772,950,210.00","8,995,548","24,422","13,164,551,435.49","187,982,619","360,708",37.12,4.57,6.34,62.88,95.43,93.66
22/04/2020,"4,783,494,732.74","8,610,289","35,450","12,645,879,155.42","260,300,783","450,891",27.45,3.20,7.29,72.55,96.80,92.71
23/04/2020,"3,112,978,625.80","9,017,733","25,901","13,091,985,037.47","268,199,698","413,346",19.21,3.25,5.90,80.79,96.75,94.10
24/04/2020,"1,365,273,725.69","16,104,208","31,345","16,140,029,544.69","385,361,055","522,370",7.80,4.01,5.66,92.20,95.99,94.34
27/04/2020,"860,033,477.25","6,408,518","26,330","13,524,993,385.93","290,475,693","415,026",5.98,2.16,5.97,94.02,97.84,94.03
28/04/2020,"1,018,683,517.94","9,613,958","28,336","17,713,606,800.26","428,434,305","415,133",5.44,2.19,6.39,94.56,97.81,93.61
29/04/2020,"2,268,139,483.21","13,229,477","23,754","18,779,238,217.96","279,221,772","450,745",10.78,4.52,5.01,89.22,95.48,94.99
30/04/2020,"3,183,708,016.82","17,086,298","28,743","25,028,896,339.52","356,214,009","390,420",11.28,4.58,6.86,88.72,95.42,93.14
04/05/2020,"678,295,086.16","7,388,109","27,148","15,896,539,629.36","308,391,951","504,675",4.09,2.34,5.10,95.91,97.66,94.90
05/05/2020,"1,058,041,950.52","10,202,046","30,388","11,875,072,987.21","209,378,610","404,934",8.18,4.65,6.98,91.82,95.35,93.02
06/05/2020,"1,574,483,036.01","9,548,130","28,975","13,120,715,421.57","207,500,355","485,856",10.71,4.40,5.63,89.29,95.60,94.37
07/05/2020,"6,548,919,618.53","22,467,408","32,949","29,208,115,772.11","205,657,728","445,959",18.32,9.85,6.88,81.68,90.15,93.12
08/05/2020,"914,599,936.25","6,292,163","25,943","14,326,607,797.08","212,952,574","352,102",6.00,2.87,6.86,94.00,97.13,93.14
11/05/2020,"640,695,086.22","9,331,743","29,890","10,952,543,397.82","192,212,631","420,089",5.53,4.63,6.64,94.47,95.37,93.36
12/05/2020,"942,130,772.42","8,262,806","27,829","14,788,946,984.95","217,306,740","473,763",5.99,3.66,5.55,94.01,96.34,94.45
13/05/2020,"2,918,958,260.95","17,553,142","27,431","19,134,730,716.62","358,274,417","398,505",13.24,4.67,6.44,86.76,95.33,93.56
14/05/2020,"1,438,018,932.51","9,394,245","23,908","12,715,780,923.67","213,009,362","377,308",10.16,4.22,5.96,89.84,95.78,94.04
15/05/2020,"795,405,044.84","8,388,214","25,088","10,166,994,988.56","178,457,182","380,786",7.26,4.49,6.18,92.74,95.51,93.82
18/05/2020,"5,838,587,768.79","12,030,848","23,957","17,562,592,033.56","258,146,546","450,371",24.95,4.45,5.05,75.05,95.55,94.95
19/05/2020,"3,589,816,437.30","16,621,662","27,591","16,038,750,292.39","292,854,829","432,376",18.29,5.37,6.00,81.71,94.63,94.00
20/05/2020,"2,574,623,834.36","9,991,286","24,558","15,248,848,016.11","277,774,091","367,731",14.45,3.47,6.26,85.55,96.53,93.74
21/05/2020,"946,787,149.49","7,791,399","20,896","17,712,287,186.29","268,811,246","344,875",5.07,2.82,5.71,94.93,97.18,94.29
22/05/2020,"782,227,024.68","5,585,052","14,071","12,233,814,037.20","201,374,648","275,367",6.01,2.70,4.86,93.99,97.30,95.14
25/05/2020,"75,449,916.65","2,748,747","7,805","3,035,780,086.71","72,593,159","158,923",2.43,3.65,4.68,97.57,96.35,95.32
26/05/2020,"2,038,179,191.69","11,245,816","26,250","26,011,611,557.45","323,717,962","431,075",7.27,3.36,5.74,92.73,96.64,94.26
27/05/2020,"1,014,192,539.14","9,132,765","24,940","26,588,812,670.14","328,079,081","449,083",3.67,2.71,5.26,96.33,97.29,94.74
28/05/2020,"5,655,081,907.96","10,924,736","22,821","18,484,763,296.45","249,666,220","404,090",23.43,4.19,5.35,76.57,95.81,94.65
29/05/2020,"1,548,070,658.07","25,943,012","48,703","39,714,335,269.29","1,046,336,954","763,634",3.75,2.42,6.00,96.25,97.58,94.00
01/06/2020,"798,532,220.22","8,815,993","21,529","10,730,663,324.09","207,581,568","397,881",6.93,4.07,5.13,93.07,95.93,94.87
02/06/2020,"1,222,191,109.05","19,644,751","24,818","20,325,219,955.91","347,288,222","427,342",5.67,5.35,5.49,94.33,94.65,94.51
03/06/2020,"4,117,162,257.02","15,693,919","38,652","20,750,393,672.95","407,507,534","538,873",16.56,3.71,6.69,83.44,96.29,93.31
04/06/2020,"1,158,832,264.87","11,637,628","32,205","29,496,129,660.56","382,184,802","491,129",3.78,2.96,6.15,96.22,97.04,93.85
05/06/2020,"2,214,615,915.25","13,564,377","35,273","24,937,308,957.35","317,929,522","459,684",8.16,4.09,7.13,91.84,95.91,92.87
08/06/2020,"2,835,212,010.47","14,245,297","30,319","20,251,975,315.46","341,042,970","439,475",12.28,4.01,6.45,87.72,95.99,93.55
09/06/2020,"997,919,009.49","9,340,603","35,992","19,973,082,310.64","292,907,797","468,436",4.76,3.09,7.14,95.24,96.91,92.86
10/06/2020,"794,077,924.97","9,404,783","33,600","15,193,438,814.41","290,105,942","478,300",4.97,3.14,6.56,95.03,96.86,93.44
11/06/2020,"3,139,249,155.47","14,681,153","43,284","20,138,106,038.11","298,050,528","445,516",13.49,4.69,8.86,86.51,95.31,91.14
12/06/2020,"1,300,980,024.72","7,468,973","28,670","14,541,309,705.93","290,121,304","403,468",8.21,2.51,6.63,91.79,97.49,93.37
15/06/2020,"653,372,704.00","6,717,985","26,347","10,799,837,401.30","202,477,413","429,781",5.70,3.21,5.78,94.30,96.79,94.22
16/06/2020,"1,081,023,442.74","5,757,517","22,607","13,479,308,100.68","247,633,166","420,259",7.42,2.27,5.10,92.58,97.73,94.90
17/06/2020,"1,037,936,573.60","6,249,249","23,989","10,509,148,069.53","202,255,906","353,017",8.99,3.00,6.36,91.01,97.00,93.64
18/06/2020,"2,093,350,447.20","9,593,249","28,831","15,150,457,471.31","220,067,909","387,397",12.14,4.18,6.93,87.86,95.82,93.07
19/06/2020,"1,105,749,946.31","15,329,536","42,633","34,304,785,860.55","1,115,039,624","602,631",3.12,1.36,6.61,96.88,98.64,93.39
22/06/2020,"3,535,039,777.94","5,934,588","19,097","12,662,088,051.36","230,607,836","338,941",21.83,2.51,5.33,78.17,97.49,94.67
23/06/2020,"1,058,768,456.82","8,540,527","31,631","12,589,380,520.94","237,490,613","443,243",7.76,3.47,6.66,92.24,96.53,93.34
24/06/2020,"1,073,540,820.33","6,659,215","31,102","11,828,661,087.00","207,350,602","357,783",8.32,3.11,8.00,91.68,96.89,92.00
25/06/2020,"793,775,358.04","7,047,226","21,736","10,246,092,158.87","173,499,737","286,393",7.19,3.90,7.05,92.81,96.10,92.95
26/06/2020,"719,336,929.96","5,485,120","19,010","9,936,701,034.66","172,135,657","316,159",6.75,3.09,5.67,93.25,96.91,94.33
29/06/2020,"1,042,813,794.49","6,752,735","18,562","17,153,339,064.97","173,675,996","328,059",5.73,3.74,5.36,94.27,96.26,94.64
30/06/2020,"803,757,306.20","6,484,629","22,091","11,298,333,845.96","244,558,467","403,812",6.64,2.58,5.19,93.36,97.42,94.81
01/07/2020,"723,711,833.29","4,548,603","19,148","10,254,429,955.82","222,845,256","361,983",6.59,2.00,5.02,93.41,98.00,94.98
02/07/2020,"5,324,786,274.59","6,511,855","23,257","11,612,520,314.20","220,002,107","405,257",31.44,2.87,5.43,68.56,97.13,94.57
03/07/2020,"32,566,312.95","983,524","4,017","920,696,937.19","33,713,445","70,144",3.42,2.83,5.42,96.58,97.17,94.58
06/07/2020,"3,126,882,892.36","7,733,056","19,575","19,755,134,105.25","223,153,431","345,309",13.67,3.35,5.36,86.33,96.65,94.64
07/07/2020,"972,515,801.89","9,339,965","20,005","15,953,369,459.00","229,775,511","312,649",5.75,3.91,6.01,94.25,96.09,93.99
08/07/2020,"3,445,460,727.49","9,141,015","33,554","19,779,993,607.58","270,539,553","521,307",14.83,3.27,6.05,85.17,96.73,93.95
09/07/2020,"2,168,732,101.31","8,259,760","32,267","13,648,848,024.10","217,577,108","391,995",13.71,3.66,7.61,86.29,96.34,92.39
10/07/2020,"782,136,405.12","6,290,685","28,176","11,125,947,461.49","165,270,576","363,960",6.57,3.67,7.19,93.43,96.33,92.81
13/07/2020,"2,638,577,042.87","9,418,636","33,728","16,360,949,634.42","221,500,497","443,541",13.89,4.08,7.07,86.11,95.92,92.93
14/07/2020,"4,236,084,722.57","11,524,218","44,049","13,621,061,433.68","228,204,769","423,452",23.72,4.81,9.42,76.28,95.19,90.58
15/07/2020,"7,424,037,827.33","13,739,238","40,765","20,499,579,993.73","255,546,632","461,927",26.59,5.10,8.11,73.41,94.90,91.89
16/07/2020,"420,824,601.94","10,778,308","48,232","12,606,224,586.34","220,592,495","438,303",3.23,4.66,9.91,96.77,95.34,90.09
17/07/2020,"439,776,612.92","6,848,725","38,826","11,135,129,313.77","189,406,497","444,829",3.80,3.49,8.03,96.20,96.51,91.97
20/07/2020,"484,354,078.60","5,563,878","21,597","10,386,579,681.49","162,057,551","300,723",4.46,3.32,6.70,95.54,96.68,93.30
21/07/2020,"679,910,693.82","7,422,454","31,677","16,943,729,177.21","252,827,686","485,770",3.86,2.85,6.12,96.14,97.15,93.88
22/07/2020,"1,270,255,332.87","6,871,883","29,082","12,326,949,869.92","169,885,447","340,687",9.34,3.89,7.86,90.66,96.11,92.14
23/07/2020,"2,783,247,434.09","7,865,889","21,975","17,642,201,805.38","206,229,093","340,651",13.63,3.67,6.06,86.37,96.33,93.94
24/07/2020,"2,708,849,752.80","6,668,202","14,549","16,733,986,216.38","198,992,893","294,024",13.93,3.24,4.71,86.07,96.76,95.29
27/07/2020,"427,745,612.04","5,576,216","16,226","11,894,426,925.54","208,669,795","328,388",3.47,2.60,4.71,96.53,97.40,95.29
28/07/2020,"744,511,971.04","5,386,017","21,324","21,071,708,121.17","201,755,413","318,014",3.41,2.60,6.28,96.59,97.40,93.72
29/07/2020,"801,030,839.18","7,069,396","22,446","12,078,331,746.28","213,743,530","358,119",6.22,3.20,5.90,93.78,96.80,94.10
30/07/2020,"735,747,579.07","4,767,972","14,518","10,375,392,519.12","158,691,396","268,634",6.62,2.92,5.13,93.38,97.08,94.87
31/07/2020,"737,490,820.57","11,411,897","22,221","15,149,999,364.05","343,332,152","397,830",4.64,3.22,5.29,95.36,96.78,94.71
03/08/2020,"660,284,223.04","5,890,356","14,978","10,641,665,013.74","200,478,201","331,291",5.84,2.85,4.33,94.16,97.15,95.67
04/08/2020,"1,284,144,196.68","9,740,631","23,822","14,459,058,391.84","246,121,802","418,622",8.16,3.81,5.38,91.84,96.19,94.62
05/08/2020,"1,219,349,934.84","14,384,738","26,737","12,556,401,580.68","224,180,179","379,952",8.85,6.03,6.57,91.15,93.97,93.43
06/08/2020,"1,142,714,200.25","8,360,580","19,341","10,290,612,664.16","201,380,697","297,622",9.99,3.99,6.10,90.01,96.01,93.90
07/08/2020,"1,565,531,836.46","6,406,657","15,829","8,725,156,242.65","139,916,596","252,107",15.21,4.38,5.91,84.79,95.62,94.09
10/08/2020,"4,959,827,205.87","7,499,770","19,228","25,604,770,788.78","163,409,046","254,019",16.23,4.39,7.04,83.77,95.61,92.96
11/08/2020,"1,684,040,168.29","20,280,373","21,041","13,991,167,826.88","219,342,124","315,419",10.74,8.46,6.25,89.26,91.54,93.75
12/08/2020,"655,099,635.96","5,672,110","23,243","9,948,967,104.57","187,786,153","311,604",6.18,2.93,6.94,93.82,97.07,93.06
13/08/2020,"1,264,359,372.34","17,917,363","17,711","11,044,880,180.06","181,308,294","269,515",10.27,8.99,6.17,89.73,91.01,93.83
14/08/2020,"1,218,513,508.07","5,844,356","17,423","14,701,117,362.32","230,462,990","351,069",7.65,2.47,4.73,92.35,97.53,95.27
17/08/2020,"6,133,407,536.12","8,611,599","16,648","12,205,282,218.08","213,427,091","326,859",33.45,3.88,4.85,66.55,96.12,95.15
18/08/2020,"2,042,674,792.37","14,314,655","21,647","14,115,259,388.06","272,292,127","345,937",12.64,4.99,5.89,87.36,95.01,94.11
19/08/2020,"2,507,325,718.20","11,573,866","23,211","14,013,277,392.87","175,235,242","327,792",15.18,6.20,6.61,84.82,93.80,93.39
20/08/2020,"1,640,793,826.75","11,029,410","16,747","13,261,861,639.26","174,588,962","262,490",11.01,5.94,6.00,88.99,94.06,94.00
21/08/2020,"4,118,244,891.66","13,842,142","17,711","13,099,385,445.28","152,152,490","278,920",23.92,8.34,5.97,76.08,91.66,94.03
24/08/2020,"790,709,742.60","8,367,947","16,624","14,154,399,029.20","171,849,755","283,060",5.29,4.64,5.55,94.71,95.36,94.45
25/08/2020,"2,321,579,807.71","10,876,110","22,035","19,753,624,981.65","215,194,278","389,680",10.52,4.81,5.35,89.48,95.19,94.65
26/08/2020,"1,207,628,844.81","8,083,240","18,512","13,860,638,517.28","199,818,356","317,896",8.01,3.89,5.50,91.99,96.11,94.50
27/08/2020,"845,259,965.38","7,145,589","21,171","12,265,653,762.19","173,431,712","317,505",6.45,3.96,6.25,93.55,96.04,93.75
28/08/2020,"1,479,368,634.89","7,190,009","22,656","13,070,590,398.42","143,742,665","292,252",10.17,4.76,7.19,89.83,95.24,92.81
31/08/2020,"746,767,726.27","9,695,299","32,569","19,055,923,285.33","494,168,950","501,227",3.77,1.92,6.10,96.23,98.08,93.90
01/09/2020,"1,914,466,412.05","8,752,276","26,457","14,242,960,244.23","296,410,554","422,669",11.85,2.87,5.89,88.15,97.13,94.11
02/09/2020,"10,042,076,949.86","27,965,625","26,468","14,641,296,908.49","249,061,920","344,225",40.68,10.09,7.14,59.32,89.91,92.86
03/09/2020,"8,380,707,187.95","12,117,433","18,899","17,733,315,098.65","279,865,245","356,620",32.09,4.15,5.03,67.91,95.85,94.97
04/09/2020,"3,357,357,342.62","7,542,947","19,167","16,078,705,815.71","203,297,811","306,751",17.27,3.58,5.88,82.73,96.42,94.12
07/09/2020,"7,773,226.24","266,434","984","809,258,409.83","71,816,039","54,577",0.95,0.37,1.77,99.05,99.63,98.23
08/09/2020,"2,367,652,290.70","8,216,762","21,767","11,889,773,926.77","178,391,846","358,940",16.61,4.40,5.72,83.39,95.60,94.28
09/09/2020,"4,143,547,116.29","12,629,559","21,410","22,529,925,196.65","264,585,683","362,257",15.53,4.56,5.58,84.47,95.44,94.42
10/09/2020,"1,445,734,105.05","9,047,174","30,879","13,251,007,869.18","284,707,228","365,796",9.84,3.08,7.78,90.16,96.92,92.22
11/09/2020,"872,312,199.29","10,019,633","25,880","15,953,051,667.85","350,830,771","322,421",5.18,2.78,7.43,94.82,97.22,92.57
14/09/2020,"1,030,831,693.97","10,373,876","18,294","12,811,273,641.42","246,249,238","286,474",7.45,4.04,6.00,92.55,95.96,94.00
15/09/2020,"965,654,170.31","7,387,809","21,952","12,941,426,855.33","252,872,043","336,267",6.94,2.84,6.13,93.06,97.16,93.87
17/09/2020,"1,889,160,557.96","11,085,675","26,850","18,235,691,942.55","403,514,001","419,327",9.39,2.67,6.02,90.61,97.33,93.98
18/09/2020,"1,049,299,227.62","12,267,987","29,889","24,097,740,477.17","664,594,996","620,636",4.17,1.81,4.59,95.83,98.19,95.41
21/09/2020,"1,568,421,419.01","9,442,123","20,435","12,281,068,724.80","173,492,879","249,837",11.32,5.16,7.56,88.68,94.84,92.44
22/09/2020,"1,914,573,135.05","6,458,403","19,150","12,241,240,091.47","187,365,208","327,481",13.52,3.33,5.52,86.48,96.67,94.48
23/09/2020,"1,663,191,958.93","7,922,604","21,532","15,956,673,029.47","201,852,970","289,215",9.44,3.78,6.93,90.56,96.22,93.07
24/09/2020,"1,508,421,419.19","9,213,492","17,086","16,383,701,131.83","267,701,243","303,163",8.43,3.33,5.34,91.57,96.67,94.66
25/09/2020,"1,072,314,356.01","7,510,709","14,834","13,719,596,022.64","230,101,347","312,888",7.25,3.16,4.53,92.75,96.84,95.47
28/09/2020,"2,056,943,266.20","11,028,764","20,404","17,389,453,078.96","269,289,852","309,657",10.58,3.93,6.18,89.42,96.07,93.82
29/09/2020,"2,649,588,641.68","13,449,839","20,142","13,631,454,397.77","220,808,976","316,774",16.27,5.74,5.98,83.73,94.26,94.02
30/09/2020,"1,117,333,270.78","10,801,694","23,196","16,949,033,875.26","342,864,025","374,462",6.18,3.05,5.83,93.82,96.95,94.17
01/10/2020,"1,566,986,887.57","10,416,040","21,046","10,177,624,225.33","216,067,678","321,258",13.34,4.60,6.15,86.66,95.40,93.85
02/10/2020,"857,170,547.94","6,064,630","15,661","11,825,409,202.31","216,091,410","238,300",6.76,2.73,6.17,93.24,97.27,93.83
