DATE,BIVA VALUE,BIVA VOLUME,BIVA TRADES,BMV VALUE,BMV VOLUME,BMV TRADES,BIVA VALUE MARKET SHARE,BIVA VOLUME MARKET SHARE,BIVA TRADES MARKET SHARE,BMV VALUE MARKET SHARE,BMV VOLUME MARKET SHARE,BMV TRADES MARKET SHARE
20/08/2021,"1,047,728,298.53","9,711,140","18,685","14,416,662,787.73","183,833,905","308,778",6.78,5.02,5.71,93.22,94.98,94.29
23/08/2021,"1,090,968,454.53","6,465,319","18,637","14,100,200,658.30","155,400,717","311,603",7.18,3.99,5.64,92.82,96.01,94.36
24/08/2021,"3,860,540,552.85","9,122,856","25,202","15,953,725,459.35","197,355,395","420,140",19.48,4.42,5.66,80.52,95.58,94.34
25/08/2021,"1,147,263,102.21","7,832,579","30,331","14,778,719,796.53","167,708,333","341,276",7.20,4.46,8.16,92.80,95.54,91.84
26/08/2021,"1,631,557,298.05","14,366,301","27,027","15,990,849,203.71","204,212,356","375,657",9.26,6.57,6.71,90.74,93.43,93.29
27/08/2021,"826,626,826.13","5,684,270","23,360","11,759,674,351.26","168,291,490","319,709",6.57,3.27,6.81,93.43,96.73,93.19
30/08/2021,"503,346,561.35","3,793,939","24,732","10,315,808,043.62","142,539,382","308,850",4.65,2.59,7.41,95.35,97.41,92.59
31/08/2021,"855,977,150.72","11,206,080","32,812","21,640,232,480.26","392,335,314","551,029",3.80,2.78,5.62,96.20,97.22,94.38
01/09/2021,"908,340,201.72","9,108,151","24,610","16,619,327,686.31","203,276,905","426,193",5.18,4.29,5.46,94.82,95.71,94.54
02/09/2021,"654,153,473.35","5,275,438","23,072","12,579,597,080.76","166,503,228","370,351",4.94,3.07,5.86,95.06,96.93,94.14
03/09/2021,"586,807,700.82","3,828,591","16,085","12,181,081,673.03","143,728,061","286,706",4.60,2.59,5.31,95.40,97.41,94.69
06/09/2021,"59,081,710.36","2,289,714","3,493","1,233,684,284.05","90,480,632","108,741",4.57,2.47,3.11,95.43,97.53,96.89
07/09/2021,"573,962,954.04","4,466,153","23,693","13,468,174,257.53","242,955,530","353,627",4.09,1.81,6.28,95.91,98.19,93.72
08/09/2021,"1,299,199,342.61","5,836,487","22,565","13,973,582,477.90","283,872,247","433,595",8.51,2.01,4.95,91.49,97.99,95.05
09/09/2021,"959,592,719.46","4,775,911","25,742","14,298,314,916.05","236,738,293","370,554",6.29,1.98,6.50,93.71,98.02,93.50
10/09/2021,"5,601,312,456.48","6,877,454","21,863","15,395,408,644.21","186,423,146","382,274",26.68,3.56,5.41,73.32,96.44,94.59
13/09/2021,"1,302,714,880.39","5,012,980","21,705","14,997,569,928.13","200,705,020","329,462",7.99,2.44,6.18,92.01,97.56,93.82
14/09/2021,"719,496,371.40","4,101,425","21,351","11,406,713,582.57","277,493,433","399,068",5.93,1.46,5.08,94.07,98.54,94.92
15/09/2021,"998,944,274.16","5,822,224","28,616","13,753,410,842.26","249,338,505","384,984",6.77,2.28,6.92,93.23,97.72,93.08
17/09/2021,"1,358,222,129.71","16,186,547","35,066","35,824,593,606.75","734,195,846","648,710",3.65,2.16,5.13,96.35,97.84,94.87
20/09/2021,"1,075,338,235.64","7,891,594","27,994","16,313,997,612.92","214,625,093","373,835",6.18,3.55,6.97,93.82,96.45,93.03
21/09/2021,"1,907,771,742.81","8,932,507","26,465","14,333,359,368.90","205,167,204","358,603",11.75,4.17,6.87,88.25,95.83,93.13
22/09/2021,"1,027,884,771.13","10,655,817","22,473","13,392,517,915.07","210,165,031","299,180",7.13,4.83,6.99,92.87,95.17,93.01
23/09/2021,"897,278,897.16","5,463,750","21,263","15,911,181,877.32","252,926,020","381,889",5.34,2.11,5.27,94.66,97.89,94.73
24/09/2021,"858,049,870.54","6,326,282","23,599","10,834,470,549.87","170,633,775","336,736",7.34,3.57,6.55,92.66,96.43,93.45
27/09/2021,"1,311,326,395.45","5,121,051","22,286","17,475,825,466.05","187,619,006","359,836",6.98,2.66,5.83,93.02,97.34,94.17
28/09/2021,"2,894,983,698.41","9,663,878","25,915","20,878,420,878.18","273,015,384","371,518",12.18,3.42,6.52,87.82,96.58,93.48
29/09/2021,"2,449,357,132.64","13,298,030","26,092","28,629,694,309.13","292,003,212","413,436",7.88,4.36,5.94,92.12,95.64,94.06
30/09/2021,"1,088,895,606.17","8,472,409","26,848","24,654,536,248.89","308,044,633","420,458",4.23,2.68,6.00,95.77,97.32,94.00
01/10/2021,"916,857,503.93","3,923,481","17,467","14,898,346,160.46","187,025,008","286,847",5.80,2.05,5.74,94.20,97.95,94.26
04/10/2021,"942,846,957.82","3,946,451","14,769","12,151,816,995.39","162,472,294","260,913",7.20,2.37,5.36,92.80,97.63,94.64
05/10/2021,"1,381,437,952.63","9,211,976","22,727","13,231,370,047.99","202,480,025","326,279",9.45,4.35,6.51,90.55,95.65,93.49
06/10/2021,"1,537,826,029.31","9,641,765","20,637","16,237,811,656.73","213,576,175","333,502",8.65,4.32,5.83,91.35,95.68,94.17
07/10/2021,"918,988,829.35","8,526,842","31,009","20,356,384,920.14","336,632,194","382,049",4.32,2.47,7.51,95.68,97.53,92.49
08/10/2021,"480,493,409.69","5,153,181","22,093","13,431,672,244.95","187,811,738","295,491",3.45,2.67,6.96,96.55,97.33,93.04
11/10/2021,"531,484,927.95","5,119,339","24,194","9,074,524,375.48","135,708,284","307,604",5.53,3.64,7.29,94.47,96.36,92.71
12/10/2021,"2,873,360,788.32","8,088,501","25,693","14,342,850,729.46","181,079,084","380,903",16.69,4.28,6.32,83.31,95.72,93.68
13/10/2021,"1,663,534,080.47","5,814,958","20,311","16,941,749,567.13","228,339,552","360,066",8.94,2.48,5.34,91.06,97.52,94.66
14/10/2021,"1,605,873,070.65","17,202,842","22,705","19,162,995,851.42","229,949,810","314,314",7.73,6.96,6.74,92.27,93.04,93.26
15/10/2021,"2,545,834,361.38","8,041,094","25,815","23,121,960,551.20","229,036,349","423,734",9.92,3.39,5.74,90.08,96.61,94.26
18/10/2021,"984,809,054.35","5,473,607","22,406","11,899,215,332.47","184,263,106","358,080",7.64,2.88,5.89,92.36,97.12,94.11
19/10/2021,"6,575,185,769.48","17,566,238","28,229","14,401,660,846.92","187,062,545","405,197",31.34,8.58,6.51,68.66,91.42,93.49
20/10/2021,"2,731,668,460.71","9,678,015","26,696","15,257,859,987.75","195,194,086","376,595",15.18,4.72,6.62,84.82,95.28,93.38
21/10/2021,"766,228,859.52","5,105,141","25,984","15,465,657,848.92","269,581,142","436,110",4.72,1.86,5.62,95.28,98.14,94.38
22/10/2021,"629,628,102.33","5,036,278","22,155","15,926,262,492.68","200,473,454","346,397",3.80,2.45,6.01,96.20,97.55,93.99
25/10/2021,"506,505,186.38","5,494,474","20,945","10,664,419,485.67","171,410,437","304,319",4.53,3.11,6.44,95.47,96.89,93.56
26/10/2021,"1,536,792,359.34","7,316,782","20,651","14,020,900,483.20","190,730,266","299,513",9.88,3.69,6.45,90.12,96.31,93.55
27/10/2021,"776,494,820.80","4,544,795","21,966","9,714,820,272.86","155,955,021","328,164",7.40,2.83,6.27,92.60,97.17,93.73
28/10/2021,"1,080,837,500.08","6,791,008","29,345","13,498,345,105.99","212,987,306","342,500",7.41,3.09,7.89,92.59,96.91,92.11
29/10/2021,"1,226,202,899.43","6,507,257","24,369","16,651,672,663.39","220,174,778","415,330",6.86,2.87,5.54,93.14,97.13,94.46
01/11/2021,"984,218,628.69","3,474,734","16,715","12,884,532,126.28","124,980,905","304,897",7.10,2.71,5.20,92.90,97.29,94.80
03/11/2021,"1,017,118,936.63","10,204,625","34,311","20,760,911,929.05","271,767,614","631,989",4.67,3.62,5.15,95.33,96.38,94.85
04/11/2021,"1,201,419,486.37","7,677,760","27,635","17,002,618,141.41","275,224,482","437,031",6.60,2.71,5.95,93.40,97.29,94.05
05/11/2021,"1,154,299,075.43","8,330,383","25,374","18,255,044,313.46","271,301,602","398,588",5.95,2.98,5.98,94.05,97.02,94.02
08/11/2021,"1,052,641,313.52","9,138,013","28,829","21,522,625,998.11","265,455,336","414,909",4.66,3.33,6.50,95.34,96.67,93.50
09/11/2021,"1,192,827,789.98","10,309,076","31,345","20,040,816,734.26","256,901,731","395,192",5.62,3.86,7.35,94.38,96.14,92.65
10/11/2021,"1,438,067,886.11","6,328,098","28,801","14,826,242,503.68","182,395,893","347,484",8.84,3.35,7.65,91.16,96.65,92.35
11/11/2021,"943,331,948.38","6,207,672","35,845","14,003,021,485.69","194,732,851","399,206",6.31,3.09,8.24,93.69,96.91,91.76
12/11/2021,"664,302,215.91","9,177,213","39,538","13,098,421,233.05","237,701,994","441,808",4.83,3.72,8.21,95.17,96.28,91.79
16/11/2021,"1,380,859,348.96","7,959,345","36,927","20,001,507,470.08","263,812,876","560,097",6.46,2.93,6.19,93.54,97.07,93.81
17/11/2021,"966,782,706.87","5,073,692","28,972","12,224,702,788.09","184,736,153","392,558",7.33,2.67,6.87,92.67,97.33,93.13
18/11/2021,"761,300,014.22","6,528,003","33,151","18,522,199,218.08","256,829,808","448,583",3.95,2.48,6.88,96.05,97.52,93.12
19/11/2021,"957,845,968.16","16,341,806","28,614","12,933,583,879.59","194,688,358","430,304",6.90,7.74,6.24,93.10,92.26,93.76
22/11/2021,"877,362,506.11","10,055,871","26,696","15,240,895,403.96","188,714,758","428,607",5.44,5.06,5.86,94.56,94.94,94.14
23/11/2021,"1,152,181,685.50","7,292,131","28,604","18,169,074,631.39","215,229,829","500,453",5.96,3.28,5.41,94.04,96.72,94.59
24/11/2021,"1,321,874,238.12","7,954,780","41,784","17,763,122,820.40","239,734,234","506,592",6.93,3.21,7.62,93.07,96.79,92.38
25/11/2021,"73,958,720.13","2,346,498","8,873","2,576,198,392.20","67,748,253","157,099",2.79,3.35,5.35,97.21,96.65,94.65
26/11/2021,"1,397,470,210.58","9,212,232","28,884","28,324,834,089.68","237,226,441","435,576",4.70,3.74,6.22,95.30,96.26,93.78
29/11/2021,"1,474,381,833.64","10,188,343","40,466","22,453,777,904.89","306,401,494","561,564",6.16,3.22,6.72,93.84,96.78,93.28
30/11/2021,"1,981,443,647.51","20,019,763","51,893","37,449,932,459.07","969,068,110","869,045",5.03,2.02,5.63,94.97,97.98,94.37
01/12/2021,"2,418,660,611.79","9,915,817","35,883","18,338,155,757.60","291,482,537","505,896",11.65,3.29,6.62,88.35,96.71,93.38
02/12/2021,"1,934,421,875.47","11,922,026","29,809","18,581,125,339.59","217,615,233","406,207",9.43,5.19,6.84,90.57,94.81,93.16
03/12/2021,"1,079,486,605.78","7,751,621","28,590","17,018,654,135.65","262,242,543","474,310",5.96,2.87,5.69,94.04,97.13,94.31
06/12/2021,"1,428,005,602.19","8,237,434","29,775","16,035,225,808.20","213,936,103","353,028",8.18,3.71,7.78,91.82,96.29,92.22
07/12/2021,"1,048,522,007.51","6,609,706","32,708","18,677,303,738.53","243,740,404","392,226",5.32,2.64,7.70,94.68,97.36,92.30
08/12/2021,"1,288,815,760.19","9,626,304","34,211","14,291,387,139.38","196,135,617","341,013",8.27,4.68,9.12,91.73,95.32,90.88
09/12/2021,"1,069,737,625.33","10,320,736","30,123","16,023,114,020.35","189,136,768","352,121",6.26,5.17,7.88,93.74,94.83,92.12
10/12/2021,"699,833,561.52","6,147,803","29,653","23,015,002,104.21","184,277,999","292,472",2.95,3.23,9.21,97.05,96.77,90.79
13/12/2021,"5,130,043,031.34","14,278,562","34,009","20,366,398,066.34","307,080,240","363,076",20.12,4.44,8.56,79.88,95.56,91.44
14/12/2021,"938,036,596.10","9,884,101","40,768","32,124,025,889.09","403,687,898","455,949",2.84,2.39,8.21,97.16,97.61,91.79
15/12/2021,"1,377,711,766.40","9,840,688","27,273","17,347,837,780.08","251,356,305","402,196",7.36,3.77,6.35,92.64,96.23,93.65
16/12/2021,"2,428,177,467.77","16,341,718","35,768","18,201,903,926.87","241,854,803","362,950",11.77,6.33,8.97,88.23,93.67,91.03
17/12/2021,"2,748,783,130.65","22,714,350","36,164","30,110,179,716.05","615,809,906","549,219",8.37,3.56,6.18,91.63,96.44,93.82
20/12/2021,"2,373,596,689.73","6,503,292","20,365","12,378,401,897.82","200,765,347","326,337",16.09,3.14,5.87,83.91,96.86,94.13
21/12/2021,"888,147,640.32","7,667,888","19,540","13,331,804,959.23","223,230,554","325,944",6.25,3.32,5.66,93.75,96.68,94.34
22/12/2021,"996,185,493.91","6,557,779","22,629","12,620,488,272.15","190,014,781","339,898",7.32,3.34,6.24,92.68,96.66,93.76
23/12/2021,"1,808,254,300.34","8,288,157","32,880","11,221,405,662.57","164,338,261","339,128",13.88,4.80,8.84,86.12,95.20,91.16
24/12/2021,"26,306,453.92","652,530","2,221","447,089,116.79","22,708,355","35,772",5.56,2.79,5.85,94.44,97.21,94.15
27/12/2021,"499,997,675.97","2,964,887","16,782","7,105,500,589.11","97,688,743","247,516",6.57,2.95,6.35,93.43,97.05,93.65
28/12/2021,"1,199,731,138.89","6,141,394","28,346","9,735,665,105.47","123,478,917","252,406",10.97,4.74,10.10,89.03,95.26,89.90
29/12/2021,"2,126,646,724.09","4,424,283","12,265","9,110,130,668.43","90,503,786","197,973",18.93,4.66,5.83,81.07,95.34,94.17
30/12/2021,"2,712,515,451.71","4,560,134","18,926","12,264,258,701.50","138,826,107","244,932",18.11,3.18,7.17,81.89,96.82,92.83
31/12/2021,"1,480,056,070.01","3,223,541","10,018","5,081,789,713.28","73,293,297","133,231",22.56,4.21,6.99,77.44,95.79,93.01
03/01/2022,"734,257,343.20","3,866,851","15,043","7,936,414,627.30","93,316,050","190,388",8.47,3.98,7.32,91.53,96.02,92.68
04/01/2022,"647,354,398.85","3,866,960","21,730","11,964,064,397.50","143,115,971","289,305",5.13,2.63,6.99,94.87,97.37,93.01
05/01/2022,"2,614,443,262.57","5,639,541","22,232","12,921,181,122.53","163,548,103","324,726",16.83,3.33,6.41,83.17,96.67,93.59
06/01/2022,"805,737,581.08","6,061,046","28,404","14,675,543,776.45","182,679,800","290,312",5.20,3.21,8.91,94.80,96.79,91.09
07/01/2022,"1,805,859,328.75","8,030,930","24,262","12,916,441,145.05","159,244,099","290,117",12.27,4.80,7.72,87.73,95.20,92.28
10/01/2022,"994,324,368.79","5,236,528","26,934","13,840,049,946.19","178,136,721","321,220",6.70,2.86,7.74,93.30,97.14,92.26
11/01/2022,"1,161,333,076.62","4,569,408","26,249","24,911,482,227.19","257,231,038","424,999",4.45,1.75,5.82,95.55,98.25,94.18
12/01/2022,"1,750,628,910.30","5,197,504","33,691","19,909,580,540.74","225,202,309","382,462",8.08,2.26,8.10,91.92,97.74,91.90
13/01/2022,"4,124,229,223.49","10,044,603","47,082","18,845,309,839.82","239,069,995","438,326",17.96,4.03,9.70,82.04,95.97,90.30
14/01/2022,"3,385,289,263.18","12,107,785","28,880","16,736,098,786.50","199,888,273","370,671",16.82,5.71,7.23,83.18,94.29,92.77
17/01/2022,"59,780,523.63","1,155,292","6,735","2,189,330,544.93","55,406,738","149,332",2.66,2.04,4.32,97.34,97.96,95.68
18/01/2022,"2,366,830,715.25","10,023,577","31,148","19,457,702,258.40","202,135,817","400,142",10.84,4.72,7.22,89.16,95.28,92.78
19/01/2022,"2,389,547,556.39","15,305,910","41,920","15,879,921,230.15","221,656,173","433,604",13.08,6.46,8.82,86.92,93.54,91.18
20/01/2022,"3,790,080,090.11","10,543,687","34,181","21,535,973,231.02","190,810,295","385,356",14.97,5.24,8.15,85.03,94.76,91.85
21/01/2022,"6,143,783,798.07","11,274,610","32,997","24,822,973,201.01","257,843,710","383,784",19.84,4.19,7.92,80.16,95.81,92.08
24/01/2022,"1,654,593,928.52","9,779,006","43,121","21,228,654,797.66","293,681,464","448,274",7.23,3.22,8.78,92.77,96.78,91.22
25/01/2022,"2,131,440,375.88","7,945,998","34,047","22,822,366,324.65","302,705,957","425,203",8.54,2.56,7.41,91.46,97.44,92.59
26/01/2022,"1,593,209,212.63","8,646,786","35,805","20,475,612,987.18","260,414,519","420,081",7.22,3.21,7.85,92.78,96.79,92.15
27/01/2022,"1,452,164,474.77","8,974,071","32,926","22,272,676,570.81","289,455,636","397,093",6.12,3.01,7.66,93.88,96.99,92.34
28/01/2022,"1,298,640,976.21","10,959,526","28,410","18,766,566,811.08","294,660,937","410,379",6.47,3.59,6.47,93.53,96.41,93.53
31/01/2022,"1,231,303,813.78","8,153,871","21,802","17,049,516,197.25","298,619,772","398,058",6.74,2.66,5.19,93.26,97.34,94.81
01/02/2022,"3,753,546,649.14","9,612,997","23,729","18,561,378,037.41","200,808,780","309,151",16.82,4.57,7.13,83.18,95.43,92.87
02/02/2022,"1,178,264,861.11","6,150,669","24,793","12,903,446,115.96","201,597,004","313,404",8.37,2.96,7.33,91.63,97.04,92.67
03/02/2022,"958,740,895.01","6,161,866","34,021","14,872,247,911.94","206,419,894","348,440",6.06,2.90,8.90,93.94,97.10,91.10
04/02/2022,"1,071,912,701.82","7,203,225","29,368","11,627,775,169.73","198,238,724","293,203",8.44,3.51,9.10,91.56,96.49,90.90
08/02/2022,"759,434,695.34","6,017,975","30,658","19,320,969,338.37","235,993,696","485,812",3.78,2.49,5.94,96.22,97.51,94.06
09/02/2022,"967,302,412.07","10,458,311","28,408","32,700,277,105.81","302,202,224","359,922",2.87,3.34,7.32,97.13,96.66,92.68
10/02/2022,"1,007,644,289.47","9,543,747","44,187","20,978,619,645.56","314,952,686","470,202",4.58,2.94,8.59,95.42,97.06,91.41
11/02/2022,"5,920,009,921.51","10,437,396","42,509","15,535,529,005.70","236,913,754","415,413",27.59,4.22,9.28,72.41,95.78,90.72
14/02/2022,"1,439,512,855.52","10,451,120","23,437","19,402,097,823.04","281,029,840","410,623",6.91,3.59,5.40,93.09,96.41,94.60
15/02/2022,"889,469,688.05","5,594,232","28,675","17,304,782,664.60","254,016,204","392,644",4.89,2.15,6.81,95.11,97.85,93.19
16/02/2022,"7,206,826,326.67","10,451,615","26,768","29,488,033,045.47","241,380,516","432,927",19.64,4.15,5.82,80.36,95.85,94.18
17/02/2022,"830,832,009.76","6,816,030","34,668","30,347,099,725.86","215,808,426","418,064",2.66,3.06,7.66,97.34,96.94,92.34
18/02/2022,"3,278,981,868.85","8,023,566","29,455","23,001,280,185.03","169,743,656","330,207",12.48,4.51,8.19,87.52,95.49,91.81
21/02/2022,"27,853,943.90","741,191","4,767","2,310,716,433.96","64,405,048","134,165",1.19,1.14,3.43,98.81,98.86,96.57
22/02/2022,"2,043,693,966.20","13,821,087","34,009","24,730,333,722.16","259,327,536","437,860",7.63,5.06,7.21,92.37,94.94,92.79
23/02/2022,"1,119,044,327.48","10,182,044","37,987","19,048,267,759.76","322,321,524","431,478",5.55,3.06,8.09,94.45,96.94,91.91
24/02/2022,"6,041,733,345.71","16,383,651","36,528","29,836,984,842.68","344,485,454","527,004",16.84,4.54,6.48,83.16,95.46,93.52
25/02/2022,"1,301,290,908.57","9,871,927","29,484","17,507,290,747.81","272,355,262","384,945",6.92,3.50,7.11,93.08,96.50,92.89
28/02/2022,"1,496,279,353.33","20,142,585","39,806","35,943,294,362.89","1,023,679,112","608,435",4.00,1.93,6.14,96.00,98.07,93.86
01/03/2022,"1,653,542,732.60","8,906,105","31,178","19,707,361,064.81","249,406,762","449,460",7.74,3.45,6.49,92.26,96.55,93.51
02/03/2022,"4,745,683,570.70","12,109,232","43,643","29,788,101,755.20","270,570,963","490,337",13.74,4.28,8.17,86.26,95.72,91.83
03/03/2022,"2,914,884,783.42","12,977,291","47,959","23,729,363,447.72","303,903,011","488,303",10.94,4.10,8.94,89.06,95.90,91.06
04/03/2022,"5,082,017,898.24","13,822,436","28,932","26,409,686,502.71","287,402,208","379,062",16.14,4.59,7.09,83.86,95.41,92.91
07/03/2022,"1,422,863,547.02","7,087,737","30,379","21,318,889,126.07","303,613,821","498,356",6.26,2.28,5.75,93.74,97.72,94.25
08/03/2022,"2,312,999,638.09","16,148,245","42,104","34,898,513,472.97","379,041,347","535,329",6.22,4.09,7.29,93.78,95.91,92.71
09/03/2022,"891,352,615.39","12,856,753","31,819","32,458,963,644.62","300,395,803","432,493",2.67,4.10,6.85,97.33,95.90,93.15
10/03/2022,"5,027,678,698.01","22,728,821","38,830","23,349,426,059.57","254,967,090","395,402",17.72,8.18,8.94,82.28,91.82,91.06
11/03/2022,"7,711,211,042.02","8,709,617","25,679","19,212,762,479.69","245,621,168","342,523",28.64,3.42,6.97,71.36,96.58,93.03
14/03/2022,"611,124,357.27","6,454,840","28,609","20,971,772,489.97","308,111,865","405,217",2.83,2.05,6.59,97.17,97.95,93.41
15/03/2022,"1,828,901,606.54","12,058,028","36,519","25,209,860,305.91","414,597,392","449,650",6.76,2.83,7.51,93.24,97.17,92.49
16/03/2022,"3,277,123,742.10","12,747,336","40,123","25,642,895,364.54","311,191,898","571,755",11.33,3.94,6.56,88.67,96.06,93.44
17/03/2022,"948,290,380.71","8,105,474","46,669","19,826,515,618.22","241,639,501","523,307",4.56,3.25,8.19,95.44,96.75,91.81
18/03/2022,"3,291,267,955.11","52,883,147","49,231","50,677,176,938.61","897,327,744","655,038",6.10,5.57,6.99,93.90,94.43,93.01
22/03/2022,"1,738,303,443.30","9,679,180","45,586","29,112,274,904.72","300,809,733","553,232",5.63,3.12,7.61,94.37,96.88,92.39
23/03/2022,"2,031,395,730.40","7,370,495","20,650","22,902,030,376.59","207,104,036","353,045",8.15,3.44,5.53,91.85,96.56,94.47
24/03/2022,"1,614,643,209.76","8,150,121","38,636","21,081,338,891.93","231,886,651","462,855",7.11,3.40,7.70,92.89,96.60,92.30
25/03/2022,"1,723,517,522.96","7,191,034","30,767","20,020,498,083.06","218,484,118","350,143",7.93,3.19,8.08,92.07,96.81,91.92
28/03/2022,"2,091,953,449.98","5,889,305","17,766","17,296,872,287.07","180,444,029","316,671",10.79,3.16,5.31,89.21,96.84,94.69
29/03/2022,"1,327,757,013.57","8,932,417","39,401","23,095,378,619.10","321,814,032","486,712",5.44,2.70,7.49,94.56,97.30,92.51
30/03/2022,"1,970,694,122.84","12,034,063","47,484","39,316,819,575.83","344,328,844","428,325",4.77,3.38,9.98,95.23,96.62,90.02
31/03/2022,"1,348,891,157.25","8,831,074","31,321","22,403,072,928.59","316,286,749","458,843",5.68,2.72,6.39,94.32,97.28,93.61
01/04/2022,"1,279,657,748.61","6,096,609","22,187","17,399,889,234.58","251,386,648","379,193",6.85,2.37,5.53,93.15,97.63,94.47
04/04/2022,"3,388,497,351.26","8,834,551","20,852","18,151,316,897.97","172,014,369","314,331",15.73,4.89,6.22,84.27,95.11,93.78
05/04/2022,"3,250,754,913.86","7,368,826","19,959","23,061,513,562.53","274,255,249","415,786",12.35,2.62,4.58,87.65,97.38,95.42
06/04/2022,"3,386,862,300.46","10,465,320","31,430","21,087,659,126.22","263,105,645","402,447",13.84,3.83,7.24,86.16,96.17,92.76
07/04/2022,"1,168,202,620.35","7,303,535","23,847","23,475,905,546.69","338,044,061","365,735",4.74,2.11,6.12,95.26,97.89,93.88
08/04/2022,"2,360,922,868.64","5,562,824","16,542","14,410,530,718.79","170,601,083","307888",14.08,3.16,5.10,85.92,96.84,94.90
11/04/2022,"659,361,110.51","4,504,257","20,083","16,951,375,208.84","164,941,125","309,767",3.74,2.66,6.09,96.26,97.34,93.91
12/04/2022,"766,064,902.39","5,107,378","18,916","24,709,746,470.83","250,056,155","319,137",3.01,2.00,5.60,96.99,98.00,94.40
13/04/2022,"1,360,022,867.56","4,691,077","21,823","10,596,239,372.19","140,962,992","295,063",11.37,3.22,6.89,88.63,96.78,93.11
18/04/2022,"3,992,079,601.43","12,468,089","25,766","13,788,223,337.22","152,451,183","305,824",22.45,7.56,7.77,77.55,92.44,92.23
19/04/2022,"678,867,578.10","13,485,518","35,046","16,625,029,971.18","212,797,628","415,274",3.92,5.96,7.78,96.08,94.04,92.22
20/04/2022,"618,144,555.32","7,871,367","29,123","15,447,240,777.69","248,834,276","403,849",3.85,3.07,6.73,96.15,96.93,93.27
21/04/2022,"2,526,695,202.97","7,111,596","34,522","17,334,074,770.36","222,549,345","404,145",12.72,3.10,7.87,87.28,96.90,92.13
22/04/2022,"997,856,860.62","7,104,604","28,309","16,805,655,481.64","198,501,582","332,464",5.60,3.46,7.85,94.40,96.54,92.15
25/04/2022,"","","","","","",,,,,,
26/04/2022,"2,921,846,758.28","9,873,691","48,819","15,758,296,390.45","226,888,414","434,470",15.64,4.17,10.10,84.36,95.83,89.90
27/04/2022,"1,577,643,236.91","10,004,978","38,404","15,334,225,534.58","206,361,909","409,354",9.33,4.62,8.58,90.67,95.38,91.42
28/04/2022,"1,965,079,753.31","12,550,768","32,306","21,358,816,896.81","295,978,722","433,434",8.43,4.07,6.94,91.57,95.93,93.06
29/04/2022,"1,434,079,885.32","9,853,924","38,490","21,914,584,080.60","311,309,971","436,612",6.14,3.07,8.10,93.86,96.93,91.90
02/05/2022,"11,101,356,218.54","12,749,162","31,569","21,328,006,420.14","172,862,319","307,973",34.23,6.87,9.30,65.77,93.13,90.70
03/05/2022,"1,285,999,609.66","7,597,558","33,666","20,528,813,278.96","226,874,872","444,149",5.90,3.24,7.05,94.10,96.76,92.95
04/05/2022,"1,250,535,782.65","11,475,914","44,114","20,416,436,959.45","207,404,850","465,996",5.77,5.24,8.65,94.23,94.76,91.35
05/05/2022,"1,166,195,854.16","10,679,729","30,304","25,057,893,631.10","303,108,061","423,785",4.45,3.40,6.67,95.55,96.60,93.33
06/05/2022,"1,078,155,191.82","10,448,211","30,805","15,270,857,595.24","274,632,024","380,207",6.59,3.67,7.49,93.41,96.33,92.51
09/05/2022,"2,524,852,013.59","8,389,602","35,921","20,915,015,307.98","212,297,882","416,698",10.77,3.80,7.94,89.23,96.20,92.06
10/05/2022,"1,389,282,009.10","17,930,186","50,427","30,277,017,434.65","356,864,388","554,313",4.39,4.78,8.34,95.61,95.22,91.66
11/05/2022,"1,224,019,369.03","15,293,813","41,302","21,104,412,375.81","312,193,597","450,627",5.48,4.67,8.40,94.52,95.33,91.60
12/05/2022,"4,770,563,339.95","18,209,878","49,126","20,224,735,771.85","329,290,258","513,034",19.09,5.24,8.74,80.91,94.76,91.26
13/05/2022,"888,240,450.74","12,217,752","45,223","25,392,887,995.95","280,269,399","561,183",3.38,4.18,7.46,96.62,95.82,92.54
16/05/2022,"652,304,821.58","9,237,166","36,769","19,021,316,979.94","261,295,074","487,664",3.32,3.41,7.01,96.68,96.59,92.99
17/05/2022,"2,526,392,802.21","13,720,220","43,471","20,557,682,516.03","285,091,035","525,834",10.94,4.59,7.64,89.06,95.41,92.36
18/05/2022,"1,586,266,285.71","16,235,079","46,425","22,414,811,788.86","381,812,723","543,875",6.61,4.08,7.86,93.39,95.92,92.14
19/05/2022,"2,864,642,912.16","13,814,254","38,898","20,089,854,775.46","317,365,688","448,873",12.48,4.17,7.97,87.52,95.83,92.03
20/05/2022,"1,193,577,302.03","12,187,697","36,725","21,859,647,180.66","257,326,844","464,308",5.18,4.52,7.33,94.82,95.48,92.67
23/05/2022,"670,324,777.30","7,267,726","37,743","16,369,383,488.91","184,660,681","421,258",3.93,3.79,8.22,96.07,96.21,91.78
24/05/2022,"732,265,068.53","5,882,226","34,340","17,991,928,415.81","298,603,140","437,596",3.91,1.93,7.28,96.09,98.07,92.72
25/05/2022,"1,067,245,414.82","10,578,378","30,825","21,015,758,630.24","332,589,171","443,866",4.83,3.08,6.49,95.17,96.92,93.51
26/05/2022,"866,512,123.58","9,727,982","28,929","13,667,166,518.01","244,598,288","427,312",5.96,3.83,6.34,94.04,96.17,93.66
27/05/2022,"1,708,903,492.39","8,566,150","33,078","23,621,950,950.99","220,191,729","474,320",6.75,3.74,6.52,93.25,96.26,93.48
