Date,Open,High,Low,Close,Adj Close,Volume,Gain/Loss,Percentage,YTD
08/11/1991,1418.800049,1418.800049,1418.800049,1418.800049,1418.800049,0,,,
11/11/1991,1416.900024,1416.900024,1416.900024,1416.900024,1416.900024,0,-1.900025,-0.134097323,
12/11/1991,1445.400024,1445.400024,1445.400024,1445.400024,1445.400024,0,28.5,1.971772487,
13/11/1991,1453.400024,1453.400024,1453.400024,1453.400024,1453.400024,0,8,0.550433457,
14/11/1991,1459.300049,1459.300049,1459.300049,1459.300049,1459.300049,0,5.900025,0.404305133,
15/11/1991,1445.599976,1445.599976,1445.599976,1445.599976,1445.599976,0,-13.700073,-0.947708441,
18/11/1991,1415.900024,1415.900024,1415.900024,1415.900024,1415.900024,0,-29.699952,-2.097602337,
19/11/1991,1365.099976,1365.099976,1365.099976,1365.099976,1365.099976,0,-50.800048,-3.721342678,
20/11/1991,,,,,,,,,
21/11/1991,1387.900024,1387.900024,1387.900024,1387.900024,1387.900024,0,,,
22/11/1991,1376.199951,1376.199951,1376.199951,1376.199951,1376.199951,0,-11.700073,-0.850172462,
25/11/1991,,,,,,,,,
26/11/1991,1365.199951,1365.199951,1365.199951,1365.199951,1365.199951,0,,,
27/11/1991,1371.599976,1371.599976,1371.599976,1371.599976,1371.599976,0,6.400025,0.466610171,
28/11/1991,1377.599976,1377.599976,1377.599976,1377.599976,1377.599976,0,6,0.435540077,
29/11/1991,1384.199951,1384.199951,1384.199951,1384.199951,1384.199951,0,6.599975,0.47680792,
02/12/1991,1375.400024,1375.400024,1375.400024,1375.400024,1375.400024,0,-8.799927,-0.639808554,
03/12/1991,1371.199951,1371.199951,1371.199951,1371.199951,1371.199951,0,-4.200073,-0.306306385,
04/12/1991,1371.300049,1371.300049,1371.300049,1371.300049,1371.300049,0,0.100098,0.007299497,
05/12/1991,1361.199951,1361.199951,1361.199951,1361.199951,1361.199951,0,-10.100098,-0.741999586,
06/12/1991,1360.599976,1360.599976,1360.599976,1360.599976,1360.599976,0,-0.599975,-0.044096355,
09/12/1991,1347.099976,1347.099976,1347.099976,1347.099976,1347.099976,0,-13.5,-1.00215279,
10/12/1991,1304.5,1304.5,1304.5,1304.5,1304.5,0,-42.599976,-3.265617171,
11/12/1991,1273.199951,1273.199951,1273.199951,1273.199951,1273.199951,0,-31.300049,-2.458376548,
12/12/1991,,,,,,,,,
13/12/1991,1325.699951,1325.699951,1325.699951,1325.699951,1325.699951,0,,,
16/12/1991,1346.800049,1346.800049,1346.800049,1346.800049,1346.800049,0,21.100098,1.566683786,
17/12/1991,1347.400024,1347.400024,1347.400024,1347.400024,1347.400024,0,0.599975,0.04452835,
18/12/1991,1338.400024,1338.400024,1338.400024,1338.400024,1338.400024,0,-9,-0.672444698,
19/12/1991,1332.900024,1332.900024,1332.900024,1332.900024,1332.900024,0,-5.5,-0.412634099,
20/12/1991,1337.300049,1337.300049,1337.300049,1337.300049,1337.300049,0,4.400025,0.329023019,
23/12/1991,1364.400024,1364.400024,1364.400024,1364.400024,1364.400024,0,27.099975,1.986219182,
24/12/1991,,,,,,,,,
25/12/1991,,,,,,,,,
26/12/1991,,,,,,,,,
27/12/1991,,,,,,,,,
30/12/1991,1431.5,1431.5,1431.5,1431.5,1431.5,0,,,
31/12/1991,,,,,,,,,
01/01/1992,,,,,,,,,
02/01/1992,1444.900024,1444.900024,1444.900024,1444.900024,1444.900024,0,,,0.93608271
03/01/1992,1475.199951,1475.199951,1475.199951,1475.199951,1475.199951,0,30.299927,2.053953905,3.052738456
06/01/1992,1472.5,1472.5,1472.5,1472.5,1472.5,0,-2.699951,-0.183358302,2.864128537
07/01/1992,1485.400024,1485.400024,1485.400024,1485.400024,1485.400024,0,12.900024,0.868454544,3.76528285
08/01/1992,1515.699951,1515.699951,1515.699951,1515.699951,1515.699951,0,30.299927,1.999071583,5.881938596
09/01/1992,1529.599976,1529.599976,1529.599976,1529.599976,1529.599976,0,13.900025,0.908735958,6.852949773
10/01/1992,1524.800049,1524.800049,1524.800049,1524.800049,1524.800049,0,-4.799927,-0.314790585,6.517642263
13/01/1992,1535,1535,1535,1535,1535,0,10.199951,0.664491922,7.230178135
14/01/1992,1564.300049,1564.300049,1564.300049,1564.300049,1564.300049,0,29.300049,1.873045329,9.27698561
15/01/1992,1565.400024,1565.400024,1565.400024,1565.400024,1565.400024,0,1.099975,0.070267982,9.353826336
16/01/1992,1583.300049,1583.300049,1583.300049,1583.300049,1583.300049,0,17.900025,1.130551661,10.60426469
17/01/1992,1576.099976,1576.099976,1576.099976,1576.099976,1576.099976,0,-7.200073,-0.456828444,10.10129067
20/01/1992,1574.800049,1574.800049,1574.800049,1574.800049,1574.800049,0,-1.299927,-0.082545527,10.01048194
21/01/1992,1557.099976,1557.099976,1557.099976,1557.099976,1557.099976,0,-17.700073,-1.13673324,8.774011596
22/01/1992,1564.400024,1564.400024,1564.400024,1564.400024,1564.400024,0,7.300048,0.466635636,9.283969542
23/01/1992,1594.900024,1594.900024,1594.900024,1594.900024,1594.900024,0,30.5,1.912345573,11.41460175
24/01/1992,1603.800049,1603.800049,1603.800049,1603.800049,1603.800049,0,8.900025,0.554933578,12.03632896
27/01/1992,1591.099976,1591.099976,1591.099976,1591.099976,1591.099976,0,-12.700073,-0.798194532,11.14914258
28/01/1992,1603.099976,1603.099976,1603.099976,1603.099976,1603.099976,0,12,0.748549696,11.9874241
29/01/1992,1611.900024,1611.900024,1611.900024,1611.900024,1611.900024,0,8.800048,0.545942544,12.60216724
30/01/1992,1623.5,1623.5,1623.5,1623.5,1623.5,0,11.599976,0.714504219,13.41250437
31/01/1992,1623.5,1623.5,1623.5,1623.5,1623.5,0,0,0,13.41250437
03/02/1992,1624.5,1624.5,1624.5,1624.5,1624.5,0,1,0.061557402,13.48236116
04/02/1992,1616.099976,1616.099976,1616.099976,1616.099976,1616.099976,0,-8.400024,-0.519771309,12.89556242
05/02/1992,,,,,,,,,
06/02/1992,1649.199951,1649.199951,1649.199951,1649.199951,1649.199951,0,,,15.20782054
07/02/1992,1647.099976,1647.099976,1647.099976,1647.099976,1647.099976,0,-2.099975,-0.127495297,15.06112302
10/02/1992,1677.400024,1677.400024,1677.400024,1677.400024,1677.400024,0,30.300048,1.806369832,17.17778722
11/02/1992,1709.5,1709.5,1709.5,1709.5,1709.5,0,32.099976,1.877740626,19.42018861
12/02/1992,1739.400024,1739.400024,1739.400024,1739.400024,1739.400024,0,29.900024,1.718984914,21.50890842
13/02/1992,1725.300049,1725.300049,1725.300049,1725.300049,1725.300049,0,-14.099975,-0.817247702,20.52392937
14/02/1992,1761.199951,1761.199951,1761.199951,1761.199951,1761.199951,0,35.899902,2.038377413,23.03178142
17/02/1992,,,,,,,,,
18/02/1992,1758,1758,1758,1758,1758,0,,,22.8082431
19/02/1992,1762.5,1762.5,1762.5,1762.5,1762.5,0,4.5,0.255319149,23.12259867
20/02/1992,1791.5,1791.5,1791.5,1791.5,1791.5,0,29,1.618755233,25.14844569
21/02/1992,1785.599976,1785.599976,1785.599976,1785.599976,1785.599976,0,-5.900024,-0.330422495,24.73628893
24/02/1992,1780.699951,1780.699951,1780.699951,1780.699951,1780.699951,0,-4.900025,-0.275174096,24.39398889
