Date,Open,High,Low,Last,Close,Quantity,Turnover
2020-05-22,0.04,0.04,0.04,0.04,0.04,0,27424873
2020-05-21,0.04,0.04,0.04,0.04,0.04,0,31525654
2020-05-20,0.04,0.04,0.04,0.04,0.04,0,24793277
2020-05-19,0.04,0.04,0.04,0.04,0.04,0,20734080
2020-05-18,0.04,0.04,0.04,0.04,0.04,0,25309804
2020-05-17,0.04,0.04,0.04,0.04,0.04,0,24195011
2020-05-16,0.04,0.04,0.04,0.04,0.04,0,22860876
2020-05-15,0.04,0.04,0.04,0.04,0.04,0,28575016
2020-05-14,0.04,0.04,0.04,0.04,0.04,0,31084115
2020-05-13,0.04,0.04,0.03,0.04,0.04,0,30503514
2020-05-12,0.03,0.04,0.03,0.04,0.04,0,31306663
2020-05-11,0.03,0.04,0.03,0.03,0.03,0,28516290
2020-05-10,0.04,0.04,0.03,0.03,0.03,0,16865757
2020-05-09,0.04,0.04,0.04,0.04,0.04,0,24852955
2020-05-08,0.04,0.04,0.04,0.04,0.04,0,33921285
2020-05-07,0.04,0.04,0.03,0.04,0.04,0,25325422
2020-05-06,0.03,0.04,0.03,0.04,0.04,0,21571448
2020-05-05,0.03,0.04,0.03,0.03,0.03,0,20172667
2020-05-04,0.03,0.04,0.03,0.03,0.03,0,18693566
2020-05-03,0.04,0.04,0.03,0.03,0.03,0,16629262
2020-05-02,0.03,0.04,0.03,0.04,0.04,0,35186183
2020-05-01,0.03,0.03,0.03,0.03,0.03,0,25955710
2020-04-30,0.03,0.03,0.03,0.03,0.03,0,24261284
2020-04-29,0.03,0.03,0.03,0.03,0.03,0,24239614
2020-04-28,0.03,0.03,0.03,0.03,0.03,0,23258433
2020-04-27,0.03,0.03,0.03,0.03,0.03,0,20472341
2020-04-26,0.03,0.03,0.03,0.03,0.03,0,16676941
2020-04-25,0.03,0.03,0.03,0.03,0.03,0,16127850
2020-04-24,0.03,0.03,0.03,0.03,0.03,0,14636478
2020-04-23,0.03,0.03,0.03,0.03,0.03,0,16857624
2020-04-22,0.03,0.03,0.03,0.03,0.03,0,22930243
2020-04-21,0.03,0.03,0.03,0.03,0.03,0,12758835
2020-04-20,0.03,0.03,0.03,0.03,0.03,0,19514640
2020-04-19,0.03,0.03,0.03,0.03,0.03,0,22708186
2020-04-18,0.03,0.03,0.03,0.03,0.03,0,28948775
2020-04-17,0.03,0.03,0.03,0.03,0.03,0,25940106
2020-04-16,0.03,0.03,0.03,0.03,0.03,0,19281723
2020-04-15,0.03,0.03,0.03,0.03,0.03,0,21730517
2020-04-14,0.03,0.03,0.03,0.03,0.03,0,16588851
2020-04-13,0.03,0.03,0.03,0.03,0.03,0,15799587
2020-04-12,0.03,0.03,0.03,0.03,0.03,0,17880578
2020-04-11,0.03,0.03,0.03,0.03,0.03,0,16965537
2020-04-10,0.03,0.03,0.03,0.03,0.03,0,16929834
2020-04-09,0.03,0.03,0.03,0.03,0.03,0,18156963
2020-04-08,0.03,0.03,0.03,0.03,0.03,0,17245590
2020-04-07,0.03,0.03,0.03,0.03,0.03,0,16383003
2020-04-06,0.03,0.03,0.03,0.03,0.03,0,16253652
2020-04-05,0.03,0.03,0.03,0.03,0.03,0,14506747
2020-04-04,0.03,0.03,0.03,0.03,0.03,0,12000065
2020-04-03,0.03,0.03,0.03,0.03,0.03,0,12501339
2020-04-02,0.03,0.03,0.03,0.03,0.03,0,14487372
2020-04-01,0.03,0.03,0.02,0.03,0.03,0,13342486
2020-03-31,0.02,0.03,0.02,0.03,0.03,0,12892875
2020-03-30,0.02,0.03,0.02,0.02,0.02,0,13237946
2020-03-29,0.02,0.02,0.02,0.02,0.02,0,10723274
2020-03-28,0.02,0.02,0.02,0.02,0.02,0,13617211
2020-03-27,0.03,0.03,0.02,0.02,0.02,0,9136626
2020-03-26,0.03,0.03,0.02,0.03,0.03,0,6204629
2020-03-25,0.03,0.03,0.03,0.03,0.03,0,12038347
2020-03-24,0.03,0.03,0.03,0.03,0.03,0,27599700
2020-03-23,0.02,0.03,0.02,0.03,0.03,0,13587544
2020-03-22,0.02,0.03,0.02,0.02,0.02,0,13066573
2020-03-21,0.02,0.03,0.02,0.02,0.02,0,12540723
2020-03-20,0.02,0.03,0.02,0.02,0.02,0,16943604
2020-03-19,0.02,0.03,0.02,0.02,0.02,0,19461988
2020-03-18,0.02,0.02,0.02,0.02,0.02,0,12140140
2020-03-17,0.02,0.02,0.02,0.02,0.02,0,12429193
2020-03-16,0.03,0.03,0.02,0.02,0.02,0,12006496
2020-03-15,0.02,0.03,0.02,0.03,0.03,0,13135825
2020-03-14,0.02,0.02,0.02,0.02,0.02,0,11031662
2020-03-13,0.02,0.02,0.01,0.02,0.02,0,16399711
2020-03-12,0.04,0.04,0.02,0.02,0.02,0,12823502
2020-03-11,0.04,0.04,0.03,0.04,0.04,0,13341506
2020-03-10,0.03,0.04,0.03,0.04,0.04,0,15767435
2020-03-09,0.04,0.04,0.03,0.03,0.03,0,14990627
2020-03-08,0.04,0.04,0.04,0.04,0.04,0,15525277
2020-03-07,0.05,0.05,0.04,0.04,0.04,0,18205019
2020-03-06,0.05,0.05,0.05,0.05,0.05,0,20348256
2020-03-05,0.05,0.05,0.05,0.05,0.05,0,20527797
2020-03-04,0.04,0.05,0.04,0.05,0.05,0,19784485
2020-03-03,0.04,0.04,0.04,0.04,0.04,0,15434752
2020-03-02,0.04,0.04,0.04,0.04,0.04,0,17065280
2020-03-01,0.04,0.04,0.04,0.04,0.04,0,10542549
2020-02-29,0.04,0.04,0.04,0.04,0.04,0,8488370
2020-02-28,0.04,0.04,0.04,0.04,0.04,0,13229956
2020-02-27,0.04,0.04,0.04,0.04,0.04,0,19724856
2020-02-26,0.04,0.04,0.04,0.04,0.04,0,21126817
2020-02-25,0.05,0.05,0.04,0.04,0.04,0,18035964
2020-02-24,0.06,0.06,0.05,0.05,0.05,0,21793004
2020-02-23,0.05,0.06,0.05,0.06,0.06,0,27645418
2020-02-22,0.05,0.06,0.05,0.05,0.05,0,20725210
2020-02-21,0.05,0.06,0.05,0.05,0.05,0,26319857
2020-02-20,0.06,0.06,0.05,0.05,0.05,0,38420004
2020-02-19,0.07,0.07,0.06,0.06,0.06,0,34537474
2020-02-18,0.06,0.07,0.06,0.07,0.07,0,36713301
2020-02-17,0.06,0.06,0.05,0.06,0.06,0,29005308
2020-02-16,0.06,0.07,0.05,0.06,0.06,0,32123494
2020-02-15,0.06,0.07,0.06,0.06,0.06,0,34561334
2020-02-14,0.06,0.06,0.06,0.06,0.06,0,27045339
2020-02-13,0.06,0.06,0.06,0.06,0.06,0,28406331
2020-02-12,0.06,0.07,0.06,0.06,0.06,0,32167485
2020-02-11,0.06,0.06,0.06,0.06,0.06,0,32357184
2020-02-10,0.07,0.07,0.06,0.06,0.06,0,37716032
2020-02-09,0.06,0.07,0.06,0.06,0.06,0,68828290
2020-02-08,0.05,0.06,0.05,0.06,0.06,0,47862712
2020-02-07,0.05,0.05,0.05,0.05,0.05,0,25539774
2020-02-06,0.04,0.05,0.04,0.05,0.05,0,19742894
2020-02-05,0.04,0.05,0.04,0.04,0.04,0,18538103
2020-02-04,0.04,0.04,0.04,0.04,0.04,0,16226608
2020-02-03,0.04,0.04,0.04,0.04,0.04,0,9186399
2020-02-02,0.04,0.04,0.04,0.04,0.04,0,10577732
2020-02-01,0.04,0.04,0.04,0.04,0.04,0,6717041
2020-01-31,0.04,0.04,0.03,0.04,0.04,0,8138270
2020-01-30,0.04,0.04,0.03,0.04,0.04,0,7959585
2020-01-29,0.04,0.04,0.04,0.04,0.04,0,7621818
2020-01-28,0.04,0.04,0.03,0.04,0.04,0,10038547
2020-01-27,0.04,0.04,0.03,0.04,0.04,0,10666245
2020-01-26,0.03,0.04,0.03,0.04,0.04,0,11712591
2020-01-25,0.03,0.03,0.03,0.03,0.03,0,8579382
2020-01-24,0.03,0.03,0.03,0.03,0.03,0,10450403
2020-01-23,0.03,0.03,0.03,0.03,0.03,0,10656584
2020-01-22,0.03,0.04,0.03,0.03,0.03,0,12842144
2020-01-21,0.03,0.04,0.03,0.03,0.03,0,11909825
2020-01-20,0.04,0.04,0.03,0.03,0.03,0,6413892
2020-01-19,0.04,0.04,0.03,0.04,0.04,0,10133131
2020-01-18,0.04,0.04,0.04,0.04,0.04,0,12123171
2020-01-17,0.04,0.04,0.04,0.04,0.04,0,17552781
2020-01-16,0.04,0.04,0.04,0.04,0.04,0,13723215
2020-01-15,0.03,0.04,0.03,0.04,0.04,0,16470760
2020-01-14,0.03,0.03,0.03,0.03,0.03,0,14024657
2020-01-13,0.03,0.03,0.03,0.03,0.03,0,11015404
2020-01-12,0.03,0.03,0.03,0.03,0.03,0,9814154
2020-01-11,0.03,0.03,0.03,0.03,0.03,0,10239218
2020-01-10,0.03,0.03,0.03,0.03,0.03,0,14248541
2020-01-09,0.03,0.03,0.03,0.03,0.03,0,16188004
2020-01-08,0.03,0.03,0.03,0.03,0.03,0,15354842
2020-01-07,0.04,0.04,0.03,0.03,0.03,0,15344356
2020-01-06,0.04,0.04,0.04,0.04,0.04,0,16522276
2020-01-05,0.04,0.04,0.04,0.04,0.04,0,16724340
2020-01-04,0.03,0.04,0.03,0.04,0.04,0,13379052
2020-01-03,0.03,0.03,0.03,0.03,0.03,0,14245273
2020-01-02,0.03,0.03,0.03,0.03,0.03,0,11059538
2020-01-01,0.03,0.03,0.03,0.03,0.03,0,7518915
2019-12-31,0.03,0.03,0.03,0.03,0.03,0,9102896
2019-12-30,0.03,0.03,0.03,0.03,0.03,0,9977545
2019-12-29,0.03,0.04,0.03,0.03,0.03,0,11337747
2019-12-28,0.03,0.04,0.03,0.03,0.03,0,16880462
2019-12-27,0.03,0.04,0.03,0.03,0.03,0,23669819
2019-12-26,0.03,0.03,0.03,0.03,0.03,0,19342736
2019-12-25,0.03,0.03,0.03,0.03,0.03,0,13098863
2019-12-24,0.03,0.03,0.03,0.03,0.03,0,11963751
2019-12-23,0.03,0.03,0.03,0.03,0.03,0,7521193
2019-12-22,0.03,0.03,0.03,0.03,0.03,0,8912715
2019-12-21,0.03,0.03,0.03,0.03,0.03,0,9816498
2019-12-20,0.03,0.03,0.03,0.03,0.03,0,16795798
2019-12-19,0.03,0.03,0.03,0.03,0.03,0,14998228
2019-12-18,0.03,0.03,0.02,0.03,0.03,0,15245239
2019-12-17,0.03,0.03,0.02,0.03,0.03,0,13087907
2019-12-16,0.03,0.03,0.03,0.03,0.03,0,9747535
2019-12-15,0.03,0.03,0.02,0.03,0.03,0,7363093
2019-12-14,0.03,0.03,0.03,0.03,0.03,0,4864797
2019-12-13,0.03,0.03,0.03,0.03,0.03,0,5445553
2019-12-12,0.03,0.03,0.03,0.03,0.03,0,7068596
2019-12-11,0.03,0.03,0.03,0.03,0.03,0,8403900
2019-12-10,0.03,0.03,0.02,0.03,0.03,0,12746646
2019-12-09,0.03,0.03,0.03,0.03,0.03,0,9849343
2019-12-08,0.03,0.03,0.02,0.03,0.03,0,6143633
2019-12-07,0.03,0.03,0.02,0.03,0.03,0,4031968
2019-12-06,0.02,0.03,0.02,0.03,0.03,0,6096036
2019-12-05,0.02,0.02,0.02,0.02,0.02,0,5376980
2019-12-04,0.02,0.03,0.02,0.02,0.02,0,4721154
2019-12-03,0.02,0.02,0.02,0.02,0.02,0,3242145
2019-12-02,0.02,0.02,0.02,0.02,0.02,0,2560101
2019-12-01,0.03,0.03,0.02,0.02,0.02,0,3181707
2019-11-30,0.03,0.03,0.02,0.03,0.03,0,4234334
2019-11-29,0.03,0.03,0.03,0.03,0.03,0,4281782
2019-11-28,0.02,0.03,0.02,0.03,0.03,0,6295947
2019-11-27,0.02,0.03,0.02,0.02,0.02,0,12599213
2019-11-26,0.02,0.02,0.02,0.02,0.02,0,2689403
2019-11-25,0.02,0.02,0.02,0.02,0.02,0,4288820
2019-11-24,0.02,0.02,0.02,0.02,0.02,0,4571578
2019-11-23,0.02,0.02,0.02,0.02,0.02,0,3930616
2019-11-22,0.03,0.03,0.02,0.02,0.02,0,3940782
2019-11-21,0.03,0.03,0.02,0.03,0.03,0,4674198
2019-11-20,0.03,0.03,0.03,0.03,0.03,0,4915283
2019-11-19,0.03,0.03,0.03,0.03,0.03,0,5108350
2019-11-18,0.03,0.03,0.03,0.03,0.03,0,5455688
2019-11-17,0.03,0.03,0.03,0.03,0.03,0,5364478
2019-11-16,0.03,0.03,0.03,0.03,0.03,0,4700026
2019-11-15,0.03,0.03,0.03,0.03,0.03,0,5059047
2019-11-14,0.03,0.03,0.03,0.03,0.03,0,4661900
2019-11-13,0.03,0.03,0.03,0.03,0.03,0,5413283
2019-11-12,0.03,0.03,0.03,0.03,0.03,0,4585751
2019-11-11,0.03,0.03,0.03,0.03,0.03,0,4791362
2019-11-10,0.03,0.03,0.03,0.03,0.03,0,5000215
2019-11-09,0.03,0.03,0.03,0.03,0.03,0,4120378
2019-11-08,0.03,0.03,0.03,0.03,0.03,0,4478753
2019-11-07,0.03,0.03,0.03,0.03,0.03,0,5012028
2019-11-06,0.03,0.03,0.03,0.03,0.03,0,4881277
2019-11-05,0.03,0.03,0.03,0.03,0.03,0,3972125
2019-11-04,0.03,0.03,0.03,0.03,0.03,0,4071685
2019-11-03,0.03,0.03,0.03,0.03,0.03,0,3582171
2019-11-02,0.03,0.03,0.03,0.03,0.03,0,3725263
2019-11-01,0.03,0.03,0.03,0.03,0.03,0,4640375
2019-10-31,0.03,0.03,0.03,0.03,0.03,0,5311301
2019-10-30,0.03,0.03,0.03,0.03,0.03,0,4915228
2019-10-29,0.03,0.03,0.03,0.03,0.03,0,4980831
2019-10-28,0.03,0.03,0.03,0.03,0.03,0,6394293
2019-10-27,0.03,0.03,0.03,0.03,0.03,0,7563402
2019-10-26,0.03,0.03,0.03,0.03,0.03,0,12228997
2019-10-25,0.03,0.03,0.03,0.03,0.03,0,4658901
2019-10-24,0.03,0.03,0.03,0.03,0.03,0,3287996
2019-10-23,0.03,0.03,0.03,0.03,0.03,0,5457536
2019-10-22,0.03,0.03,0.03,0.03,0.03,0,6397233
2019-10-21,0.03,0.03,0.03,0.03,0.03,0,6093147
2019-10-20,0.03,0.03,0.03,0.03,0.03,0,5448645
2019-10-19,0.03,0.03,0.03,0.03,0.03,0,5175001
2019-10-18,0.03,0.03,0.03,0.03,0.03,0,6006531
2019-10-17,0.03,0.03,0.03,0.03,0.03,0,6041994
2019-10-16,0.03,0.03,0.03,0.03,0.03,0,7967895
2019-10-15,0.03,0.03,0.03,0.03,0.03,0,8208477
2019-10-14,0.03,0.03,0.03,0.03,0.03,0,7034441
2019-10-13,0.03,0.03,0.03,0.03,0.03,0,5763186
2019-10-12,0.03,0.03,0.03,0.03,0.03,0,9068619
2019-10-11,0.03,0.03,0.03,0.03,0.03,0,5682654
2019-10-10,0.03,0.03,0.03,0.03,0.03,0,5995079
2019-10-09,0.03,0.03,0.03,0.03,0.03,0,7156939
2019-10-08,0.03,0.03,0.03,0.03,0.03,0,7095712
2019-10-07,0.03,0.03,0.03,0.03,0.03,0,4900225
2019-10-06,0.03,0.03,0.03,0.03,0.03,0,5541170
2019-10-05,0.03,0.03,0.03,0.03,0.03,0,6423483
2019-10-04,0.03,0.03,0.03,0.03,0.03,0,7240138
2019-10-03,0.03,0.03,0.03,0.03,0.03,0,7052122
2019-10-02,0.03,0.03,0.03,0.03,0.03,0,6053788
2019-10-01,0.03,0.03,0.03,0.03,0.03,0,8938857
2019-09-30,0.03,0.03,0.03,0.03,0.03,0,8065732
2019-09-29,0.03,0.03,0.03,0.03,0.03,0,7706425
2019-09-28,0.03,0.03,0.03,0.03,0.03,0,7201451
2019-09-27,0.03,0.03,0.03,0.03,0.03,0,8505891
2019-09-26,0.03,0.03,0.03,0.03,0.03,0,10372193
2019-09-25,0.03,0.03,0.03,0.03,0.03,0,8935665
2019-09-24,0.03,0.03,0.03,0.03,0.03,0,8606754
2019-09-23,0.03,0.03,0.03,0.03,0.03,0,7901974
2019-09-22,0.03,0.03,0.03,0.03,0.03,0,8128959
2019-09-21,0.03,0.03,0.03,0.03,0.03,0,8500993
2019-09-20,0.03,0.03,0.03,0.03,0.03,0,9170609
2019-09-19,0.03,0.03,0.03,0.03,0.03,0,9225020
2019-09-18,0.03,0.03,0.03,0.03,0.03,0,9004138
2019-09-17,0.03,0.03,0.03,0.03,0.03,0,8724156
2019-09-16,0.03,0.03,0.03,0.03,0.03,0,7572939
2019-09-15,0.03,0.03,0.03,0.03,0.03,0,7459562
2019-09-14,0.03,0.03,0.03,0.03,0.03,0,6952103
2019-09-13,0.03,0.03,0.03,0.03,0.03,0,7208460
2019-09-12,0.03,0.03,0.03,0.03,0.03,0,7756079
2019-09-11,0.03,0.03,0.03,0.03,0.03,0,5710404
2019-09-10,0.03,0.03,0.03,0.03,0.03,0,6061538
2019-09-09,0.03,0.03,0.03,0.03,0.03,0,6138249
2019-09-08,0.03,0.03,0.03,0.03,0.03,0,7105014
2019-09-07,0.03,0.03,0.03,0.03,0.03,0,7915951
2019-09-06,0.03,0.03,0.03,0.03,0.03,0,12167592
2019-09-05,0.03,0.04,0.03,0.03,0.03,0,13820308
2019-09-04,0.03,0.04,0.03,0.03,0.03,0,19685202
2019-09-03,0.03,0.03,0.03,0.03,0.03,0,9070571
2019-09-02,0.03,0.03,0.03,0.03,0.03,0,4977202
2019-09-01,0.03,0.03,0.03,0.03,0.03,0,5372481
2019-08-31,0.03,0.03,0.03,0.03,0.03,0,5657422
2019-08-30,0.03,0.03,0.03,0.03,0.03,0,4455848
2019-08-29,0.03,0.03,0.03,0.03,0.03,0,5249849
2019-08-28,0.04,0.04,0.03,0.03,0.03,0,5790461
2019-08-27,0.04,0.04,0.03,0.04,0.04,0,6035493
2019-08-26,0.04,0.04,0.03,0.04,0.04,0,5780596
2019-08-25,0.04,0.04,0.04,0.04,0.04,0,5847708
2019-08-24,0.03,0.04,0.03,0.04,0.04,0,8165592
2019-08-23,0.03,0.04,0.03,0.03,0.03,0,5634096
2019-08-22,0.03,0.03,0.03,0.03,0.03,0,4992441
2019-08-21,0.03,0.04,0.03,0.03,0.03,0,6824840
2019-08-20,0.04,0.04,0.03,0.03,0.03,0,5612189
2019-08-19,0.04,0.04,0.04,0.04,0.04,0,6105949
2019-08-18,0.04,0.04,0.04,0.04,0.04,0,5834073
2019-08-17,0.03,0.04,0.03,0.04,0.04,0,6119040
2019-08-16,0.04,0.04,0.03,0.03,0.03,0,6700101
2019-08-15,0.04,0.04,0.03,0.04,0.04,0,7614290
2019-08-14,0.04,0.04,0.04,0.04,0.04,0,7303977
2019-08-13,0.04,0.04,0.04,0.04,0.04,0,6206812
2019-08-12,0.04,0.04,0.04,0.04,0.04,0,5758033
2019-08-11,0.04,0.04,0.04,0.04,0.04,0,5901801
2019-08-10,0.04,0.04,0.04,0.04,0.04,0,8316669
2019-08-09,0.04,0.04,0.04,0.04,0.04,0,10164382
2019-08-08,0.04,0.04,0.04,0.04,0.04,0,9433219
2019-08-07,0.04,0.04,0.04,0.04,0.04,0,8237198
2019-08-06,0.04,0.04,0.04,0.04,0.04,0,8179922
2019-08-05,0.04,0.04,0.04,0.04,0.04,0,6447235
2019-08-04,0.04,0.04,0.04,0.04,0.04,0,4084955
2019-08-03,0.04,0.04,0.04,0.04,0.04,0,5547301
2019-08-02,0.04,0.04,0.04,0.04,0.04,0,5427967
2019-08-01,0.04,0.04,0.04,0.04,0.04,0,6936650
2019-07-31,0.04,0.04,0.04,0.04,0.04,0,6878089
2019-07-30,0.04,0.04,0.04,0.04,0.04,0,6266099
2019-07-29,0.04,0.04,0.04,0.04,0.04,0,7787808
2019-07-28,0.04,0.04,0.04,0.04,0.04,0,7158562
2019-07-27,0.04,0.04,0.04,0.04,0.04,0,7832399
2019-07-26,0.04,0.04,0.04,0.04,0.04,0,6491120
2019-07-25,0.04,0.04,0.04,0.04,0.04,0,6245827
2019-07-24,0.04,0.04,0.04,0.04,0.04,0,6546276
2019-07-23,0.05,0.05,0.04,0.04,0.04,0,7912393
2019-07-22,0.05,0.05,0.04,0.05,0.05,0,6848371
2019-07-21,0.05,0.05,0.05,0.05,0.05,0,6795758
2019-07-20,0.05,0.05,0.05,0.05,0.05,0,8706984
2019-07-19,0.04,0.05,0.04,0.05,0.05,0,13733506
2019-07-18,0.04,0.04,0.04,0.04,0.04,0,8132317
2019-07-17,0.04,0.04,0.04,0.04,0.04,0,8710081
2019-07-16,0.04,0.04,0.04,0.04,0.04,0,7618436
2019-07-15,0.04,0.04,0.04,0.04,0.04,0,8437561
2019-07-14,0.05,0.05,0.04,0.04,0.04,0,7633923
2019-07-13,0.05,0.05,0.04,0.05,0.05,0,3872248
2019-07-12,0.04,0.05,0.04,0.05,0.05,0,8310646
2019-07-11,0.05,0.05,0.04,0.04,0.04,0,8561080
2019-07-10,0.05,0.05,0.05,0.05,0.05,0,11361034
2019-07-09,0.05,0.06,0.05,0.05,0.05,0,10677890
2019-07-08,0.05,0.05,0.05,0.05,0.05,0,10050451
2019-07-07,0.05,0.05,0.05,0.05,0.05,0,9176329
2019-07-06,0.05,0.05,0.05,0.05,0.05,0,10729363
2019-07-05,0.06,0.06,0.05,0.05,0.05,0,22624092
2019-07-04,0.05,0.07,0.05,0.06,0.06,0,38742634
2019-07-03,0.05,0.06,0.05,0.05,0.05,0,21862126
2019-07-02,0.05,0.05,0.04,0.05,0.05,0,9279399
2019-07-01,0.05,0.05,0.05,0.05,0.05,0,10571486
2019-06-30,0.05,0.05,0.05,0.05,0.05,0,9242825
2019-06-29,0.05,0.05,0.05,0.05,0.05,0,11460416
2019-06-28,0.05,0.05,0.04,0.05,0.05,0,9325384
2019-06-27,0.05,0.05,0.04,0.05,0.05,0,11212750
2019-06-26,0.05,0.05,0.05,0.05,0.05,0,14542780
2019-06-25,0.05,0.06,0.05,0.05,0.05,0,12051718
2019-06-24,0.05,0.06,0.05,0.05,0.05,0,10111803
2019-06-23,0.06,0.06,0.05,0.05,0.05,0,12495176
2019-06-22,0.06,0.06,0.05,0.06,0.06,0,12236291
2019-06-21,0.06,0.06,0.06,0.06,0.06,0,10953347
2019-06-20,0.06,0.06,0.06,0.06,0.06,0,10064389
2019-06-19,0.06,0.06,0.06,0.06,0.06,0,9233940
2019-06-18,0.06,0.06,0.06,0.06,0.06,0,9562583
2019-06-17,0.06,0.06,0.06,0.06,0.06,0,8949883
2019-06-16,0.06,0.06,0.06,0.06,0.06,0,18759453
2019-06-15,0.06,0.06,0.06,0.06,0.06,0,18734763
2019-06-14,0.06,0.06,0.05,0.06,0.06,0,19152633
2019-06-13,0.06,0.06,0.05,0.05,0.05,0,15355840
2019-06-12,0.06,0.06,0.05,0.05,0.05,0,16587815
2019-06-11,0.06,0.06,0.06,0.06,0.06,0,17909804
2019-06-10,0.06,0.06,0.06,0.06,0.06,0,20819570
2019-06-09,0.06,0.06,0.06,0.06,0.06,0,20655266
2019-06-08,0.06,0.06,0.06,0.06,0.06,0,18451361
2019-06-07,0.06,0.06,0.06,0.06,0.06,0,18803875
2019-06-06,0.05,0.06,0.05,0.06,0.06,0,18639201
2019-06-05,0.05,0.05,0.05,0.05,0.05,0,17032267
2019-06-04,0.05,0.05,0.05,0.05,0.05,0,17635351
2019-06-03,0.06,0.06,0.05,0.05,0.05,0,18532864
2019-06-02,0.06,0.06,0.06,0.06,0.06,0,22052535
2019-06-01,0.06,0.06,0.06,0.06,0.06,0,22019949
2019-05-31,0.06,0.06,0.05,0.06,0.06,0,25158638
2019-05-30,0.06,0.06,0.06,0.06,0.06,0,21145900
2019-05-29,0.06,0.07,0.06,0.06,0.06,0,29906792
2019-05-28,0.06,0.07,0.06,0.06,0.06,0,19992592
2019-05-27,0.06,0.06,0.06,0.06,0.06,0,20455793
2019-05-26,0.06,0.06,0.06,0.06,0.06,0,22124660
2019-05-25,0.06,0.06,0.06,0.06,0.06,0,18984630
2019-05-24,0.06,0.07,0.06,0.06,0.06,0,25201432
2019-05-23,0.06,0.06,0.05,0.06,0.06,0,21422655
2019-05-22,0.06,0.06,0.05,0.06,0.06,0,18078875
2019-05-21,0.05,0.06,0.05,0.06,0.06,0,42044172
2019-05-20,0.06,0.06,0.05,0.05,0.05,0,11488692
2019-05-19,0.05,0.06,0.05,0.06,0.06,0,11695169
2019-05-18,0.05,0.06,0.05,0.05,0.05,0,13094685
2019-05-17,0.06,0.06,0.05,0.05,0.05,0,15765416
2019-05-16,0.06,0.06,0.05,0.06,0.06,0,18648749
2019-05-15,0.05,0.06,0.05,0.06,0.06,0,19848318
2019-05-14,0.05,0.05,0.05,0.05,0.05,0,14242265
2019-05-13,0.05,0.05,0.05,0.05,0.05,0,15321610
2019-05-12,0.05,0.05,0.05,0.05,0.05,0,13379956
2019-05-11,0.05,0.05,0.05,0.05,0.05,0,15599263
2019-05-10,0.05,0.05,0.04,0.05,0.05,0,15230758
2019-05-09,0.05,0.05,0.04,0.05,0.05,0,14618024
2019-05-08,0.05,0.05,0.05,0.05,0.05,0,12306213
2019-05-07,0.05,0.06,0.05,0.05,0.05,0,11974795
2019-05-06,0.05,0.06,0.05,0.05,0.05,0,7548625
2019-05-05,0.05,0.05,0.05,0.05,0.05,0,13008768
2019-05-04,0.05,0.05,0.05,0.05,0.05,0,7354032
2019-05-03,0.05,0.05,0.05,0.05,0.05,0,7580340
2019-05-02,0.05,0.05,0.05,0.05,0.05,0,7507994
2019-05-01,0.05,0.05,0.05,0.05,0.05,0,7585642
2019-04-30,0.05,0.05,0.05,0.05,0.05,0,8735042
2019-04-29,0.05,0.05,0.05,0.05,0.05,0,7346188
2019-04-28,0.05,0.05,0.05,0.05,0.05,0,7429036
2019-04-27,0.05,0.05,0.05,0.05,0.05,0,7364930
2019-04-26,0.05,0.05,0.05,0.05,0.05,0,8629787
2019-04-25,0.05,0.05,0.05,0.05,0.05,0,8233709
2019-04-24,0.06,0.06,0.05,0.05,0.05,0,10048014
2019-04-23,0.06,0.06,0.05,0.06,0.06,0,6460713
2019-04-22,0.06,0.06,0.05,0.06,0.06,0,5974720
2019-04-21,0.06,0.06,0.05,0.06,0.06,0,5496942
2019-04-20,0.06,0.06,0.06,0.06,0.06,0,7065966
2019-04-19,0.06,0.06,0.06,0.06,0.06,0,8676974
2019-04-18,0.06,0.06,0.05,0.06,0.06,0,6445962
2019-04-17,0.06,0.06,0.05,0.06,0.06,0,7002305
2019-04-16,0.05,0.06,0.05,0.06,0.06,0,9163259
2019-04-15,0.06,0.06,0.05,0.05,0.05,0,6629622
2019-04-14,0.06,0.06,0.05,0.06,0.06,0,7681576
2019-04-13,0.05,0.06,0.05,0.06,0.06,0,6791911
2019-04-12,0.05,0.05,0.05,0.05,0.05,0,5799023
2019-04-11,0.06,0.06,0.05,0.05,0.05,0,6992865
2019-04-10,0.06,0.06,0.06,0.06,0.06,0,8649778
2019-04-09,0.06,0.06,0.06,0.06,0.06,0,11148788
2019-04-08,0.06,0.06,0.06,0.06,0.06,0,5866874
2019-04-07,0.06,0.06,0.06,0.06,0.06,0,7081075
2019-04-06,0.06,0.06,0.06,0.06,0.06,0,3399883
2019-04-05,0.06,0.06,0.06,0.06,0.06,0,3841260
2019-04-04,0.06,0.06,0.06,0.06,0.06,0,4381627
2019-04-03,0.06,0.06,0.06,0.06,0.06,0,8374454
2019-04-02,0.06,0.06,0.05,0.06,0.06,0,10626058
2019-04-01,0.06,0.06,0.06,0.06,0.06,0,6107028
2019-03-31,0.06,0.06,0.05,0.06,0.06,0,13881097
2019-03-30,0.06,0.06,0.06,0.06,0.06,0,21772084
2019-03-29,0.07,0.07,0.06,0.06,0.06,0,98713572
2019-03-28,0.05,0.08,0.05,0.07,0.07,0,120530489
2019-03-27,0.05,0.05,0.05,0.05,0.05,0,3168754
