Date,Open,High,Low,Last,Close,Quantity,Turnover
2019-03-26,0.05,0.05,0.05,0.05,0.05,0,2901987
2019-03-25,0.05,0.05,0.05,0.05,0.05,0,3384829
2019-03-24,0.05,0.05,0.05,0.05,0.05,0,5220619
2019-03-23,0.05,0.05,0.05,0.05,0.05,0,2295634
2019-03-22,0.05,0.05,0.05,0.05,0.05,0,2765268
2019-03-21,0.05,0.05,0.05,0.05,0.05,0,2847705
2019-03-20,0.05,0.05,0.05,0.05,0.05,0,2867254
2019-03-19,0.05,0.05,0.05,0.05,0.05,0,2892788
2019-03-18,0.05,0.05,0.05,0.05,0.05,0,4542225
2019-03-17,0.05,0.05,0.05,0.05,0.05,0,2695284
2019-03-16,0.05,0.05,0.05,0.05,0.05,0,2238361
2019-03-15,0.05,0.05,0.05,0.05,0.05,0,3140564
2019-03-14,0.05,0.05,0.05,0.05,0.05,0,2806305
2019-03-13,0.05,0.05,0.05,0.05,0.05,0,2393180
2019-03-12,0.04,0.05,0.04,0.05,0.05,0,2711497
2019-03-11,0.05,0.05,0.04,0.04,0.04,0,3162328
2019-03-10,0.05,0.05,0.05,0.05,0.05,0,3213151
2019-03-09,0.04,0.05,0.04,0.05,0.05,0,10519554
2019-03-08,0.04,0.05,0.04,0.05,0.05,0,13560293
2019-03-07,0.04,0.04,0.04,0.04,0.04,0,2536932
2019-03-06,0.04,0.04,0.04,0.04,0.04,0,2452502
2019-03-05,0.04,0.04,0.04,0.04,0.04,0,3487523
2019-03-04,0.04,0.04,0.04,0.04,0.04,0,3166266
2019-03-03,0.04,0.04,0.04,0.04,0.04,0,2544800
2019-03-02,0.04,0.04,0.04,0.04,0.04,0,4325396
2019-03-01,0.04,0.05,0.04,0.04,0.04,0,5605860
2019-02-28,0.04,0.04,0.04,0.04,0.04,0,7355346
2019-02-27,0.05,0.05,0.04,0.04,0.04,0,17867199
2019-02-26,0.04,0.06,0.04,0.05,0.05,0,32528044
2019-02-25,0.04,0.04,0.04,0.04,0.04,0,1704504
2019-02-24,0.04,0.04,0.04,0.04,0.04,0,2296980
2019-02-23,0.04,0.04,0.04,0.04,0.04,0,2056285
2019-02-22,0.04,0.04,0.04,0.04,0.04,0,1238491
2019-02-21,0.04,0.04,0.04,0.04,0.04,0,1628645
2019-02-20,0.04,0.04,0.04,0.04,0.04,0,1549778
2019-02-19,0.04,0.04,0.04,0.04,0.04,0,2201277
2019-02-18,0.04,0.04,0.04,0.04,0.04,0,2057740
2019-02-17,0.04,0.04,0.04,0.04,0.04,0,2180910
2019-02-16,0.03,0.04,0.03,0.04,0.04,0,3195915
2019-02-15,0.03,0.04,0.03,0.03,0.03,0,1333716
2019-02-14,0.03,0.04,0.03,0.03,0.03,0,1830432
2019-02-13,0.03,0.04,0.03,0.03,0.03,0,1722455
2019-02-12,0.03,0.04,0.03,0.04,0.04,0,1693130
2019-02-11,0.03,0.04,0.03,0.03,0.03,0,1634592
2019-02-10,0.03,0.04,0.03,0.03,0.03,0,1244188
2019-02-09,0.04,0.04,0.03,0.03,0.03,0,1239386
2019-02-08,0.03,0.04,0.03,0.04,0.04,0,1913214
2019-02-07,0.03,0.03,0.03,0.03,0.03,0,920000
2019-02-06,0.04,0.04,0.03,0.03,0.03,0,2250483
2019-02-05,0.03,0.04,0.03,0.03,0.03,0,1842135
2019-02-04,0.03,0.03,0.03,0.03,0.03,0,997220
2019-02-03,0.03,0.04,0.03,0.03,0.03,0,1315105
2019-02-02,0.03,0.04,0.03,0.04,0.04,0,1008128
2019-02-01,0.03,0.04,0.03,0.03,0.03,0,1047722
2019-01-31,0.04,0.04,0.03,0.03,0.03,0,1248411
2019-01-30,0.03,0.04,0.03,0.04,0.04,0,1395372
2019-01-29,0.04,0.04,0.03,0.03,0.03,0,1803281
2019-01-28,0.04,0.04,0.03,0.04,0.04,0,2460952
2019-01-27,0.04,0.04,0.04,0.04,0.04,0,2316775
2019-01-26,0.04,0.04,0.04,0.04,0.04,0,3605168
2019-01-25,0.04,0.04,0.04,0.04,0.04,0,1867433
2019-01-24,0.04,0.04,0.04,0.04,0.04,0,1874377
2019-01-23,0.04,0.04,0.04,0.04,0.04,0,2139736
2019-01-22,0.04,0.04,0.04,0.04,0.04,0,2573012
2019-01-21,0.04,0.04,0.04,0.04,0.04,0,1885303
2019-01-20,0.04,0.04,0.04,0.04,0.04,0,2113452
2019-01-19,0.04,0.04,0.04,0.04,0.04,0,1955026
2019-01-18,0.04,0.04,0.04,0.04,0.04,0,2287180
2019-01-17,0.04,0.04,0.04,0.04,0.04,0,3476512
2019-01-16,0.04,0.04,0.04,0.04,0.04,0,3414714
2019-01-15,0.04,0.04,0.04,0.04,0.04,0,2537097
2019-01-14,0.04,0.04,0.04,0.04,0.04,0,2138129
2019-01-13,0.04,0.04,0.04,0.04,0.04,0,2901442
2019-01-12,0.04,0.04,0.04,0.04,0.04,0,2049907
2019-01-11,0.04,0.04,0.04,0.04,0.04,0,2087975
2019-01-10,0.05,0.05,0.04,0.04,0.04,0,3614002
2019-01-09,0.05,0.05,0.04,0.05,0.05,0,2347018
2019-01-08,0.05,0.05,0.04,0.05,0.05,0,2070780
2019-01-07,0.05,0.05,0.04,0.05,0.05,0,1896650
2019-01-06,0.05,0.05,0.04,0.05,0.05,0,2071111
2019-01-05,0.05,0.05,0.05,0.05,0.05,0,2600855
2019-01-04,0.04,0.05,0.04,0.05,0.05,0,2147433
2019-01-03,0.05,0.05,0.04,0.04,0.04,0,1905546
2019-01-02,0.05,0.05,0.04,0.05,0.05,0,2705957
2019-01-01,0.05,0.05,0.04,0.05,0.05,0,2433291
2018-12-31,0.05,0.05,0.05,0.05,0.05,0,1961467
2018-12-30,0.05,0.05,0.05,0.05,0.05,0,2512916
2018-12-29,0.05,0.05,0.05,0.05,0.05,0,3076091
2018-12-28,0.05,0.05,0.05,0.05,0.05,0,5546172
2018-12-27,0.05,0.05,0.04,0.05,0.05,0,2287961
2018-12-26,0.05,0.05,0.05,0.05,0.05,0,2126919
2018-12-25,0.06,0.06,0.05,0.05,0.05,0,2558309
2018-12-24,0.06,0.06,0.05,0.06,0.06,0,5444153
2018-12-23,0.06,0.06,0.06,0.06,0.06,0,3756953
2018-12-22,0.05,0.06,0.05,0.06,0.06,0,3838520
2018-12-21,0.05,0.06,0.05,0.05,0.05,0,4859334
2018-12-20,0.05,0.06,0.05,0.05,0.05,0,4590954
2018-12-19,0.05,0.05,0.05,0.05,0.05,0,4482321
2018-12-18,0.05,0.05,0.05,0.05,0.05,0,4062315
2018-12-17,0.05,0.05,0.05,0.05,0.05,0,3091926
2018-12-16,0.04,0.05,0.04,0.05,0.05,0,2349640
2018-12-15,0.04,0.04,0.04,0.04,0.04,0,2212610
2018-12-14,0.05,0.05,0.04,0.04,0.04,0,2777406
2018-12-13,0.05,0.05,0.05,0.05,0.05,0,2941396
2018-12-12,0.05,0.05,0.05,0.05,0.05,0,2831988
2018-12-11,0.06,0.06,0.05,0.05,0.05,0,5231296
2018-12-10,0.06,0.06,0.06,0.06,0.06,0,15076812
2018-12-09,0.06,0.06,0.06,0.06,0.06,0,8979963
2018-12-08,0.06,0.06,0.05,0.06,0.06,0,8561630
2018-12-07,0.05,0.06,0.05,0.06,0.06,0,12108310
2018-12-06,0.06,0.06,0.05,0.05,0.05,0,8328731
2018-12-05,0.07,0.07,0.06,0.06,0.06,0,7558526
2018-12-04,0.07,0.07,0.06,0.07,0.07,0,8649669
2018-12-03,0.06,0.07,0.06,0.07,0.07,0,14189134
2018-12-02,0.06,0.07,0.06,0.06,0.06,0,3694950
2018-12-01,0.06,0.07,0.06,0.06,0.06,0,3812489
2018-11-30,0.06,0.07,0.06,0.06,0.06,0,3684870
2018-11-29,0.06,0.06,0.06,0.06,0.06,0,2610241
2018-11-28,0.05,0.06,0.05,0.06,0.06,0,3138200
2018-11-27,0.05,0.05,0.05,0.05,0.05,0,2458290
2018-11-26,0.05,0.06,0.05,0.05,0.05,0,2810670
2018-11-25,0.05,0.06,0.05,0.05,0.05,0,3132770
2018-11-24,0.06,0.06,0.05,0.05,0.05,0,2980230
2018-11-23,0.06,0.06,0.06,0.06,0.06,0,3427060
2018-11-22,0.07,0.07,0.06,0.06,0.06,0,4112340
2018-11-21,0.06,0.07,0.06,0.07,0.07,0,3248580
2018-11-20,0.07,0.07,0.06,0.06,0.06,0,4259860
2018-11-19,0.09,0.09,0.07,0.07,0.07,0,5702080
2018-11-18,0.08,0.09,0.08,0.09,0.09,0,4001340
2018-11-17,0.09,0.09,0.08,0.08,0.08,0,3755420
2018-11-16,0.09,0.09,0.08,0.09,0.09,0,5387580
2018-11-15,0.09,0.09,0.08,0.09,0.09,0,6569820
2018-11-14,0.1,0.1,0.08,0.09,0.09,0,8445350
2018-11-13,0.1,0.11,0.1,0.1,0.1,0,12232900
2018-11-12,0.09,0.1,0.09,0.1,0.1,0,7666150
2018-11-11,0.1,0.1,0.09,0.09,0.09,0,9107400
2018-11-10,0.08,0.1,0.08,0.09,0.09,0,8235700
2018-11-09,0.09,0.09,0.08,0.08,0.08,0,7494810
2018-11-08,0.08,0.09,0.08,0.09,0.09,0,12694900
2018-11-07,0.08,0.08,0.08,0.08,0.08,0,4058900
2018-11-06,0.08,0.08,0.08,0.08,0.08,0,4317430
2018-11-05,0.08,0.08,0.08,0.08,0.08,0,3091500
2018-11-04,0.08,0.08,0.08,0.08,0.08,0,3245460
2018-11-03,0.08,0.08,0.08,0.08,0.08,0,2618550
2018-11-02,0.08,0.08,0.08,0.08,0.08,0,4385270
2018-11-01,0.07,0.08,0.07,0.08,0.08,0,3877910
2018-10-31,0.07,0.08,0.07,0.07,0.07,0,2383350
2018-10-30,0.07,0.07,0.07,0.07,0.07,0,3193930
2018-10-29,0.08,0.08,0.07,0.07,0.07,0,3460950
2018-10-28,0.08,0.08,0.08,0.08,0.08,0,4478670
2018-10-27,0.07,0.08,0.07,0.08,0.08,0,4659250
2018-10-26,0.07,0.07,0.07,0.07,0.07,0,3517640
2018-10-25,0.07,0.07,0.07,0.07,0.07,0,3095690
2018-10-24,0.07,0.07,0.07,0.07,0.07,0,2977860
2018-10-23,0.07,0.08,0.07,0.07,0.07,0,5841370
2018-10-22,0.07,0.07,0.07,0.07,0.07,0,3099970
2018-10-21,0.07,0.07,0.07,0.07,0.07,0,2836720
2018-10-20,0.07,0.07,0.07,0.07,0.07,0,2353920
2018-10-19,0.07,0.07,0.07,0.07,0.07,0,2575720
2018-10-18,0.07,0.07,0.07,0.07,0.07,0,2538310
2018-10-17,0.07,0.07,0.07,0.07,0.07,0,2636070
2018-10-16,0.07,0.07,0.07,0.07,0.07,0,2395710
2018-10-15,0.07,0.08,0.07,0.07,0.07,0,3742730
2018-10-14,0.07,0.07,0.07,0.07,0.07,0,2973910
2018-10-13,0.07,0.07,0.07,0.07,0.07,0,2596350
2018-10-12,0.07,0.07,0.07,0.07,0.07,0,3894070
2018-10-11,0.07,0.07,0.06,0.07,0.07,0,5664040
2018-10-10,0.08,0.08,0.07,0.07,0.07,0,2800500
2018-10-09,0.08,0.08,0.07,0.08,0.08,0,2984570
2018-10-08,0.08,0.08,0.07,0.08,0.08,0,2790230
2018-10-07,0.08,0.08,0.07,0.08,0.08,0,2866200
2018-10-06,0.08,0.08,0.08,0.08,0.08,0,3238450
2018-10-05,0.08,0.08,0.08,0.08,0.08,0,6377030
2018-10-04,0.07,0.08,0.07,0.08,0.08,0,3304300
2018-10-03,0.07,0.07,0.07,0.07,0.07,0,2738520
2018-10-02,0.07,0.08,0.07,0.07,0.07,0,2349260
2018-10-01,0.08,0.08,0.07,0.07,0.07,0,2514400
2018-09-30,0.07,0.08,0.07,0.08,0.08,0,2637310
2018-09-29,0.08,0.08,0.07,0.08,0.08,0,2951660
2018-09-28,0.08,0.08,0.08,0.08,0.08,0,3376100
2018-09-27,0.07,0.08,0.07,0.08,0.08,0,3169990
2018-09-26,0.07,0.08,0.07,0.07,0.07,0,3403170
2018-09-25,0.08,0.08,0.07,0.07,0.07,0,3415660
2018-09-24,0.08,0.08,0.07,0.08,0.08,0,2777520
2018-09-23,0.08,0.08,0.08,0.08,0.08,0,3819710
2018-09-22,0.08,0.08,0.07,0.08,0.08,0,3515220
2018-09-21,0.08,0.08,0.08,0.08,0.08,0,5192240
2018-09-20,0.07,0.08,0.07,0.08,0.08,0,5817390
2018-09-19,0.07,0.07,0.07,0.07,0.07,0,4442840
2018-09-18,0.07,0.07,0.06,0.07,0.07,0,4094490
2018-09-17,0.07,0.07,0.06,0.07,0.07,0,4161970
2018-09-16,0.07,0.07,0.07,0.07,0.07,0,3575670
2018-09-15,0.07,0.07,0.07,0.07,0.07,0,4021270
2018-09-14,0.07,0.07,0.06,0.07,0.07,0,4262990
2018-09-13,0.06,0.07,0.06,0.07,0.07,0,5931720
2018-09-12,0.06,0.06,0.05,0.06,0.06,0,3393780
2018-09-11,0.06,0.06,0.06,0.06,0.06,0,2949200
2018-09-10,0.06,0.06,0.06,0.06,0.06,0,3543240
2018-09-09,0.06,0.07,0.05,0.06,0.06,0,3317690
2018-09-08,0.06,0.07,0.06,0.06,0.06,0,2737360
2018-09-07,0.06,0.06,0.06,0.06,0.06,0,2764750
2018-09-06,0.06,0.06,0.06,0.06,0.06,0,3279760
2018-09-05,0.08,0.08,0.06,0.06,0.06,0,4399520
2018-09-04,0.08,0.08,0.08,0.08,0.08,0,3783670
2018-09-03,0.08,0.08,0.08,0.08,0.08,0,3605510
2018-09-02,0.08,0.08,0.08,0.08,0.08,0,4061830
2018-09-01,0.08,0.08,0.08,0.08,0.08,0,4241180
2018-08-31,0.08,0.08,0.08,0.08,0.08,0,3682890
2018-08-30,0.08,0.08,0.07,0.08,0.08,0,4817710
2018-08-29,0.08,0.09,0.07,0.08,0.08,0,8374070
2018-08-28,0.07,0.08,0.07,0.07,0.07,0,3634730
2018-08-27,0.07,0.07,0.07,0.07,0.07,0,3372990
2018-08-26,0.07,0.07,0.07,0.07,0.07,0,2725460
2018-08-25,0.07,0.07,0.07,0.07,0.07,0,2816820
2018-08-24,0.07,0.07,0.07,0.07,0.07,0,2776090
2018-08-23,0.06,0.07,0.06,0.07,0.07,0,2790890
2018-08-22,0.07,0.07,0.06,0.06,0.06,0,3392560
2018-08-21,0.07,0.07,0.07,0.07,0.07,0,3417190
2018-08-20,0.07,0.07,0.07,0.07,0.07,0,3569490
2018-08-19,0.07,0.08,0.07,0.07,0.07,0,5291850
2018-08-18,0.08,0.08,0.07,0.07,0.07,0,5356060
2018-08-17,0.07,0.08,0.07,0.08,0.08,0,6239520
2018-08-16,0.07,0.07,0.07,0.07,0.07,0,5102580
2018-08-15,0.06,0.07,0.06,0.07,0.07,0,4240380
2018-08-14,0.07,0.07,0.06,0.06,0.06,0,5203270
2018-08-13,0.08,0.08,0.07,0.07,0.07,0,5183540
2018-08-12,0.08,0.08,0.08,0.08,0.08,0,4638420
2018-08-11,0.08,0.08,0.08,0.08,0.08,0,5169030
2018-08-10,0.09,0.09,0.08,0.08,0.08,0,4409330
2018-08-09,0.08,0.09,0.08,0.09,0.09,0,5947320
2018-08-08,0.09,0.09,0.08,0.08,0.08,0,5457340
2018-08-07,0.09,0.1,0.09,0.09,0.09,0,5251750
2018-08-06,0.1,0.1,0.09,0.09,0.09,0,4956250
2018-08-05,0.09,0.1,0.09,0.1,0.1,0,6380270
2018-08-04,0.1,0.1,0.09,0.09,0.09,0,4972650
2018-08-03,0.1,0.1,0.09,0.1,0.1,0,6234460
2018-08-02,0.11,0.11,0.1,0.1,0.1,0,5837000
2018-08-01,0.11,0.11,0.1,0.11,0.11,0,6341940
2018-07-31,0.13,0.13,0.11,0.11,0.11,0,7081660
2018-07-30,0.13,0.13,0.12,0.13,0.13,0,9174010
2018-07-29,0.13,0.14,0.13,0.13,0.13,0,8569080
2018-07-28,0.13,0.13,0.13,0.13,0.13,0,7894200
2018-07-27,0.13,0.13,0.12,0.13,0.13,0,8510840
2018-07-26,0.14,0.14,0.13,0.13,0.13,0,9328030
2018-07-25,0.13,0.14,0.13,0.14,0.14,0,9470790
2018-07-24,0.13,0.14,0.12,0.13,0.13,0,10963300
2018-07-23,0.14,0.14,0.13,0.13,0.13,0,10249400
2018-07-22,0.13,0.14,0.13,0.14,0.14,0,15844900
2018-07-21,0.12,0.13,0.12,0.13,0.13,0,8913940
2018-07-20,0.12,0.13,0.11,0.12,0.12,0,13356100
2018-07-19,0.12,0.12,0.11,0.12,0.12,0,7585710
2018-07-18,0.12,0.13,0.11,0.12,0.12,0,11043700
2018-07-17,0.1,0.13,0.1,0.12,0.12,0,18475100
2018-07-16,0.1,0.1,0.09,0.1,0.1,0,5968150
2018-07-15,0.09,0.1,0.09,0.1,0.1,0,5338540
2018-07-14,0.09,0.1,0.09,0.09,0.09,0,4451190
2018-07-13,0.09,0.09,0.09,0.09,0.09,0,5428020
2018-07-12,0.1,0.1,0.09,0.09,0.09,0,6812280
2018-07-11,0.09,0.1,0.09,0.1,0.1,0,7010900
2018-07-10,0.1,0.11,0.09,0.09,0.09,0,10161600
2018-07-09,0.1,0.12,0.1,0.1,0.1,0,10569700
2018-07-08,0.1,0.11,0.1,0.1,0.1,0,7273630
2018-07-07,0.1,0.1,0.1,0.1,0.1,0,6271400
2018-07-06,0.11,0.11,0.09,0.1,0.1,0,11469900
2018-07-05,0.11,0.11,0.1,0.1,0.1,0,15785300
2018-07-04,0.15,0.15,0.11,0.11,0.11,0,58760600
2018-07-03,0.09,0.18,0.09,0.15,0.15,0,50260000
2018-07-02,0.09,0.09,0.09,0.09,0.09,0,5319610
2018-07-01,0.09,0.09,0.08,0.09,0.09,0,4109120
2018-06-30,0.08,0.09,0.08,0.09,0.09,0,4401630
2018-06-29,0.09,0.09,0.08,0.08,0.08,0,4427870
2018-06-28,0.09,0.09,0.08,0.09,0.09,0,4500820
2018-06-27,0.09,0.1,0.09,0.09,0.09,0,6017820
2018-06-26,0.1,0.1,0.09,0.09,0.09,0,5499440
2018-06-25,0.1,0.1,0.09,0.1,0.1,0,5767600
2018-06-24,0.09,0.1,0.09,0.1,0.1,0,7802340
2018-06-23,0.1,0.1,0.09,0.09,0.09,0,6029770
2018-06-22,0.1,0.1,0.09,0.1,0.1,0,8185760
2018-06-21,0.11,0.11,0.1,0.1,0.1,0,7017400
2018-06-20,0.1,0.11,0.1,0.11,0.11,0,6695440
2018-06-19,0.11,0.11,0.1,0.1,0.1,0,7899280
2018-06-18,0.11,0.12,0.1,0.11,0.11,0,9788150
2018-06-17,0.1,0.11,0.1,0.11,0.11,0,8769400
2018-06-16,0.1,0.1,0.1,0.1,0.1,0,5330020
2018-06-15,0.1,0.1,0.1,0.1,0.1,0,5611640
2018-06-14,0.1,0.1,0.09,0.1,0.1,0,7396080
2018-06-13,0.1,0.1,0.09,0.1,0.1,0,9090700
2018-06-12,0.1,0.1,0.09,0.1,0.1,0,7092850
2018-06-11,0.1,0.1,0.09,0.1,0.1,0,6388870
2018-06-10,0.1,0.1,0.09,0.1,0.1,0,9289030
2018-06-09,0.1,0.11,0.1,0.1,0.1,0,5930570
2018-06-08,0.11,0.11,0.1,0.1,0.1,0,5877030
2018-06-07,0.11,0.11,0.1,0.11,0.11,0,6443320
2018-06-06,0.1,0.11,0.1,0.11,0.11,0,6702560
2018-06-05,0.1,0.1,0.09,0.1,0.1,0,4280230
2018-06-04,0.11,0.11,0.1,0.1,0.1,0,3772270
2018-06-03,0.11,0.11,0.1,0.11,0.11,0,4291860
2018-06-02,0.1,0.11,0.1,0.11,0.11,0,4242640
2018-06-01,0.11,0.11,0.1,0.1,0.1,0,4327400
2018-05-31,0.1,0.11,0.1,0.11,0.11,0,8595690
2018-05-30,0.09,0.1,0.09,0.1,0.1,0,5394960
2018-05-29,0.09,0.09,0.08,0.09,0.09,0,4213890
2018-05-28,0.09,0.09,0.08,0.08,0.08,0,3863270
2018-05-27,0.09,0.1,0.09,0.09,0.09,0,3718210
2018-05-26,0.1,0.1,0.09,0.09,0.09,0,2513830
2018-05-25,0.1,0.1,0.09,0.09,0.09,0,2740260
2018-05-24,0.1,0.1,0.09,0.1,0.1,0,4284650
2018-05-23,0.11,0.11,0.09,0.1,0.1,0,4538960
2018-05-22,0.12,0.12,0.11,0.11,0.11,0,4603700
2018-05-21,0.12,0.13,0.12,0.12,0.12,0,4661280
2018-05-20,0.12,0.13,0.12,0.13,0.13,0,5063700
2018-05-19,0.12,0.13,0.12,0.12,0.12,0,4856270
2018-05-18,0.11,0.12,0.11,0.12,0.12,0,5108800
2018-05-17,0.12,0.13,0.11,0.11,0.11,0,4310840
2018-05-16,0.13,0.13,0.12,0.12,0.12,0,5048380
2018-05-15,0.14,0.14,0.13,0.13,0.13,0,6592700
2018-05-14,0.14,0.15,0.13,0.14,0.14,0,11201000
2018-05-13,0.12,0.14,0.12,0.14,0.14,0,8215620
2018-05-12,0.12,0.13,0.11,0.12,0.12,0,7055220
2018-05-11,0.14,0.14,0.12,0.12,0.12,0,7697230
2018-05-10,0.15,0.15,0.14,0.14,0.14,0,8150800
2018-05-09,0.15,0.15,0.14,0.15,0.15,0,9048900
2018-05-08,0.16,0.17,0.15,0.15,0.15,0,10085400
2018-05-07,0.16,0.16,0.14,0.16,0.16,0,8529560
2018-05-06,0.17,0.18,0.15,0.16,0.16,0,9216650
2018-05-05,0.18,0.18,0.17,0.17,0.17,0,11171500
2018-05-04,0.19,0.19,0.17,0.18,0.18,0,13268900
2018-05-03,0.18,0.2,0.17,0.19,0.19,0,25436000
2018-05-02,0.19,0.19,0.17,0.18,0.18,0,20626300
2018-05-01,0.16,0.19,0.16,0.19,0.19,0,58183500
2018-04-30,0.15,0.17,0.15,0.15,0.15,0,25219900
2018-04-29,0.15,0.16,0.14,0.15,0.15,0,17706400
2018-04-28,0.13,0.16,0.13,0.15,0.15,0,15683500
2018-04-27,0.14,0.15,0.13,0.13,0.13,0,11970000
2018-04-26,0.13,0.15,0.12,0.14,0.14,0,23506400
2018-04-25,0.15,0.15,0.12,0.13,0.13,0,13098900
2018-04-24,0.15,0.15,0.14,0.15,0.15,0,21537200
2018-04-23,0.16,0.16,0.14,0.15,0.15,0,46598900
2018-04-22,0.12,0.23,0.11,0.17,0.17,0,93379800
2018-04-21,0.12,0.12,0.1,0.12,0.12,0,10771700
2018-04-20,0.11,0.12,0.11,0.12,0.12,0,11647700
2018-04-19,0.11,0.11,0.1,0.11,0.11,0,9226750
2018-04-18,0.1,0.11,0.1,0.11,0.11,0,6367550
2018-04-17,0.1,0.11,0.09,0.1,0.1,0,7485850
2018-04-16,0.1,0.1,0.09,0.1,0.1,0,6509920
2018-04-15,0.1,0.1,0.1,0.1,0.1,0,6766490
2018-04-14,0.09,0.1,0.09,0.1,0.1,0,8415240
2018-04-13,0.09,0.09,0.08,0.09,0.09,0,6410390
2018-04-12,0.08,0.09,0.07,0.09,0.09,0,8385160
2018-04-11,0.08,0.08,0.07,0.08,0.08,0,6014900
2018-04-10,0.07,0.08,0.07,0.08,0.08,0,13934700
2018-04-09,0.07,0.08,0.07,0.07,0.07,0,7672360
2018-04-08,0.07,0.07,0.07,0.07,0.07,0,5788420
2018-04-07,0.07,0.07,0.07,0.07,0.07,0,5591800
2018-04-06,0.07,0.07,0.07,0.07,0.07,0,4672670
2018-04-05,0.07,0.07,0.06,0.07,0.07,0,7908810
2018-04-04,0.08,0.08,0.07,0.07,0.07,0,5726610
2018-04-03,0.07,0.08,0.07,0.08,0.08,0,6146810
2018-04-02,0.07,0.07,0.06,0.07,0.07,0,5714410
2018-04-01,0.07,0.07,0.06,0.07,0.07,0,5820820
2018-03-31,0.07,0.07,0.07,0.07,0.07,0,6522050
2018-03-30,0.07,0.07,0.06,0.07,0.07,0,5916490
2018-03-29,0.08,0.08,0.07,0.07,0.07,0,5186320
2018-03-28,0.08,0.08,0.08,0.08,0.08,0,6005040
2018-03-27,0.09,0.09,0.08,0.08,0.08,0,6150130
2018-03-26,0.09,0.1,0.08,0.09,0.09,0,7044700
2018-03-25,0.09,0.1,0.09,0.09,0.09,0,7083510
2018-03-24,0.09,0.1,0.09,0.09,0.09,0,5470470
2018-03-23,0.09,0.09,0.08,0.09,0.09,0,7235470
2018-03-22,0.09,0.1,0.08,0.09,0.09,0,6661260
2018-03-21,0.09,0.1,0.09,0.09,0.09,0,7502150
2018-03-20,0.09,0.09,0.08,0.09,0.09,0,8272220
2018-03-19,0.08,0.09,0.08,0.09,0.09,0,8697500
2018-03-18,0.08,0.08,0.07,0.08,0.08,0,8047540
2018-03-17,0.1,0.1,0.08,0.08,0.08,0,9816920
2018-03-16,0.09,0.11,0.08,0.1,0.1,0,17438500
2018-03-15,0.08,0.09,0.07,0.09,0.09,0,8350980
2018-03-14,0.09,0.1,0.08,0.08,0.08,0,8148710
2018-03-13,0.09,0.1,0.09,0.09,0.09,0,10333900
2018-03-12,0.09,0.09,0.08,0.09,0.09,0,15964400
2018-03-11,0.08,0.09,0.08,0.08,0.08,0,5320720
2018-03-10,0.08,0.09,0.08,0.08,0.08,0,5657790
2018-03-09,0.08,0.09,0.07,0.08,0.08,0,7080230
2018-03-08,0.09,0.09,0.08,0.08,0.08,0,5477330
2018-03-07,0.1,0.11,0.09,0.09,0.09,0,7111890
2018-03-06,0.11,0.11,0.1,0.1,0.1,0,6511880
2018-03-05,0.11,0.12,0.11,0.11,0.11,0,7013200
2018-03-04,0.11,0.11,0.11,0.11,0.11,0,7524850
2018-03-03,0.11,0.12,0.11,0.11,0.11,0,7842230
2018-03-02,0.12,0.12,0.11,0.11,0.11,0,8473200
2018-03-01,0.1,0.12,0.1,0.12,0.12,0,8782940
2018-02-28,0.11,0.12,0.11,0.11,0.11,0,6513810
2018-02-27,0.11,0.12,0.11,0.11,0.11,0,6100990
2018-02-26,0.11,0.11,0.1,0.11,0.11,0,6580410
2018-02-25,0.11,0.11,0.1,0.11,0.11,0,6746620
2018-02-24,0.11,0.12,0.1,0.11,0.11,0,7205230
2018-02-23,0.11,0.11,0.1,0.11,0.11,0,8803920
2018-02-22,0.11,0.12,0.1,0.11,0.11,0,11087300
2018-02-21,0.11,0.12,0.11,0.11,0.11,0,10233500
2018-02-20,0.13,0.13,0.11,0.11,0.11,0,10312800
2018-02-19,0.13,0.14,0.13,0.13,0.13,0,8009790
2018-02-18,0.14,0.14,0.12,0.13,0.13,0,9760520
2018-02-17,0.13,0.14,0.13,0.14,0.14,0,9860060
2018-02-16,0.14,0.14,0.13,0.13,0.13,0,10621100
2018-02-15,0.12,0.14,0.12,0.14,0.14,0,16931100
2018-02-14,0.11,0.12,0.11,0.12,0.12,0,9623440
2018-02-13,0.12,0.13,0.11,0.11,0.11,0,8332520
2018-02-12,0.12,0.13,0.12,0.12,0.12,0,10107000
2018-02-11,0.11,0.13,0.1,0.12,0.12,0,17143500
2018-02-10,0.12,0.12,0.11,0.11,0.11,0,10992300
2018-02-09,0.11,0.12,0.1,0.12,0.12,0,19944600
2018-02-08,0.09,0.11,0.09,0.11,0.11,0,17252700
2018-02-07,0.09,0.11,0.08,0.1,0.1,0,22096000
2018-02-06,0.07,0.09,0.06,0.09,0.09,0,14339500
2018-02-05,0.09,0.1,0.07,0.07,0.07,0,13184000
2018-02-04,0.11,0.11,0.09,0.1,0.1,0,18344500
2018-02-03,0.1,0.11,0.09,0.11,0.11,0,12929700
2018-02-02,0.1,0.1,0.07,0.09,0.09,0,11616900
2018-02-01,0.13,0.13,0.09,0.1,0.1,0,16614000
2018-01-31,0.11,0.13,0.11,0.13,0.13,0,21310900
2018-01-30,0.13,0.14,0.11,0.11,0.11,0,15256100
2018-01-29,0.14,0.14,0.13,0.13,0.13,0,35288800
2018-01-28,0.14,0.15,0.14,0.14,0.14,0,32850500
