firm,date,TradeSourceId,Side,instrumentType,Value
ACTIN,2018-07-25,AT,Buy,SIC,3173478.15
ACTIN,2018-07-25,AT,Buy,equity,3254119.86
ACTIN,2018-07-25,AT,Cross,equity,264772.79
ACTIN,2018-07-25,AT,Sell,SIC,4485957.1
ACTIN,2018-07-25,AT,Sell,equity,18026308.66
ACTIN,2018-07-26,AT,Buy,SIC,4433719.94
ACTIN,2018-07-26,AT,Buy,equity,1407680.12
ACTIN,2018-07-26,AT,Sell,SIC,10642492.83
ACTIN,2018-07-26,AT,Sell,equity,62857130.73
ACTIN,2018-07-27,AT,Buy,SIC,352181.6
ACTIN,2018-07-27,AT,Buy,equity,1872933.83
ACTIN,2018-07-27,AT,Cross,SIC,9460
ACTIN,2018-07-27,AT,Sell,equity,99307
ACTIN,2018-07-27,IO,Cross,SIC,76842704
ACTIN,2018-07-30,AT,Buy,SIC,737264.42
ACTIN,2018-07-30,AT,Buy,equity,84749.89
ACTIN,2018-07-30,AT,Cross,equity,99039.1
ACTIN,2018-07-30,AT,Sell,SIC,4523316.78
ACTIN,2018-07-30,AT,Sell,equity,2601717.35
ACTIN,2018-07-31,AT,Buy,SIC,1327500
ACTIN,2018-07-31,AT,Buy,equity,856423.4
ACTIN,2018-07-31,AT,Cross,equity,152692.7
ACTIN,2018-07-31,AT,Sell,SIC,209138
ACTIN,2018-07-31,AT,Sell,equity,110464
ACTIN,2018-08-01,AT,Buy,SIC,6572
ACTIN,2018-08-01,AT,Buy,equity,136337.78
ACTIN,2018-08-01,AT,Sell,SIC,52120
ACTIN,2018-08-01,AT,Sell,equity,1228530.94
ACTIN,2018-08-02,AT,Buy,SIC,67000
ACTIN,2018-08-02,AT,Buy,equity,5116604.97
ACTIN,2018-08-02,AT,Cross,equity,917.48
ACTIN,2018-08-02,AT,Sell,SIC,49500
ACTIN,2018-08-02,AT,Sell,equity,16548441.48
ACTIN,2018-08-02,IO,Cross,SIC,4999936.32
ACTIN,2018-08-03,AT,Buy,SIC,583620
ACTIN,2018-08-03,AT,Buy,equity,1906067.8
ACTIN,2018-08-03,AT,Cross,equity,16937.7
ACTIN,2018-08-03,AT,Sell,SIC,188633.01
ACTIN,2018-08-03,AT,Sell,equity,730770.12
ACTIN,2018-08-06,AT,Buy,SIC,309912.5
ACTIN,2018-08-06,AT,Buy,equity,281219.41
ACTIN,2018-08-06,AT,Cross,equity,2656.8
ACTIN,2018-08-06,AT,Sell,SIC,234777.33
ACTIN,2018-08-06,AT,Sell,equity,1963870.69
ACTIN,2018-08-07,AT,Buy,SIC,57106.43
ACTIN,2018-08-07,AT,Buy,equity,67533.7
ACTIN,2018-08-07,AT,Cross,equity,135.06
ACTIN,2018-08-07,AT,Sell,equity,58523.66
ACTIN,2018-08-08,AT,Buy,SIC,530486
ACTIN,2018-08-08,AT,Buy,equity,174200.08
ACTIN,2018-08-08,AT,Cross,equity,41130
ACTIN,2018-08-08,AT,Sell,SIC,16376835.6
ACTIN,2018-08-08,AT,Sell,equity,55150.55
ACTIN,2018-08-08,IO,Cross,SIC,2644040
ACTIN,2018-08-08,IO,Cross,equity,31600000
ACTIN,2018-08-09,AT,Buy,SIC,791536
ACTIN,2018-08-09,AT,Buy,equity,702516.2
ACTIN,2018-08-09,AT,Sell,equity,1708773.48
ACTIN,2018-08-10,AT,Buy,SIC,10111
ACTIN,2018-08-10,AT,Buy,equity,1610.8
ACTIN,2018-08-10,AT,Cross,equity,8779.1
ACTIN,2018-08-10,AT,Sell,SIC,16811
ACTIN,2018-08-10,AT,Sell,equity,1681461
ACTIN,2018-08-10,IO,Cross,SIC,35000620
ACTIN,2018-08-13,AT,Buy,SIC,23752.06
ACTIN,2018-08-13,AT,Buy,equity,50816041.65
ACTIN,2018-08-13,AT,Cross,equity,5318.13
ACTIN,2018-08-13,AT,Sell,SIC,338770
ACTIN,2018-08-13,AT,Sell,equity,631328.48
ACTIN,2018-08-13,IO,Cross,SIC,32004020.7
ACTIN,2018-08-14,AT,Buy,SIC,300900
ACTIN,2018-08-14,AT,Buy,equity,105023450.7
ACTIN,2018-08-14,AT,Cross,equity,31074410
ACTIN,2018-08-14,AT,Sell,equity,59578.94
ACTIN,2018-08-14,IO,Cross,SIC,145282720
ACTIN,2018-08-15,AT,Buy,SIC,341614.47
ACTIN,2018-08-15,AT,Buy,equity,186022.05
ACTIN,2018-08-15,AT,Cross,equity,6450
ACTIN,2018-08-15,AT,Sell,SIC,2998369.8
ACTIN,2018-08-15,AT,Sell,equity,3007356.44
ACTIN,2018-08-15,IO,Cross,SIC,3793540
ACTIN,2018-08-16,AT,Buy,SIC,40000
ACTIN,2018-08-16,AT,Buy,equity,339940.93
ACTIN,2018-08-16,AT,Cross,equity,161298
ACTIN,2018-08-16,AT,Sell,equity,1318713.17
ACTIN,2018-08-16,IO,Cross,SIC,32506146.45
ACTIN,2018-08-17,AT,Buy,SIC,9370
ACTIN,2018-08-17,AT,Buy,equity,633576.68
ACTIN,2018-08-17,AT,Sell,SIC,37440.16
ACTIN,2018-08-17,AT,Sell,equity,1029881.48
ACTIN,2018-08-20,AT,Buy,equity,103328
ACTIN,2018-08-20,AT,Sell,SIC,736672.6
ACTIN,2018-08-20,AT,Sell,equity,2801519.5
ACTIN,2018-08-21,AT,Buy,SIC,590
ACTIN,2018-08-21,AT,Buy,equity,86311.79
ACTIN,2018-08-21,AT,Cross,equity,4.4
ACTIN,2018-08-21,AT,Sell,equity,1406072.4
ACTIN,2018-08-22,AT,Buy,SIC,10304.97
ACTIN,2018-08-22,AT,Buy,equity,1240715.95
ACTIN,2018-08-22,AT,Cross,equity,1387932.2
ACTIN,2018-08-22,AT,Sell,SIC,244369.3
ACTIN,2018-08-22,AT,Sell,equity,5860762.13
ACTIN,2018-08-23,AT,Buy,SIC,61008
ACTIN,2018-08-23,AT,Buy,equity,435473.14
ACTIN,2018-08-23,AT,Cross,equity,3720
ACTIN,2018-08-23,AT,Sell,SIC,84271
ACTIN,2018-08-23,AT,Sell,equity,270302.82
ACTIN,2018-08-23,IO,Cross,SIC,8098643.9
ACTIN,2018-08-24,AT,Buy,SIC,1527568.99
ACTIN,2018-08-24,AT,Buy,equity,3007218.2
ACTIN,2018-08-24,AT,Sell,SIC,33500
ACTIN,2018-08-24,AT,Sell,equity,541380
ACTIN,2018-08-27,AT,Buy,SIC,337079.2
ACTIN,2018-08-27,AT,Buy,equity,4565317.75
ACTIN,2018-08-27,AT,Sell,SIC,16360074.55
ACTIN,2018-08-27,AT,Sell,equity,79800
ACTIN,2018-08-28,AT,Buy,SIC,22000
ACTIN,2018-08-28,AT,Buy,equity,4108157.7
ACTIN,2018-08-28,AT,Sell,SIC,167000.5
ACTIN,2018-08-28,AT,Sell,equity,2487346
ACTIN,2018-08-28,IO,Cross,SIC,5998240.8
ACTIN,2018-08-29,AT,Buy,SIC,4048367.81
ACTIN,2018-08-29,AT,Buy,equity,5678.1
ACTIN,2018-08-29,AT,Sell,SIC,21351.43
ACTIN,2018-08-29,AT,Sell,equity,144212.72
ACTIN,2018-08-29,IO,Cross,SIC,61966405.02
ACTIN,2018-08-30,AT,Buy,SIC,76760
ACTIN,2018-08-30,AT,Buy,equity,77110.55
ACTIN,2018-08-30,AT,Cross,equity,212747.8
ACTIN,2018-08-30,AT,Sell,SIC,34140.1
ACTIN,2018-08-30,AT,Sell,equity,19845.2
ACTIN,2018-08-30,IO,Cross,SIC,7797159.92
ACTIN,2018-08-31,AT,Buy,SIC,1747526
ACTIN,2018-08-31,AT,Buy,equity,2217089.86
ACTIN,2018-08-31,AT,Sell,equity,3306715.92
ACTIN,2018-08-31,IO,Cross,SIC,7499644.05
ACTIN,2018-09-03,AT,Buy,equity,1812628.61
ACTIN,2018-09-03,AT,Sell,equity,1100654.76
ACTIN,2018-09-03,IO,Cross,SIC,2927644.8
ACTIN,2018-09-04,AT,Buy,SIC,359914.98
ACTIN,2018-09-04,AT,Buy,equity,76097.47
ACTIN,2018-09-04,AT,Cross,SIC,107600
ACTIN,2018-09-04,AT,Sell,SIC,267794.72
ACTIN,2018-09-04,AT,Sell,equity,1864
ACTIN,2018-09-05,AT,Buy,SIC,340654.54
ACTIN,2018-09-05,AT,Buy,equity,2096.66
ACTIN,2018-09-05,AT,Sell,SIC,3603929.41
ACTIN,2018-09-05,AT,Sell,equity,5041
ACTIN,2018-09-05,IO,Cross,SIC,7797353.38
ACTIN,2018-09-06,AT,Buy,SIC,1161670.17
ACTIN,2018-09-06,AT,Buy,equity,268.4
ACTIN,2018-09-06,AT,Sell,SIC,423718
ACTIN,2018-09-06,AT,Sell,equity,2626
ACTIN,2018-09-06,IO,Cross,SIC,5398582.71
ACTIN,2018-09-07,AT,Buy,SIC,577369.55
ACTIN,2018-09-07,AT,Buy,equity,3986677.43
ACTIN,2018-09-07,AT,Cross,equity,503.7
ACTIN,2018-09-07,AT,Sell,SIC,606494.5
ACTIN,2018-09-07,AT,Sell,equity,856098
ACTIN,2018-09-10,AT,Buy,SIC,46620
ACTIN,2018-09-10,AT,Sell,equity,502057.25
ACTIN,2018-09-11,AT,Buy,SIC,3621676
ACTIN,2018-09-11,AT,Buy,equity,651853.11
ACTIN,2018-09-11,AT,Cross,SIC,2870
ACTIN,2018-09-11,AT,Sell,SIC,337500
ACTIN,2018-09-11,AT,Sell,equity,978575.83
ACTIN,2018-09-12,AT,Buy,equity,309650
ACTIN,2018-09-12,AT,Sell,SIC,1505650.3
ACTIN,2018-09-12,AT,Sell,equity,1482893
ACTIN,2018-09-13,AT,Buy,SIC,152520
ACTIN,2018-09-13,AT,Buy,equity,57687.45
ACTIN,2018-09-13,AT,Sell,SIC,310500
ACTIN,2018-09-14,AT,Buy,SIC,1017751.24
ACTIN,2018-09-14,AT,Buy,equity,899854.92
ACTIN,2018-09-14,AT,Sell,SIC,600
ACTIN,2018-09-14,AT,Sell,equity,311638.02
ACTIN,2018-09-17,AT,Buy,SIC,605789.77
ACTIN,2018-09-17,AT,Buy,equity,833529.63
ACTIN,2018-09-17,AT,Sell,SIC,315485
ACTIN,2018-09-17,AT,Sell,equity,624801.58
ACTIN,2018-09-18,AT,Buy,SIC,255605
ACTIN,2018-09-18,AT,Buy,equity,466921.45
ACTIN,2018-09-18,AT,Sell,equity,58843.74
ACTIN,2018-09-19,AT,Buy,SIC,998154.56
ACTIN,2018-09-19,AT,Buy,equity,413441.13
ACTIN,2018-09-19,AT,Sell,equity,2599023.79
ACTIN,2018-09-20,AT,Buy,SIC,2893500
ACTIN,2018-09-20,AT,Buy,equity,18776479.17
ACTIN,2018-09-20,AT,Sell,SIC,89757
ACTIN,2018-09-20,AT,Sell,equity,32476.8
ACTIN,2018-09-20,IO,Cross,equity,3744000
ACTIN,2018-09-21,AT,Buy,SIC,222910
ACTIN,2018-09-21,AT,Buy,equity,7983047.21
ACTIN,2018-09-21,AT,Cross,SIC,11986000
ACTIN,2018-09-21,AT,Cross,equity,12700
ACTIN,2018-09-21,AT,Sell,SIC,500140
ACTIN,2018-09-21,AT,Sell,equity,801091.25
ACTIN,2018-09-24,AT,Buy,SIC,1300823.5
ACTIN,2018-09-24,AT,Buy,equity,151969.5
ACTIN,2018-09-24,AT,Cross,SIC,960956
ACTIN,2018-09-24,AT,Cross,equity,2300954.88
ACTIN,2018-09-24,AT,Sell,SIC,75600
ACTIN,2018-09-24,AT,Sell,equity,85488.75
ACTIN,2018-09-25,AT,Buy,SIC,312505
ACTIN,2018-09-25,AT,Buy,equity,360858.16
ACTIN,2018-09-25,AT,Sell,SIC,3149.25
ACTIN,2018-09-25,AT,Sell,equity,1642660
ACTIN,2018-09-26,AT,Buy,SIC,3081952.6
ACTIN,2018-09-26,AT,Buy,equity,1989.73
ACTIN,2018-09-26,AT,Sell,SIC,24974.5
ACTIN,2018-09-26,AT,Sell,equity,1261475.5
ACTIN,2018-09-26,IO,Cross,SIC,14486250
ACTIN,2018-09-27,AT,Buy,SIC,1261385.36
ACTIN,2018-09-27,AT,Buy,equity,11777154.21
ACTIN,2018-09-27,AT,Sell,equity,6000
ACTIN,2018-09-28,AT,Buy,SIC,148915
ACTIN,2018-09-28,AT,Buy,equity,6957.45
ACTIN,2018-09-28,AT,Sell,equity,6354932.29
ACTIN,2018-09-28,IO,Cross,equity,1230500
ACTIN,2018-10-01,AT,Buy,SIC,83993.72
ACTIN,2018-10-01,AT,Buy,equity,177799.55
ACTIN,2018-10-01,AT,Sell,equity,14727.19
ACTIN,2018-10-02,AT,Buy,SIC,303887.5
ACTIN,2018-10-02,AT,Buy,equity,191028.92
ACTIN,2018-10-03,AT,Buy,SIC,5325
ACTIN,2018-10-03,AT,Buy,equity,4327633.87
ACTIN,2018-10-03,AT,Sell,equity,221865
ACTIN,2018-10-03,IO,Cross,SIC,4208880
ACTIN,2018-10-04,AT,Buy,SIC,364534.03
ACTIN,2018-10-04,AT,Buy,equity,11371371.26
ACTIN,2018-10-04,IO,Cross,SIC,2104335
ACTIN,2018-10-05,AT,Buy,SIC,98545.12
ACTIN,2018-10-05,AT,Buy,equity,172255.3
ACTIN,2018-10-05,AT,Cross,equity,2300
ACTIN,2018-10-05,AT,Sell,SIC,85387.82
ACTIN,2018-10-05,AT,Sell,equity,1875780.5
ACTIN,2018-10-05,IO,Cross,SIC,8585280
ACTIN,2018-10-08,AT,Buy,SIC,37398
ACTIN,2018-10-08,AT,Buy,equity,35027.5
ACTIN,2018-10-08,AT,Cross,equity,654709.51
ACTIN,2018-10-08,AT,Sell,SIC,2891848.66
ACTIN,2018-10-08,AT,Sell,equity,2711147.31
ACTIN,2018-10-08,IO,Cross,SIC,9996811
ACTIN,2018-10-08,IO,Cross,equity,74.35
ACTIN,2018-10-08,IP,Cross,equity,416000000
ACTIN,2018-10-09,AT,Buy,equity,1313234.3
ACTIN,2018-10-09,AT,Sell,SIC,60298.65
ACTIN,2018-10-09,AT,Sell,equity,2081609.28
ACTIN,2018-10-09,IO,Cross,SIC,141586010.7
ACTIN,2018-10-10,AT,Buy,SIC,2378976.12
ACTIN,2018-10-10,AT,Buy,equity,8077.02
ACTIN,2018-10-10,AT,Sell,SIC,1027748.54
ACTIN,2018-10-10,IO,Cross,SIC,8979390
ACTIN,2018-10-11,AT,Buy,SIC,90993.5
ACTIN,2018-10-11,AT,Buy,equity,82055
ACTIN,2018-10-11,AT,Sell,SIC,1078100
ACTIN,2018-10-11,AT,Sell,equity,33203221.92
ACTIN,2018-10-11,IO,Cross,SIC,1138960
ACTIN,2018-10-12,AT,Buy,SIC,56336.99
ACTIN,2018-10-12,AT,Buy,equity,75212.6
ACTIN,2018-10-12,AT,Cross,equity,25203.03
ACTIN,2018-10-12,AT,Sell,SIC,213897.09
ACTIN,2018-10-12,AT,Sell,equity,700.5
ACTIN,2018-10-12,IO,Cross,SIC,6746159.75
ACTIN,2018-10-15,AT,Buy,SIC,104266.4
ACTIN,2018-10-15,AT,Buy,equity,953200
ACTIN,2018-10-15,AT,Sell,equity,136572.56
ACTIN,2018-10-15,IO,Cross,SIC,59855845.48
ACTIN,2018-10-16,AT,Buy,SIC,119782.81
ACTIN,2018-10-16,AT,Buy,equity,18319.96
ACTIN,2018-10-16,AT,Cross,equity,4791
ACTIN,2018-10-16,AT,Sell,SIC,1476.45
ACTIN,2018-10-17,AT,Buy,SIC,798875
ACTIN,2018-10-17,AT,Buy,equity,518252.35
ACTIN,2018-10-17,AT,Sell,SIC,3093333
ACTIN,2018-10-17,IO,Cross,SIC,17368686.8
ACTIN,2018-10-18,AT,Buy,equity,4121334.74
ACTIN,2018-10-18,AT,Sell,SIC,79827.29
ACTIN,2018-10-18,AT,Sell,equity,858191.5
ACTIN,2018-10-19,AT,Buy,SIC,73298.98
ACTIN,2018-10-19,AT,Buy,equity,843573.95
ACTIN,2018-10-22,AT,Buy,SIC,3004002.81
ACTIN,2018-10-22,AT,Buy,equity,2840921.58
ACTIN,2018-10-22,AT,Sell,SIC,4912897.31
ACTIN,2018-10-22,AT,Sell,equity,1137737.53
ACTIN,2018-10-23,AT,Buy,SIC,6086134.82
ACTIN,2018-10-23,AT,Buy,equity,3634772.78
ACTIN,2018-10-23,AT,Sell,SIC,15581.11
ACTIN,2018-10-23,AT,Sell,equity,130253.7
ACTIN,2018-10-24,AT,Buy,SIC,2894430.46
ACTIN,2018-10-24,AT,Buy,equity,4004375.13
ACTIN,2018-10-24,AT,Sell,SIC,3745216.71
ACTIN,2018-10-24,AT,Sell,equity,689925.2
ACTIN,2018-10-25,AT,Buy,SIC,6805831.77
ACTIN,2018-10-25,AT,Buy,equity,1349911.4
ACTIN,2018-10-25,AT,Cross,SIC,9686
ACTIN,2018-10-25,AT,Cross,equity,13211.76
ACTIN,2018-10-25,AT,Sell,SIC,7071264.72
ACTIN,2018-10-25,AT,Sell,equity,2621632.53
ACTIN,2018-10-26,AT,Buy,SIC,4380292.16
ACTIN,2018-10-26,AT,Buy,equity,689259.4
ACTIN,2018-10-26,AT,Cross,equity,744115.78
ACTIN,2018-10-26,AT,Sell,SIC,10244260.78
ACTIN,2018-10-26,AT,Sell,equity,1316866.15
ACTIN,2018-10-30,AT,Buy,SIC,1325153.04
ACTIN,2018-10-30,AT,Buy,equity,1410008.74
ACTIN,2018-10-30,AT,Sell,SIC,3309288.52
ACTIN,2018-10-30,AT,Sell,equity,2477744.6
ACTIN,2018-10-31,AT,Buy,SIC,533895.56
ACTIN,2018-10-31,AT,Buy,equity,17162663.04
ACTIN,2018-10-31,AT,Cross,equity,1889290.2
ACTIN,2018-10-31,AT,Sell,SIC,4508000.2
ACTIN,2018-10-31,AT,Sell,equity,166428.14
ACTIN,2018-11-01,AT,Buy,SIC,1101907.29
ACTIN,2018-11-01,AT,Buy,equity,8104955.9
ACTIN,2018-11-01,AT,Sell,SIC,478099
ACTIN,2018-11-01,AT,Sell,equity,397173.74
ACTIN,2018-11-05,AT,Buy,SIC,341867
ACTIN,2018-11-05,AT,Buy,equity,1296390.02
ACTIN,2018-11-05,AT,Cross,equity,196.8
ACTIN,2018-11-05,AT,Sell,SIC,2580360.04
ACTIN,2018-11-05,AT,Sell,equity,601.94
ACTIN,2018-11-05,IO,Cross,SIC,35057156.09
ACTIN,2018-11-06,AT,Buy,SIC,939965.07
ACTIN,2018-11-06,AT,Buy,equity,1020729.64
ACTIN,2018-11-06,AT,Sell,SIC,4617076.08
ACTIN,2018-11-06,AT,Sell,equity,9482872.93
ACTIN,2018-11-07,AT,Buy,SIC,1391862.64
ACTIN,2018-11-07,AT,Buy,equity,68990.15
ACTIN,2018-11-07,AT,Sell,SIC,1185848.89
ACTIN,2018-11-07,AT,Sell,equity,127500.65
ACTIN,2018-11-07,IF,Cross,SIC,109332018
ACTIN,2018-11-08,AT,Buy,SIC,5005149.46
ACTIN,2018-11-08,AT,Buy,equity,2756253.31
ACTIN,2018-11-08,AT,Sell,SIC,1378617.15
ACTIN,2018-11-08,AT,Sell,equity,898693.45
ACTIN,2018-11-08,IO,Cross,SIC,40380897.6
ACTIN,2018-11-09,AT,Buy,SIC,71597.19
ACTIN,2018-11-09,AT,Buy,equity,2584274.08
ACTIN,2018-11-09,AT,Cross,equity,175700
ACTIN,2018-11-09,AT,Sell,SIC,798978
ACTIN,2018-11-09,AT,Sell,equity,771658.18
ACTIN,2018-11-09,IO,Cross,SIC,2190989.02
ACTIN,2018-11-12,AT,Buy,SIC,391475.76
ACTIN,2018-11-12,AT,Buy,equity,914751.8
ACTIN,2018-11-12,AT,Sell,SIC,56320.36
ACTIN,2018-11-12,AT,Sell,equity,3781181.98
ACTIN,2018-11-13,AT,Buy,SIC,617459.44
ACTIN,2018-11-13,AT,Buy,equity,360308.54
ACTIN,2018-11-13,AT,Sell,SIC,4638376.9
ACTIN,2018-11-13,AT,Sell,equity,3579027.48
ACTIN,2018-11-13,IO,Cross,SIC,5510194.57
ACTIN,2018-11-13,VW,Cross,SIC,1149205.44
ACTIN,2018-11-14,AT,Buy,SIC,315178.09
ACTIN,2018-11-14,AT,Buy,equity,1039703.12
ACTIN,2018-11-14,AT,Cross,equity,4016000
ACTIN,2018-11-14,AT,Sell,SIC,651699.32
ACTIN,2018-11-14,AT,Sell,equity,2617770.83
ACTIN,2018-11-15,AT,Buy,SIC,152117.46
ACTIN,2018-11-15,AT,Buy,equity,31660843.54
ACTIN,2018-11-15,AT,Sell,SIC,196800
ACTIN,2018-11-15,AT,Sell,equity,127893.37
ACTIN,2018-11-15,IO,Cross,SIC,10601445.36
ACTIN,2018-11-15,VW,Cross,SIC,958644.54
ACTIN,2018-11-16,AT,Buy,SIC,11502
ACTIN,2018-11-16,AT,Buy,equity,8476159.32
ACTIN,2018-11-16,AT,Sell,SIC,1329627.25
ACTIN,2018-11-16,AT,Sell,equity,1109735.51
ACTIN,2018-11-16,IO,Cross,SIC,10003162.23
ACTIN,2018-11-20,AT,Buy,SIC,55000
ACTIN,2018-11-20,AT,Buy,equity,265858.47
ACTIN,2018-11-20,AT,Sell,SIC,6611568.66
ACTIN,2018-11-20,AT,Sell,equity,9244502.94
ACTIN,2018-11-21,AT,Buy,SIC,743768.06
ACTIN,2018-11-21,AT,Buy,equity,498173.94
ACTIN,2018-11-21,AT,Sell,SIC,32849.46
ACTIN,2018-11-22,AT,Buy,equity,276206.8
ACTIN,2018-11-22,AT,Sell,SIC,1144134
ACTIN,2018-11-22,AT,Sell,equity,213180
ACTIN,2018-11-23,AT,Buy,SIC,1426922.06
ACTIN,2018-11-23,AT,Buy,equity,97541.78
ACTIN,2018-11-23,AT,Cross,SIC,934784
ACTIN,2018-11-23,AT,Sell,SIC,2484000
ACTIN,2018-11-23,AT,Sell,equity,24267270.44
ACTIN,2018-11-23,IO,Cross,SIC,22324004.9
ACTIN,2018-11-26,AT,Buy,SIC,1406365.9
ACTIN,2018-11-26,AT,Buy,equity,3952806.96
ACTIN,2018-11-26,AT,Sell,SIC,1381375.97
ACTIN,2018-11-26,AT,Sell,equity,33527649.28
ACTIN,2018-11-26,IO,Cross,SIC,4999056.3
ACTIN,2018-11-27,AT,Buy,SIC,1037254.06
ACTIN,2018-11-27,AT,Buy,equity,399312.41
ACTIN,2018-11-27,AT,Sell,SIC,1386282.85
ACTIN,2018-11-27,AT,Sell,equity,37782562.54
ACTIN,2018-11-28,AT,Buy,SIC,1066935.61
ACTIN,2018-11-28,AT,Buy,equity,2034682.09
ACTIN,2018-11-28,AT,Sell,SIC,242609.57
ACTIN,2018-11-28,AT,Sell,equity,33989115.12
ACTIN,2018-11-28,IO,Cross,SIC,6246105.18
ACTIN,2018-11-29,AT,Buy,SIC,1434871.76
ACTIN,2018-11-29,AT,Buy,equity,1022485.16
ACTIN,2018-11-29,AT,Cross,equity,27376
ACTIN,2018-11-29,AT,Sell,SIC,1527400
ACTIN,2018-11-29,AT,Sell,equity,22997381.57
ACTIN,2018-11-30,AT,Buy,SIC,77650
ACTIN,2018-11-30,AT,Buy,equity,1099921.22
ACTIN,2018-11-30,AT,Cross,equity,1793157.93
ACTIN,2018-11-30,AT,Sell,SIC,12227507.5
ACTIN,2018-11-30,AT,Sell,equity,29003281.49
ACTIN,2018-12-03,AT,Buy,SIC,11444.15
ACTIN,2018-12-03,AT,Buy,equity,203966.3
ACTIN,2018-12-03,AT,Sell,SIC,35705.33
ACTIN,2018-12-03,AT,Sell,equity,45068173.15
ACTIN,2018-12-03,IO,Cross,SIC,1199680
ACTIN,2018-12-04,AT,Buy,SIC,141304.55
ACTIN,2018-12-04,AT,Buy,equity,12709823.91
ACTIN,2018-12-04,AT,Cross,equity,532772.28
ACTIN,2018-12-04,AT,Sell,SIC,6032428.91
ACTIN,2018-12-04,AT,Sell,equity,15582827.25
ACTIN,2018-12-04,IO,Cross,SIC,9690527.4
ACTIN,2018-12-05,AT,Buy,equity,252416.98
ACTIN,2018-12-05,AT,Cross,equity,485250
ACTIN,2018-12-05,AT,Sell,equity,194.36
ACTIN,2018-12-06,AT,Buy,SIC,4950804.98
ACTIN,2018-12-06,AT,Buy,equity,1343182.15
ACTIN,2018-12-06,AT,Sell,SIC,4975020
ACTIN,2018-12-06,AT,Sell,equity,17659929
ACTIN,2018-12-06,IO,Cross,SIC,3003931
ACTIN,2018-12-06,IO,Cross,equity,8559519
ACTIN,2018-12-07,AT,Buy,SIC,6487439.77
ACTIN,2018-12-07,AT,Buy,equity,781437.96
ACTIN,2018-12-07,AT,Sell,SIC,4541977.59
ACTIN,2018-12-07,AT,Sell,equity,6792880.7
ACTIN,2018-12-07,IO,Cross,SIC,3004234.8
ACTIN,2018-12-10,AT,Buy,SIC,4972757.19
ACTIN,2018-12-10,AT,Buy,equity,64835.5
ACTIN,2018-12-10,AT,Cross,equity,154698000
ACTIN,2018-12-10,AT,Sell,SIC,6140070.2
ACTIN,2018-12-10,AT,Sell,equity,375504
ACTIN,2018-12-10,IO,Cross,SIC,3099568.8
ACTIN,2018-12-10,VW,Cross,SIC,3500232
ACTIN,2018-12-11,AT,Buy,SIC,5946
ACTIN,2018-12-11,AT,Buy,equity,170384.6
ACTIN,2018-12-11,AT,Sell,SIC,4995000
ACTIN,2018-12-11,AT,Sell,equity,1011187.05
ACTIN,2018-12-11,IO,Cross,SIC,999688
ACTIN,2018-12-13,AT,Buy,SIC,2308516.55
ACTIN,2018-12-13,AT,Buy,equity,76361.04
ACTIN,2018-12-13,AT,Sell,SIC,205644.4
ACTIN,2018-12-13,AT,Sell,equity,4554073.69
ACTIN,2018-12-13,IO,Cross,SIC,21552745.29
ACTIN,2018-12-13,VW,Cross,SIC,4197484.96
ACTIN,2018-12-14,AT,Buy,SIC,5002570.32
ACTIN,2018-12-14,AT,Buy,equity,453254.96
ACTIN,2018-12-14,AT,Sell,SIC,142576.19
ACTIN,2018-12-14,AT,Sell,equity,183990.5
ACTIN,2018-12-14,IO,Cross,SIC,5399319.6
ACTIN,2018-12-17,AT,Buy,SIC,2091132.44
ACTIN,2018-12-17,AT,Buy,equity,113430.04
ACTIN,2018-12-17,AT,Cross,equity,52920000
ACTIN,2018-12-17,AT,Sell,SIC,677824.4
ACTIN,2018-12-17,AT,Sell,equity,5193
ACTIN,2018-12-17,IO,Cross,SIC,2498655.42
ACTIN,2018-12-18,AT,Buy,SIC,654474.53
ACTIN,2018-12-18,AT,Buy,equity,18530.86
ACTIN,2018-12-18,AT,Sell,SIC,170415.9
ACTIN,2018-12-18,AT,Sell,equity,3975902.42
ACTIN,2018-12-18,IO,Cross,SIC,16749568.36
ACTIN,2018-12-18,VW,Cross,SIC,66932700
ACTIN,2018-12-19,AT,Buy,SIC,1596941.6
ACTIN,2018-12-19,AT,Buy,equity,104059.96
ACTIN,2018-12-19,AT,Cross,equity,4000
ACTIN,2018-12-19,AT,Sell,SIC,1549281
ACTIN,2018-12-19,AT,Sell,equity,5831236.18
ACTIN,2018-12-19,IO,Cross,SIC,18545612.78
ACTIN,2018-12-20,AT,Buy,SIC,6137
ACTIN,2018-12-20,AT,Buy,equity,6425341.13
ACTIN,2018-12-20,AT,Sell,SIC,119257.14
ACTIN,2018-12-20,AT,Sell,equity,432.3
ACTIN,2018-12-20,IO,Cross,SIC,7999373
ACTIN,2018-12-21,AT,Buy,SIC,130964.62
ACTIN,2018-12-21,AT,Buy,equity,1089180.64
ACTIN,2018-12-21,AT,Cross,equity,128.5
ACTIN,2018-12-21,AT,Sell,SIC,1850940
ACTIN,2018-12-21,AT,Sell,equity,49329.76
ACTIN,2018-12-21,IO,Cross,SIC,9163457.6
ACTIN,2018-12-24,AT,Buy,SIC,137499.9
ACTIN,2018-12-24,AT,Buy,equity,30623.7
ACTIN,2018-12-24,AT,Cross,equity,1072.5
ACTIN,2018-12-24,AT,Sell,SIC,9800
ACTIN,2018-12-24,AT,Sell,equity,1894735.55
