Date,Price,Gain/Loss,Percentage,YTD
14/11/2008,40.39,-1.33,-3.187919463,-51.00679282
18/11/2008,38.29,-2.1,-5.199306759,-53.55409995
19/11/2008,38.01,-0.28,-0.731261426,-53.8937409
20/11/2008,34.44,-3.57,-9.392265193,-58.22416303
21/11/2008,34.69,0.25,0.725900116,-57.92091218
24/11/2008,39.82,5.13,14.78812338,-51.69820475
25/11/2008,37.24,-2.58,-6.479156203,-54.82775352
26/11/2008,40.28,3.04,8.163265306,-51.14022319
01/12/2008,36.4,-3.88,-9.632571996,-55.84667637
02/12/2008,35.21,-1.19,-3.269230769,-57.29015041
03/12/2008,35.06,-0.15,-0.426015337,-57.47210092
04/12/2008,32.92,-2.14,-6.103822019,-60.06792819
05/12/2008,30.52,-2.4,-7.290400972,-62.97913634
08/12/2008,33.16,2.64,8.650065531,-59.77680738
09/12/2008,32.8,-0.36,-1.085645356,-60.2134886
10/12/2008,33.68,0.88,2.682926829,-59.14604561
11/12/2008,37.85,4.17,12.38123515,-54.08782145
15/12/2008,36.35,-1.5,-3.963011889,-55.90732654
16/12/2008,35.43,-0.92,-2.530949106,-57.02328967
17/12/2008,33.83,-1.6,-4.515946938,-58.9640951
18/12/2008,31,-2.83,-8.365356193,-62.39689471
19/12/2008,30.5,-0.5,-1.612903226,-63.00339641
22/12/2008,28.42,-2.08,-6.819672131,-65.52644347
23/12/2008,28.72,0.3,1.055594652,-65.16254246
29/12/2008,30.27,1.55,5.396935933,-63.28238719
30/12/2008,30.38,0.11,0.363396102,-63.14895682
31/12/2008,34.22,3.84,12.63989467,-58.49102377
02/01/2009,36.75,2.53,7.39333723,7.39333723
05/01/2009,40,3.25,8.843537415,16.89070719
06/01/2009,41.51,1.51,3.775,21.30333139
07/01/2009,37.32,-4.19,-10.09395326,9.059029807
08/01/2009,36.48,-0.84,-2.250803859,6.604324956
09/01/2009,36.31,-0.17,-0.466008772,6.107539451
12/01/2009,34.81,-1.5,-4.131093363,1.724137931
13/01/2009,36.89,2.08,5.975294456,7.802454705
14/01/2009,36.5,-0.39,-1.057197072,6.66277031
15/01/2009,36.45,-0.05,-0.136986301,6.516656926
16/01/2009,36.89,0.44,1.207133059,7.802454705
20/01/2009,36.63,-0.26,-0.704798048,7.042665108
21/01/2009,37.21,0.58,1.583401583,8.737580362
22/01/2009,37.41,0.2,0.537489922,9.322033898
23/01/2009,39.95,2.54,6.789628442,16.7445938
26/01/2009,41.64,1.69,4.23028786,21.68322618
27/01/2009,38.79,-2.85,-6.844380403,13.3547633
28/01/2009,39.87,1.08,2.784222738,16.51081239
29/01/2009,39.88,0.01,0.025081515,16.54003507
30/01/2009,40.09,0.21,0.526579739,17.15371128
03/02/2009,39.06,-1.03,-2.569219257,14.14377557
04/02/2009,38.82,-0.24,-0.614439324,13.44243133
05/02/2009,39.68,0.86,2.215352911,15.95558153
06/02/2009,39.19,-0.49,-1.234879032,14.52367037
09/02/2009,39.37,0.18,0.459300842,15.04967855
10/02/2009,38.25,-1.12,-2.84480569,11.77673875
11/02/2009,37.22,-1.03,-2.692810458,8.766803039
12/02/2009,36.29,-0.93,-2.498656636,6.049094097
13/02/2009,37.56,1.27,3.499586663,9.76037405
17/02/2009,35.07,-2.49,-6.629392971,2.483927528
18/02/2009,33.71,-1.36,-3.877958369,-1.490356517
19/02/2009,37,3.29,9.759715218,8.12390415
20/02/2009,36.41,-0.59,-1.594594595,6.399766219
23/02/2009,35.6,-0.81,-2.224663554,4.032729398
24/02/2009,37,1.4,3.93258427,8.12390415
25/02/2009,38.92,1.92,5.189189189,13.73465809
26/02/2009,41.76,2.84,7.297019527,22.03389831
27/02/2009,40.73,-1.03,-2.466475096,19.02396259
02/03/2009,37.23,-3.5,-8.593174564,8.796025716
03/03/2009,38.15,0.92,2.471125436,11.48451198
04/03/2009,40.31,2.16,5.661861075,17.79661017
05/03/2009,38.51,-1.8,-4.465393203,12.53652835
06/03/2009,39.38,0.87,2.259153467,15.07890123
09/03/2009,40.04,0.66,1.675977654,17.0075979
10/03/2009,39.17,-0.87,-2.172827173,14.46522501
11/03/2009,36.83,-2.34,-5.973959663,7.627118644
12/03/2009,39.63,2.8,7.602497964,15.80946815
13/03/2009,39.6,-0.03,-0.075700227,15.72180012
17/03/2009,41.55,1.95,4.924242424,21.42022209
18/03/2009,41.01,-0.54,-1.299638989,19.84219755
19/03/2009,43.8,2.79,6.803218727,27.99532437
20/03/2009,43.49,-0.31,-0.707762557,27.08942139
23/03/2009,45.3,1.81,4.161876293,32.37872589
24/03/2009,45.62,0.32,0.706401766,33.31385155
25/03/2009,45.05,-0.57,-1.249451995,31.64815897
26/03/2009,46.39,1.34,2.974472808,35.56399766
27/03/2009,45.3,-1.09,-2.34964432,32.37872589
30/03/2009,41.93,-3.37,-7.439293598,22.53068381
31/03/2009,42.87,0.94,2.241831624,25.27761543
01/04/2009,43.52,0.65,1.516211803,27.17708942
02/04/2009,47.47,3.95,9.076286765,38.72004676
03/04/2009,47.29,-0.18,-0.379186855,38.19403857
06/04/2009,46.96,-0.33,-0.69782195,37.22969024
07/04/2009,46.23,-0.73,-1.55451448,35.09643483
14/04/2009,46.64,0.41,0.886869998,36.29456458
15/04/2009,47.16,0.52,1.114922813,37.81414378
16/04/2009,47.65,0.49,1.039016115,39.24605494
17/04/2009,47.57,-0.08,-0.167890871,39.01227352
20/04/2009,43.93,-3.64,-7.651881438,28.37521917
21/04/2009,44.47,0.54,1.229228318,29.95324372
22/04/2009,44.69,0.22,0.494715539,30.59614261
23/04/2009,45.49,0.8,1.790109644,32.93395675
24/04/2009,47.56,2.07,4.550450648,38.98305085
27/04/2009,46.47,-1.09,-2.291841884,35.79777908
28/04/2009,46.23,-0.24,-0.516462234,35.09643483
29/04/2009,47.4,1.17,2.53082414,38.51548802
30/04/2009,47.57,0.17,0.358649789,39.01227352
01/05/2009,50.82,3.25,6.832036998,48.50964348
05/05/2009,52.2,1.38,2.715466352,52.54237288
06/05/2009,54.84,2.64,5.057471264,60.25715956
07/05/2009,55.34,0.5,0.911743253,61.7182934
08/05/2009,56.38,1.04,1.879291652,64.75745178
11/05/2009,55.69,-0.69,-1.223838241,62.74108708
12/05/2009,56.06,0.37,0.664392171,63.82232613
13/05/2009,55.66,-0.4,-0.713521227,62.65341905
14/05/2009,55.66,0,0,62.65341905
15/05/2009,53.87,-1.79,-3.215954006,57.42255991
18/05/2009,55.89,2.02,3.74976796,63.32554062
19/05/2009,56.04,0.15,0.268384326,63.76388077
20/05/2009,57.93,1.89,3.372591006,69.28696669
21/05/2009,57.03,-0.9,-1.553599171,66.65692577
22/05/2009,57.27,0.24,0.420831142,67.35827002
26/05/2009,58.45,1.18,2.060415575,70.80654588
27/05/2009,59.65,1.2,2.053036784,74.3132671
28/05/2009,61.17,1.52,2.548197821,78.75511397
29/05/2009,62.33,1.16,1.896354422,82.14494448
01/06/2009,62.34,0.01,0.016043639,82.17416715
02/06/2009,62.99,0.65,1.042669233,84.07364115
03/06/2009,60.81,-2.18,-3.460866804,77.7030976
04/06/2009,63.25,2.44,4.012497944,84.83343074
05/06/2009,63.15,-0.1,-0.158102767,84.54120397
08/06/2009,62.96,-0.19,-0.300870942,83.98597312
09/06/2009,64.44,1.48,2.350698856,88.31092928
10/06/2009,65.36,0.92,1.427684668,90.99941555
11/06/2009,66.2,0.84,1.285189718,93.4541204
12/06/2009,64.93,-1.27,-1.918429003,89.74284044
15/06/2009,63.41,-1.52,-2.340982597,85.30099357
16/06/2009,64.31,0.9,1.41933449,87.93103448
17/06/2009,64.62,0.31,0.482040118,88.83693746
18/06/2009,65.51,0.89,1.377282575,91.4377557
19/06/2009,64.54,-0.97,-1.480689971,88.60315605
22/06/2009,61.63,-2.91,-4.508831732,80.0993571
23/06/2009,63.19,1.56,2.531234788,84.65809468
24/06/2009,62.96,-0.23,-0.363981643,83.98597312
25/06/2009,64.34,1.38,2.191867853,88.01870251
26/06/2009,64.1,-0.24,-0.37301834,87.31735827
29/06/2009,65.97,1.87,2.917316693,92.78199883
01/07/2009,64.25,-1.72,-2.607245718,87.75569842
02/07/2009,62.12,-2.13,-3.315175097,81.53126826
06/07/2009,59.41,-2.71,-4.362524147,73.61192285
07/07/2009,58.13,-1.28,-2.154519441,69.87142022
08/07/2009,55.87,-2.26,-3.887837605,63.26709527
09/07/2009,56.04,0.17,0.304277788,63.76388077
10/07/2009,55.57,-0.47,-0.838686652,62.39041496
13/07/2009,55.78,0.21,0.377901746,63.00409117
14/07/2009,56.21,0.43,0.770885622,64.26066628
15/07/2009,58.77,2.56,4.55434976,71.74167154
16/07/2009,59.4,0.63,1.071975498,73.58270018
17/07/2009,60.55,1.15,1.936026936,76.94330801
20/07/2009,61.28,0.73,1.205615194,79.07656341
21/07/2009,61.91,0.63,1.028067885,80.91759205
22/07/2009,61.46,-0.45,-0.726861573,79.6025716
23/07/2009,63.3,1.84,2.993817117,84.97954413
24/07/2009,64.06,0.76,1.200631912,87.20046756
27/07/2009,65.21,1.15,1.795192007,90.56107539
28/07/2009,64.17,-1.04,-1.594847416,87.52191701
29/07/2009,60.73,-3.44,-5.36076048,77.46931619
30/07/2009,64.51,3.78,6.224271365,88.51548802
31/07/2009,65.8,1.29,1.999689971,92.28521333
03/08/2009,67.43,1.63,2.477203647,97.04850964
04/08/2009,67.24,-0.19,-0.281773691,96.49327878
05/08/2009,68.07,0.83,1.234384295,98.91876096
06/08/2009,68.12,0.05,0.073453798,99.06487434
07/08/2009,66.86,-1.26,-1.849677041,95.38281707
10/08/2009,66.92,0.06,0.089739755,95.55815313
11/08/2009,65.98,-0.94,-1.404662283,92.81122151
12/08/2009,66.83,0.85,1.288269172,95.29514904
13/08/2009,67.94,1.11,1.66093072,98.53886616
14/08/2009,65.29,-2.65,-3.900500442,90.79485681
17/08/2009,64.14,-1.15,-1.761372339,87.43424898
18/08/2009,66.84,2.7,4.209541628,95.32437171
19/08/2009,69.48,2.64,3.9497307,103.0391584
20/08/2009,68.94,-0.54,-0.777202073,101.4611338
21/08/2009,69.15,0.21,0.304612707,102.0748101
24/08/2009,69.92,0.77,1.11352133,104.3249562
25/08/2009,67.61,-2.31,-3.303775744,97.57451783
26/08/2009,66.88,-0.73,-1.079721935,95.44126242
27/08/2009,68.1,1.22,1.824162679,99.00642899
28/08/2009,68.58,0.48,0.704845815,100.4091175
01/09/2009,64.3,-4.28,-6.240886556,87.90181181
02/09/2009,63.69,-0.61,-0.948678072,86.11922852
03/09/2009,63.15,-0.54,-0.847856806,84.54120397
04/09/2009,62.84,-0.31,-0.490894695,83.63530099
08/09/2009,65.86,3.02,4.805856143,92.46054939
09/09/2009,66.16,0.3,0.455511691,93.33722969
10/09/2009,66.31,0.15,0.226723096,93.77556984
11/09/2009,64.16,-2.15,-3.242346554,87.49269433
14/09/2009,63.47,-0.69,-1.075436409,85.47632963
15/09/2009,65.08,1.61,2.536631479,90.1811806
16/09/2009,66.52,1.44,2.21266134,94.38924605
17/09/2009,67.11,0.59,0.886951293,96.11338399
18/09/2009,66.4,-0.71,-1.057964536,94.03857393
21/09/2009,63.93,-2.47,-3.719879518,86.82057276
22/09/2009,65.6,1.67,2.612232129,91.70075979
23/09/2009,63.07,-2.53,-3.856707317,84.30742256
24/09/2009,60.48,-2.59,-4.10654828,76.73874927
25/09/2009,60.43,-0.05,-0.082671958,76.59263589
28/09/2009,61.26,0.83,1.373489988,79.01811806
29/09/2009,60.85,-0.41,-0.669278485,77.81998831
30/09/2009,63.64,2.79,4.585045193,85.97311514
01/10/2009,64.18,0.54,0.848522942,87.55113968
02/10/2009,63.25,-0.93,-1.449049548,84.83343074
05/10/2009,63.38,0.13,0.205533597,85.21332554
06/10/2009,64.57,1.19,1.8775639,88.69082408
07/10/2009,63.53,-1.04,-1.610655103,85.65166569
08/10/2009,65.4,1.87,2.943491264,91.11630625
09/10/2009,65.88,0.48,0.733944954,92.51899474
12/10/2009,66.71,0.83,1.259866424,94.94447691
13/10/2009,67.25,0.54,0.809473842,96.52250146
14/10/2009,67.86,0.61,0.907063197,98.30508475
15/10/2009,70.13,2.27,3.345122311,104.9386324
16/10/2009,71.32,1.19,1.69684871,108.4161309
19/10/2009,72.26,0.94,1.318003365,111.1630625
20/10/2009,71.83,-0.43,-0.595073346,109.9064874
21/10/2009,73.9,2.07,2.88180426,115.9555815
22/10/2009,74.13,0.23,0.311231394,116.6277031
23/10/2009,73.21,-0.92,-1.241062997,113.9392168
26/10/2009,72.24,-0.97,-1.324955607,111.1046172
27/10/2009,72.66,0.42,0.581395349,112.3319696
28/10/2009,70.8,-1.86,-2.559867878,106.8965517
29/10/2009,73.24,2.44,3.446327684,114.0268849
30/10/2009,70.9,-2.34,-3.194975423,107.1887785
02/11/2009,71.99,1.09,1.537376587,110.3740503
03/11/2009,73.16,1.17,1.625225726,113.7931034
04/11/2009,74.77,1.61,2.200656096,118.4979544
05/11/2009,74.04,-0.73,-0.976327404,116.364699
06/11/2009,71.69,-2.35,-3.173960022,109.49737
09/11/2009,73.61,1.92,2.678197796,115.1081239
10/11/2009,73.15,-0.46,-0.624915093,113.7638808
11/11/2009,73.27,0.12,0.16404648,114.1145529
12/11/2009,71.07,-2.2,-3.002593149,107.685564
13/11/2009,70.67,-0.4,-0.562825383,106.5166569
16/11/2009,73.24,2.57,3.636620914,114.0268849
17/11/2009,73.25,0.01,0.013653741,114.0561075
18/11/2009,74,0.75,1.023890785,116.2478083
19/11/2009,72.31,-1.69,-2.283783784,111.3091759
20/11/2009,71.57,-0.74,-1.023371595,109.1466978
23/11/2009,72.26,0.69,0.9640911,111.1630625
24/11/2009,70.7,-1.56,-2.158870745,106.604325
25/11/2009,71.83,1.13,1.598302687,109.9064874
30/11/2009,72.67,0.84,1.169427816,112.3611923
01/12/2009,73.5,0.83,1.142149443,114.7866745
02/12/2009,71.95,-1.55,-2.108843537,110.2571596
03/12/2009,72.23,0.28,0.389159138,111.0753945
04/12/2009,71.76,-0.47,-0.650699155,109.7019287
07/12/2009,70.2,-1.56,-2.173913043,105.1431911
08/12/2009,69.07,-1.13,-1.60968661,101.8410286
09/12/2009,67.36,-1.71,-2.47574924,96.84395091
10/12/2009,66.44,-0.92,-1.365795724,94.15546464
11/12/2009,65.92,-0.52,-0.782661048,92.63588545
14/12/2009,65.98,0.06,0.091019417,92.81122151
15/12/2009,66.73,0.75,1.136708093,95.00292227
16/12/2009,68.34,1.61,2.412707927,99.70777323
17/12/2009,67.55,-0.79,-1.155984782,97.39918177
18/12/2009,67.75,0.2,0.29607698,97.9836353
21/12/2009,67.28,-0.47,-0.693726937,96.61016949
22/12/2009,67.5,0.22,0.326991677,97.25306838
23/12/2009,69.33,1.83,2.711111111,102.6008182
24/12/2009,70.44,1.11,1.601038511,105.8445354
29/12/2009,72.34,1.9,2.697331062,111.396844
30/12/2009,73.12,0.78,1.078241637,113.6762127
31/12/2009,73.43,0.31,0.423960613,114.5821157
04/01/2010,75.01,1.58,2.151709111,2.151709111
05/01/2010,75.32,0.31,0.41327823,2.573879886
06/01/2010,76.53,1.21,1.606479023,4.221707749
07/01/2010,76.31,-0.22,-0.287468966,3.922102683
08/01/2010,76.43,0.12,0.157253309,4.085523628
11/01/2010,76.04,-0.39,-0.510270836,3.554405556
12/01/2010,74.62,-1.42,-1.86743819,1.620591039
13/01/2010,73.25,-1.37,-1.835968909,-0.245131418
14/01/2010,73.43,0.18,0.245733788,0
15/01/2010,72.14,-1.29,-1.75677516,-1.75677516
19/01/2010,72.06,-0.08,-0.110895481,-1.865722457
20/01/2010,70.62,-1.44,-1.998334721,-3.826773798
21/01/2010,69.56,-1.06,-1.500991221,-5.27032548
22/01/2010,67.97,-1.59,-2.285796435,-7.435653003
25/01/2010,68.62,0.65,0.956304252,-6.550456217
26/01/2010,68.5,-0.12,-0.174876129,-6.713877162
27/01/2010,67.96,-0.54,-0.788321168,-7.449271415
28/01/2010,67.83,-0.13,-0.191288994,-7.626310772
29/01/2010,67.17,-0.66,-0.973020787,-8.52512597
01/02/2010,68.07,0.9,1.339883877,-7.299468882
02/02/2010,70.46,2.39,3.511091523,-4.044668392
03/02/2010,70.7,0.24,0.340618791,-3.717826501
04/02/2010,67.04,-3.66,-5.176803395,-8.702165328
05/02/2010,65.52,-1.52,-2.267303103,-10.77216397
08/02/2010,65.32,-0.2,-0.305250305,-11.04453221
09/02/2010,66.97,1.65,2.52602572,-8.797494212
10/02/2010,67.57,0.6,0.895923548,-7.980389487
11/02/2010,68.64,1.07,1.583542992,-6.523219393
12/02/2010,67.51,-1.13,-1.646270396,-8.062099959
16/02/2010,70.24,2.73,4.043845356,-4.344273458
17/02/2010,70.64,0.4,0.569476082,-3.799536974
18/02/2010,72.06,1.42,2.010192525,-1.865722457
19/02/2010,72.52,0.46,0.638356925,-1.2392755
22/02/2010,72.81,0.29,0.399889686,-0.84434155
23/02/2010,71.78,-1.03,-1.414640846,-2.247037995
24/02/2010,72.41,0.63,0.877681806,-1.389078034
25/02/2010,70.17,-2.24,-3.093495374,-4.439602342
26/02/2010,71.65,1.48,2.10916346,-2.424077353
01/03/2010,70.62,-1.03,-1.437543615,-3.826773798
02/03/2010,71.67,1.05,1.486830926,-2.396840528
03/03/2010,72.68,1.01,1.40923678,-1.021380907
04/03/2010,71.99,-0.69,-0.949367089,-1.961051341
05/03/2010,73.19,1.2,1.66689818,-0.32684189
08/03/2010,73.36,0.17,0.232272168,-0.095328885
09/03/2010,72.64,-0.72,-0.981461287,-1.075854555
10/03/2010,73.38,0.74,1.018722467,-0.06809206
11/03/2010,73.02,-0.36,-0.490596893,-0.558354896
12/03/2010,71.92,-1.1,-1.506436593,-2.056380226
15/03/2010,70.49,-1.43,-1.988320356,-4.003813155
16/03/2010,72.68,2.19,3.106823663,-1.021380907
17/03/2010,73.47,0.79,1.086956522,0.054473648
18/03/2010,72.84,-0.63,-0.857492854,-0.803486313
19/03/2010,71.35,-1.49,-2.045579352,-2.832629715
22/03/2010,72.21,0.86,1.205325858,-1.661446275
23/03/2010,72.81,0.6,0.830909846,-0.84434155
24/03/2010,71.67,-1.14,-1.565718995,-2.396840528
25/03/2010,71.81,0.14,0.195339752,-2.206182759
26/03/2010,70.97,-0.84,-1.169753516,-3.350129375
29/03/2010,73.22,2.25,3.170353671,-0.285986654
30/03/2010,72.99,-0.23,-0.314121825,-0.599210132
31/03/2010,73.64,0.65,0.89053295,0.285986654
01/04/2010,74.45,0.81,1.099945682,1.389078034
06/04/2010,76.27,1.82,2.444593687,3.867629034
07/04/2010,75.35,-0.92,-1.206240986,2.614735122
08/04/2010,75.42,0.07,0.092899801,2.710064007
09/04/2010,75.01,-0.41,-0.543622381,2.151709111
12/04/2010,75.18,0.17,0.226636448,2.383222116
13/04/2010,74.65,-0.53,-0.704974727,1.661446275
14/04/2010,76.13,1.48,1.982585399,3.676971265
15/04/2010,76.1,-0.03,-0.039406279,3.636116029
16/04/2010,74.56,-1.54,-2.023653088,1.538880567
19/04/2010,73.34,-1.22,-1.636266094,-0.122565709
20/04/2010,74.58,1.24,1.690755386,1.566117391
21/04/2010,74.62,0.04,0.053633682,1.620591039
22/04/2010,74.98,0.36,0.482444385,2.110853874
23/04/2010,76.28,1.3,1.733795679,3.881247447
26/04/2010,76.16,-0.12,-0.157315155,3.717826501
27/04/2010,74.86,-1.3,-1.706932773,1.947432929
28/04/2010,75.06,0.2,0.267165375,2.219801171
29/04/2010,76.57,1.51,2.011723954,4.276181397
30/04/2010,77.02,0.45,0.587697532,4.889009941
04/05/2010,75.25,-1.77,-2.298104388,2.478551001
05/05/2010,72.65,-2.6,-3.455149502,-1.062236143
06/05/2010,69.43,-3.22,-4.432209222,-5.447364837
07/05/2010,68.44,-0.99,-1.425896586,-6.795587634
10/05/2010,70.38,1.94,2.834599649,-4.153615688
11/05/2010,70.19,-0.19,-0.269963058,-4.412365518
12/05/2010,70.03,-0.16,-0.2279527,-4.630260112
13/05/2010,69.36,-0.67,-0.956732829,-5.542693722
14/05/2010,66.64,-2.72,-3.921568627,-9.246901811
17/05/2010,64.67,-1.97,-2.956182473,-11.92972899
18/05/2010,64.17,-0.5,-0.773156023,-12.6106496
19/05/2010,64.1,-0.07,-0.109085242,-12.70597848
20/05/2010,62.15,-1.95,-3.042121685,-15.36156884
21/05/2010,61.81,-0.34,-0.547063556,-15.82459485
24/05/2010,61.44,-0.37,-0.598608639,-16.3284761
25/05/2010,60.29,-1.15,-1.871744792,-17.89459349
26/05/2010,62.85,2.56,4.246143639,-14.40827999
27/05/2010,65.6,2.75,4.375497216,-10.66321667
01/06/2010,64.96,-0.64,-0.975609756,-11.53479504
02/06/2010,65.97,1.01,1.554802956,-10.15933542
03/06/2010,66.97,1,1.515840534,-8.797494212
04/06/2010,63.68,-3.29,-4.912647454,-13.27795179
07/06/2010,63.97,0.29,0.45540201,-12.88301784
08/06/2010,64.09,0.12,0.187587932,-12.7195969
09/06/2010,65.9,1.81,2.824153534,-10.25466431
10/06/2010,66.94,1.04,1.57814871,-8.838349448
11/06/2010,65.86,-1.08,-1.613385121,-10.30913795
14/06/2010,66.97,1.11,1.685393258,-8.797494212
15/06/2010,68.09,1.12,1.672390623,-7.272232058
16/06/2010,69.11,1.02,1.49801733,-5.883154024
17/06/2010,68.93,-0.18,-0.260454348,-6.128285442
18/06/2010,69.24,0.31,0.449731612,-5.706114667
21/06/2010,69.68,0.44,0.635470826,-5.106904535
22/06/2010,69.01,-0.67,-0.961538462,-6.019338145
23/06/2010,67.33,-1.68,-2.434429793,-8.307231377
24/06/2010,67.52,0.19,0.282192188,-8.048481547
25/06/2010,69.41,1.89,2.799170616,-5.474601661
28/06/2010,69.44,0.03,0.043221438,-5.433746425
29/06/2010,67.1,-2.34,-3.369815668,-8.620454855
30/06/2010,66.91,-0.19,-0.283159463,-8.879204685
01/07/2010,64.83,-2.08,-3.108653415,-11.7118344
02/07/2010,64.16,-0.67,-1.033472158,-12.62426801
06/07/2010,65.03,0.87,1.355985037,-11.43946616
07/07/2010,66.53,1.5,2.30662771,-9.396704344
08/07/2010,67.91,1.38,2.074252217,-7.517363475
09/07/2010,68.39,0.48,0.706817847,-6.863679695
12/07/2010,67.15,-1.24,-1.813130575,-8.552362794
13/07/2010,69.53,2.38,3.544303797,-5.311180716
14/07/2010,69.55,0.02,0.028764562,-5.283943892
15/07/2010,68.99,-0.56,-0.805176132,-6.046574969
16/07/2010,68.46,-0.53,-0.768227279,-6.76835081
19/07/2010,69.05,0.59,0.861817119,-5.964864497
20/07/2010,69.34,0.29,0.419985518,-5.569930546
21/07/2010,68.38,-0.96,-1.384482261,-6.877298107
22/07/2010,70.72,2.34,3.422053232,-3.690589677
23/07/2010,70.38,-0.34,-0.480769231,-4.153615688
26/07/2010,70.88,0.5,0.710429099,-3.472695084
27/07/2010,69.58,-1.3,-1.834085779,-5.243088656
28/07/2010,69.17,-0.41,-0.589249784,-5.801443552
29/07/2010,70.83,1.66,2.399884343,-3.540787144
30/07/2010,71.11,0.28,0.395312721,-3.159471606
02/08/2010,74.4,3.29,4.626634791,1.320985973
03/08/2010,75.5,1.1,1.478494624,2.819011303
04/08/2010,75.24,-0.26,-0.344370861,2.464932589
05/08/2010,74.61,-0.63,-0.837320574,1.606972627
06/08/2010,73.38,-1.23,-1.648572577,-0.06809206
09/08/2010,74.1,0.72,0.981193786,0.91243361
10/08/2010,72.93,-1.17,-1.578947368,-0.680920605
11/08/2010,70.9,-2.03,-2.783491019,-3.44545826
12/08/2010,68.97,-1.93,-2.722143865,-6.073811794
13/08/2010,68.36,-0.61,-0.884442511,-6.904534931
16/08/2010,68.17,-0.19,-0.277940316,-7.163284761
17/08/2010,69.3,1.13,1.657620654,-5.624404194
18/08/2010,68.71,-0.59,-0.851370851,-6.427890508
19/08/2010,67.85,-0.86,-1.251637316,-7.599073948
20/08/2010,66.76,-1.09,-1.606484893,-9.083480866
23/08/2010,66.03,-0.73,-1.093469143,-10.07762495
24/08/2010,64.91,-1.12,-1.696198698,-11.6028871
25/08/2010,65.98,1.07,1.648436296,-10.14571701
26/08/2010,67.29,1.31,1.985450136,-8.361705025
27/08/2010,68.92,1.63,2.422351018,-6.141903854
31/08/2010,66.46,-2.46,-3.569355775,-9.492033229
01/09/2010,68.32,1.86,2.798675895,-6.95900858
02/09/2010,68.73,0.41,0.600117096,-6.400653684
03/09/2010,68.38,-0.35,-0.509239051,-6.877298107
07/09/2010,68.62,0.24,0.350979819,-6.550456217
08/09/2010,69.47,0.85,1.238705917,-5.392891189
09/09/2010,69.16,-0.31,-0.446235785,-5.815061964
13/09/2010,70.83,1.67,2.414690573,-3.540787144
14/09/2010,70.91,0.08,0.112946492,-3.431839847
15/09/2010,70.39,-0.52,-0.733323932,-4.139997276
16/09/2010,69.82,-0.57,-0.809774116,-4.916246766
17/09/2010,69.03,-0.79,-1.131480951,-5.992101321
20/09/2010,70.37,1.34,1.941184992,-4.167234101
21/09/2010,69.35,-1.02,-1.449481313,-5.556312134
22/09/2010,68.71,-0.64,-0.922855083,-6.427890508
23/09/2010,68.98,0.27,0.392955902,-6.060193381
24/09/2010,70.12,1.14,1.652652943,-4.507694403
27/09/2010,70.05,-0.07,-0.099828865,-4.603023287
28/09/2010,70.36,0.31,0.442541042,-4.180852513
29/09/2010,71.53,1.17,1.662876634,-2.587498298
30/09/2010,73.37,1.84,2.572347267,-0.081710473
05/10/2010,75.7,2.33,3.175684885,3.091379545
06/10/2010,76.47,0.77,1.017173052,4.139997276
07/10/2010,75.04,-1.43,-1.870014385,2.192564347
08/10/2010,75.64,0.6,0.799573561,3.009669073
11/10/2010,75.21,-0.43,-0.568482285,2.424077353
12/10/2010,74.7,-0.51,-0.678101316,1.729538336
13/10/2010,75.83,1.13,1.512717537,3.268418902
14/10/2010,75.25,-0.58,-0.764868785,2.478551001
15/10/2010,74.03,-1.22,-1.621262458,0.817104726
18/10/2010,75.16,1.13,1.526408213,2.355985292
19/10/2010,72.61,-2.55,-3.392762108,-1.116709792
20/10/2010,73.98,1.37,1.886792453,0.749012665
21/10/2010,72.87,-1.11,-1.500405515,-0.762631077
22/10/2010,73.53,0.66,0.90572252,0.136184121
25/10/2010,74.48,0.95,1.291989664,1.42993327
26/10/2010,74.9,0.42,0.563909774,2.001906578
27/10/2010,74.22,-0.68,-0.90787717,1.075854555
28/10/2010,74.69,0.47,0.633252493,1.715919924
29/10/2010,74.03,-0.66,-0.88365243,0.817104726
01/11/2010,75.14,1.11,1.499392138,2.328748468
02/11/2010,76.14,1,1.330849082,3.690589677
03/11/2010,77.09,0.95,1.247701602,4.984338826
04/11/2010,78.83,1.74,2.257102088,7.35394253
08/11/2010,78.9,0.07,0.088798681,7.449271415
09/11/2010,78.96,0.06,0.076045627,7.530981888
10/11/2010,79.63,0.67,0.848530902,8.443415498
11/11/2010,79.72,0.09,0.11302273,8.565981207
12/11/2010,77.19,-2.53,-3.173607627,5.120522947
15/11/2010,76.82,-0.37,-0.479336702,4.6166417
16/11/2010,74.76,-2.06,-2.681593335,1.811248808
18/11/2010,75,0.24,0.321027287,2.138090699
19/11/2010,74.47,-0.53,-0.706666667,1.416314858
22/11/2010,73.82,-0.65,-0.872834699,0.531118072
23/11/2010,73.39,-0.43,-0.582497968,-0.054473648
24/11/2010,75.35,1.96,2.670663578,2.614735122
29/11/2010,77.95,2.6,3.450564035,6.155522266
30/11/2010,76.93,-1.02,-1.30853111,4.766444233
01/12/2010,79.11,2.18,2.833744963,7.735258069
02/12/2010,80.58,1.47,1.858172165,9.737164647
03/12/2010,81.76,1.18,1.464383222,11.34413727
06/12/2010,81.67,-0.09,-0.110078278,11.22157156
07/12/2010,81.18,-0.49,-0.599975511,10.55426937
08/12/2010,81,-0.18,-0.22172949,10.30913795
