Date,Price,Gain/Loss,Percentage,YTD
03/01/1996,17.4,,,
04/01/1996,17.41,0.01,0.057471264,
05/01/1996,17.7,0.29,1.665709362,
08/01/1996,17.54,-0.16,-0.903954802,
09/01/1996,17.41,-0.13,-0.741163056,
10/01/1996,17.21,-0.2,-1.148765078,
11/01/1996,16.56,-0.65,-3.776873911,
12/01/1996,16.08,-0.48,-2.898550725,
15/01/1996,16.12,0.04,0.248756219,
16/01/1996,15.95,-0.17,-1.054590571,
17/01/1996,16.21,0.26,1.630094044,
18/01/1996,16.44,0.23,1.418877236,
19/01/1996,16.14,-0.3,-1.824817518,
22/01/1996,15.91,-0.23,-1.425030979,
24/01/1996,16.01,0.1,0.628535512,
25/01/1996,15.47,-0.54,-3.372891943,
26/01/1996,15.07,-0.4,-2.585649644,
29/01/1996,14.78,-0.29,-1.924353019,
30/01/1996,14.93,0.15,1.01488498,
31/01/1996,15.12,0.19,1.272605492,
01/02/1996,15.21,0.09,0.595238095,
02/02/1996,15.4,0.19,1.249178172,
06/02/1996,15.37,-0.03,-0.194805195,
08/02/1996,15.5,0.13,0.845803513,
09/02/1996,15.55,0.05,0.322580645,
12/02/1996,15.61,0.06,0.38585209,
13/02/1996,16.4,0.79,5.060858424,
14/02/1996,16.42,0.02,0.12195122,
15/02/1996,16.61,0.19,1.157125457,
16/02/1996,16.64,0.03,0.180614088,
20/02/1996,17.66,1.02,6.129807692,
21/02/1996,18.1,0.44,2.491506229,
22/02/1996,17.87,-0.23,-1.270718232,
23/02/1996,17.26,-0.61,-3.41354225,
26/02/1996,16.83,-0.43,-2.491309386,
27/02/1996,17.07,0.24,1.426024955,
28/02/1996,16.82,-0.25,-1.464557704,
01/03/1996,17.67,0.85,5.053507729,
04/03/1996,16.62,-1.05,-5.942275042,
05/03/1996,16.94,0.32,1.925391095,
06/03/1996,17.21,0.27,1.593860685,
07/03/1996,17.08,-0.13,-0.755374782,
08/03/1996,17.12,0.04,0.234192037,
12/03/1996,17.59,0.47,2.745327103,
13/03/1996,17.58,-0.01,-0.056850483,
14/03/1996,17.99,0.41,2.332195677,
15/03/1996,18.41,0.42,2.33463035,
18/03/1996,20.09,1.68,9.125475285,
19/03/1996,20.48,0.39,1.941264311,
20/03/1996,19.53,-0.95,-4.638671875,
22/03/1996,20.01,0.48,2.457757296,
25/03/1996,19.42,-0.59,-2.948525737,
26/03/1996,18.96,-0.46,-2.36869207,
27/03/1996,18.68,-0.28,-1.476793249,
28/03/1996,18.3,-0.38,-2.034261242,
29/03/1996,18.35,0.05,0.273224044,
01/04/1996,18.99,0.64,3.48773842,
03/04/1996,18.97,-0.02,-0.105318589,
08/04/1996,19.37,0.4,2.108592514,
09/04/1996,19.55,0.18,0.92927207,
10/04/1996,20.48,0.93,4.757033248,
11/04/1996,21.3,0.82,4.00390625,
12/04/1996,21.3,0,0,
15/04/1996,20.93,-0.37,-1.737089202,
16/04/1996,20.11,-0.82,-3.917821309,
17/04/1996,19.95,-0.16,-0.795624068,
18/04/1996,19.06,-0.89,-4.461152882,
19/04/1996,19.09,0.03,0.157397692,
22/04/1996,19.26,0.17,0.890518596,
23/04/1996,19.96,0.7,3.634475597,
24/04/1996,19.6,-0.36,-1.803607214,
25/04/1996,19.56,-0.04,-0.204081633,
26/04/1996,18.57,-0.99,-5.061349693,
29/04/1996,18.53,-0.04,-0.215401185,
30/04/1996,17.61,-0.92,-4.964921749,
02/05/1996,17.38,-0.23,-1.306076093,
03/05/1996,17.38,0,0,
07/05/1996,17.91,0.53,3.049482163,
08/05/1996,18,0.09,0.502512563,
09/05/1996,17.44,-0.56,-3.111111111,
13/05/1996,17.96,0.52,2.981651376,
14/05/1996,20.45,2.49,13.86414254,
15/05/1996,17.99,-2.46,-12.02933985,
16/05/1996,17.21,-0.78,-4.335742079,
20/05/1996,18.11,0.9,5.229517722,
21/05/1996,18.13,0.02,0.110436223,
22/05/1996,18.4,0.27,1.489244346,
23/05/1996,18.12,-0.28,-1.52173913,
28/05/1996,17.71,-0.41,-2.262693157,
29/05/1996,17.29,-0.42,-2.371541502,
30/05/1996,16.62,-0.67,-3.875072296,
31/05/1996,16.48,-0.14,-0.842358604,
03/06/1996,16.64,0.16,0.970873786,
05/06/1996,16.58,-0.06,-0.360576923,
06/06/1996,16.77,0.19,1.145958987,
07/06/1996,16.99,0.22,1.311866428,
10/06/1996,16.92,-0.07,-0.412007063,
11/06/1996,16.75,-0.17,-1.004728132,
12/06/1996,16.8,0.05,0.298507463,
13/06/1996,16.71,-0.09,-0.535714286,
14/06/1996,16.71,0,0,
17/06/1996,17.17,0.46,2.752842609,
18/06/1996,17.63,0.46,2.679091439,
19/06/1996,17.28,-0.35,-1.985252411,
21/06/1996,17.07,-0.21,-1.215277778,
24/06/1996,16.86,-0.21,-1.230228471,
25/06/1996,16.79,-0.07,-0.415183867,
26/06/1996,17.36,0.57,3.394877904,
27/06/1996,17.64,0.28,1.612903226,
28/06/1996,17.44,-0.2,-1.133786848,
01/07/1996,17.92,0.48,2.752293578,
02/07/1996,17.49,-0.43,-2.399553571,
03/07/1996,17.72,0.23,1.315037164,
08/07/1996,17.64,-0.08,-0.451467269,
09/07/1996,17.89,0.25,1.41723356,
10/07/1996,17.94,0.05,0.279485746,
11/07/1996,18.22,0.28,1.560758082,
15/07/1996,18.58,0.36,1.975850714,
16/07/1996,18.43,-0.15,-0.807319699,
17/07/1996,17.91,-0.52,-2.821486706,
18/07/1996,17.86,-0.05,-0.279173646,
19/07/1996,17.47,-0.39,-2.183650616,
22/07/1996,17.64,0.17,0.973096737,
23/07/1996,17.76,0.12,0.680272109,
24/07/1996,17.44,-0.32,-1.801801802,
26/07/1996,16.86,-0.58,-3.325688073,
29/07/1996,17.05,0.19,1.126927639,
30/07/1996,17.03,-0.02,-0.117302053,
31/07/1996,17.16,0.13,0.763358779,
01/08/1996,17.68,0.52,3.03030303,
02/08/1996,17.96,0.28,1.583710407,
05/08/1996,18.01,0.05,0.278396437,
06/08/1996,17.95,-0.06,-0.333148251,
07/08/1996,18.13,0.18,1.002785515,
08/08/1996,18.3,0.17,0.937672366,
09/08/1996,18.3,0,0,
12/08/1996,18.84,0.54,2.950819672,
13/08/1996,18.93,0.09,0.477707006,
14/08/1996,18.83,-0.1,-0.528262018,
15/08/1996,18.79,-0.04,-0.212426978,
19/08/1996,19.66,0.87,4.630122406,
20/08/1996,19.19,-0.47,-2.390640895,
21/08/1996,18.95,-0.24,-1.250651381,
22/08/1996,19.21,0.26,1.372031662,
23/08/1996,18.9,-0.31,-1.613742842,
27/08/1996,18.52,-0.38,-2.010582011,
29/08/1996,19.07,0.55,2.969762419,
30/08/1996,19.03,-0.04,-0.20975354,
03/09/1996,20.15,1.12,5.885444036,
04/09/1996,20.17,0.02,0.099255583,
05/09/1996,20.35,0.18,0.892414477,
06/09/1996,20.76,0.41,2.014742015,
09/09/1996,20.68,-0.08,-0.385356455,
10/09/1996,21.05,0.37,1.789168279,
11/09/1996,21.56,0.51,2.42280285,
12/09/1996,21.96,0.4,1.85528757,
13/09/1996,21.51,-0.45,-2.049180328,
17/09/1996,20.38,-1.13,-5.253370525,
18/09/1996,20.87,0.49,2.404317959,
20/09/1996,20.66,-0.21,-1.006229037,
23/09/1996,20.84,0.18,0.87124879,
24/09/1996,21.18,0.34,1.631477927,
25/09/1996,21.39,0.21,0.991501416,
26/09/1996,21.12,-0.27,-1.26227209,
27/09/1996,21.56,0.44,2.083333333,
30/09/1996,21.23,-0.33,-1.530612245,
01/10/1996,21.32,0.09,0.423928403,
02/10/1996,21.54,0.22,1.031894934,
03/10/1996,22.18,0.64,2.971216342,
04/10/1996,22.42,0.24,1.082055906,
07/10/1996,22.71,0.29,1.293487957,
08/10/1996,22.94,0.23,1.012769705,
09/10/1996,22.74,-0.2,-0.871839582,
11/10/1996,22.48,-0.26,-1.143359719,
14/10/1996,23.06,0.58,2.580071174,
15/10/1996,23.06,0,0,
16/10/1996,22.8,-0.26,-1.127493495,
17/10/1996,22.93,0.13,0.570175439,
18/10/1996,23.12,0.19,0.828608809,
21/10/1996,23.14,0.02,0.08650519,
22/10/1996,23.01,-0.13,-0.561797753,
23/10/1996,22.26,-0.75,-3.259452412,
24/10/1996,22.01,-0.25,-1.123090746,
25/10/1996,22.15,0.14,0.636074512,
28/10/1996,22.06,-0.09,-0.406320542,
29/10/1996,21.58,-0.48,-2.175883953,
30/10/1996,21.43,-0.15,-0.695088044,
31/10/1996,20.59,-0.84,-3.919738684,
04/11/1996,19.89,-0.7,-3.399708596,
05/11/1996,19.77,-0.12,-0.60331825,
06/11/1996,19.65,-0.12,-0.606980273,
07/11/1996,19.82,0.17,0.865139949,
08/11/1996,20.59,0.77,3.884964682,
11/11/1996,20.35,-0.24,-1.165614376,
12/11/1996,20.37,0.02,0.098280098,
13/11/1996,21.34,0.97,4.761904762,
15/11/1996,21.12,-0.22,-1.030927835,
18/11/1996,20.95,-0.17,-0.804924242,
19/11/1996,21.35,0.4,1.909307876,
21/11/1996,21.15,-0.2,-0.93676815,
22/11/1996,21.3,0.15,0.709219858,
25/11/1996,20.94,-0.36,-1.690140845,
26/11/1996,20.93,-0.01,-0.047755492,
27/11/1996,21.02,0.09,0.430004778,
02/12/1996,21.87,0.85,4.04376784,
03/12/1996,21.68,-0.19,-0.868770005,
04/12/1996,21.59,-0.09,-0.415129151,
05/12/1996,22.05,0.46,2.130616026,
06/12/1996,21.73,-0.32,-1.451247166,
09/12/1996,21.49,-0.24,-1.104463875,
10/12/1996,20.78,-0.71,-3.303862262,
11/12/1996,19.98,-0.8,-3.84985563,
13/12/1996,20.81,0.83,4.154154154,
16/12/1996,21.66,0.85,4.084574724,
17/12/1996,21.8,0.14,0.646352724,
18/12/1996,22.14,0.34,1.559633028,
19/12/1996,22.41,0.27,1.219512195,
20/12/1996,21.91,-0.5,-2.231146809,
23/12/1996,21.81,-0.1,-0.456412597,
24/12/1996,21.31,-0.5,-2.292526364,
26/12/1996,20.46,-0.85,-3.988737682,
27/12/1996,21.32,0.86,4.203323558,
30/12/1996,21.46,0.14,0.656660413,
31/12/1996,21.62,0.16,0.745573159,
02/01/1997,21.88,0.26,1.202590194,1.202590194
03/01/1997,21.68,-0.2,-0.914076782,0.277520814
06/01/1997,22.24,0.56,2.58302583,2.867715079
07/01/1997,22.24,0,0,2.867715079
08/01/1997,22.38,0.14,0.629496403,3.515263645
10/01/1997,21.84,-0.54,-2.412868633,1.017576318
13/01/1997,21.03,-0.81,-3.708791209,-2.728954672
14/01/1997,20.95,-0.08,-0.38040894,-3.098982424
15/01/1997,21.39,0.44,2.100238663,-1.063829787
16/01/1997,20.86,-0.53,-2.477793361,-3.515263645
17/01/1997,20.64,-0.22,-1.054650048,-4.532839963
20/01/1997,20.49,-0.15,-0.726744186,-5.226641998
21/01/1997,20.11,-0.38,-1.854563202,-6.984273821
22/01/1997,19.96,-0.15,-0.745897563,-7.678075856
23/01/1997,19.91,-0.05,-0.250501002,-7.909343201
24/01/1997,19.89,-0.02,-0.100452034,-8.001850139
27/01/1997,19.63,-0.26,-1.307189542,-9.204440333
28/01/1997,19.72,0.09,0.458481915,-8.788159112
29/01/1997,19.72,0,0,-8.788159112
30/01/1997,20.42,0.7,3.54969574,-5.550416281
31/01/1997,19.89,-0.53,-2.595494613,-8.001850139
03/02/1997,19.79,-0.1,-0.502765209,-8.464384829
04/02/1997,19.74,-0.05,-0.252652855,-8.695652174
06/02/1997,18.71,-1.03,-5.217831814,-13.45975948
07/02/1997,18.14,-0.57,-3.046499198,-16.09620722
10/02/1997,18.15,0.01,0.055126792,-16.04995375
11/02/1997,18.16,0.01,0.055096419,-16.00370028
12/02/1997,17.73,-0.43,-2.36784141,-17.99259944
13/02/1997,17.81,0.08,0.451212634,-17.62257169
14/02/1997,17.91,0.1,0.561482313,-17.160037
18/02/1997,18.1,0.19,1.060859855,-16.28122109
19/02/1997,18.41,0.31,1.712707182,-14.84736355
20/02/1997,17.74,-0.67,-3.639326453,-17.94634598
21/02/1997,17.46,-0.28,-1.578354002,-19.24144311
24/02/1997,16.85,-0.61,-3.493699885,-22.06290472
25/02/1997,16.95,0.1,0.59347181,-21.60037003
26/02/1997,17.02,0.07,0.412979351,-21.27659574
27/02/1997,16.71,-0.31,-1.821386604,-22.71045328
28/02/1997,16.23,-0.48,-2.872531418,-24.9306198
03/03/1997,16,-0.23,-1.417128774,-25.99444958
04/03/1997,16.26,0.26,1.625,-24.79185939
05/03/1997,16.15,-0.11,-0.676506765,-25.30064755
06/03/1997,16.36,0.21,1.300309598,-24.3293247
07/03/1997,16.5,0.14,0.855745721,-23.68177613
10/03/1997,16.13,-0.37,-2.242424242,-25.39315449
11/03/1997,15.91,-0.22,-1.363918165,-26.4107308
12/03/1997,16.16,0.25,1.571338781,-25.25439408
13/03/1997,16.37,0.21,1.29950495,-24.28307123
14/03/1997,16.85,0.48,2.932193036,-22.06290472
17/03/1997,16.55,-0.3,-1.78041543,-23.45050879
19/03/1997,17.42,0.87,5.256797583,-19.42645698
20/03/1997,17.46,0.04,0.229621125,-19.24144311
24/03/1997,16.95,-0.51,-2.920962199,-21.60037003
25/03/1997,16.62,-0.33,-1.946902655,-23.12673451
31/03/1997,16.34,-0.28,-1.684717208,-24.42183164
01/04/1997,16.08,-0.26,-1.591187271,-25.62442183
02/04/1997,15.38,-0.7,-4.353233831,-28.86216466
03/04/1997,15.29,-0.09,-0.585175553,-29.27844588
04/04/1997,15.06,-0.23,-1.504251145,-30.34227567
07/04/1997,15.14,0.08,0.531208499,-29.97224792
08/04/1997,15.22,0.08,0.528401585,-29.60222017
09/04/1997,15.22,0,0,-29.60222017
10/04/1997,15.57,0.35,2.299605782,-27.98334875
11/04/1997,15.53,-0.04,-0.256904303,-28.16836263
14/04/1997,15.72,0.19,1.223438506,-27.28954672
15/04/1997,15.72,0,0,-27.28954672
16/04/1997,15.41,-0.31,-1.972010178,-28.72340426
17/04/1997,15.51,0.1,0.648929267,-28.26086957
21/04/1997,16.27,0.76,4.900064475,-24.74560592
22/04/1997,16.27,0,0,-24.74560592
23/04/1997,15.91,-0.36,-2.21266134,-26.4107308
24/04/1997,16.04,0.13,0.817096166,-25.80943571
25/04/1997,16.08,0.04,0.249376559,-25.62442183
28/04/1997,15.99,-0.09,-0.559701493,-26.04070305
30/04/1997,16.24,0.25,1.563477173,-24.88436633
02/05/1997,15.32,-0.92,-5.665024631,-29.13968548
08/05/1997,16.05,0.73,4.765013055,-25.76318224
09/05/1997,16.25,0.2,1.246105919,-24.83811286
12/05/1997,16.94,0.69,4.246153846,-21.6466235
13/05/1997,16.91,-0.03,-0.177095632,-21.7853839
14/05/1997,16.99,0.08,0.473092844,-21.41535615
15/05/1997,16.98,-0.01,-0.058858152,-21.46160962
16/05/1997,17.7,0.72,4.240282686,-18.13135985
19/05/1997,17.51,-0.19,-1.073446328,-19.01017576
21/05/1997,17.4,-0.11,-0.62821245,-19.51896392
22/05/1997,17.26,-0.14,-0.804597701,-20.16651249
27/05/1997,16.67,-0.59,-3.418308227,-22.89546716
29/05/1997,16.75,0.08,0.479904019,-22.52543941
30/05/1997,16.73,-0.02,-0.119402985,-22.61794635
02/06/1997,16.57,-0.16,-0.95636581,-23.35800185
03/06/1997,16.07,-0.5,-3.017501509,-25.6706753
04/06/1997,15.88,-0.19,-1.182327318,-26.54949121
05/06/1997,15.64,-0.24,-1.511335013,-27.65957447
06/06/1997,14.99,-0.65,-4.15601023,-30.66604995
09/06/1997,14.86,-0.13,-0.86724483,-31.26734505
10/06/1997,14.84,-0.02,-0.134589502,-31.35985199
11/06/1997,14.79,-0.05,-0.336927224,-31.59111933
12/06/1997,14.94,0.15,1.014198783,-30.8973173
13/06/1997,15.12,0.18,1.204819277,-30.06475486
16/06/1997,15.17,0.05,0.330687831,-29.83348751
17/06/1997,15.38,0.21,1.38431114,-28.86216466
18/06/1997,15.07,-0.31,-2.015604681,-30.2960222
19/06/1997,14.95,-0.12,-0.796284008,-30.85106383
20/06/1997,14.82,-0.13,-0.869565217,-31.45235893
23/06/1997,15.15,0.33,2.226720648,-29.92599445
24/06/1997,15.02,-0.13,-0.858085809,-30.52728955
26/06/1997,14.97,-0.05,-0.332889481,-30.75855689
27/06/1997,15.39,0.42,2.805611222,-28.81591119
30/06/1997,15.68,0.29,1.884340481,-27.47456059
01/07/1997,15.97,0.29,1.849489796,-26.13320999
02/07/1997,16.15,0.18,1.127113338,-25.30064755
03/07/1997,15.55,-0.6,-3.715170279,-28.07585569
07/07/1997,15.58,0.03,0.192926045,-27.93709528
08/07/1997,15.74,0.16,1.026957638,-27.19703978
09/07/1997,15.6,-0.14,-0.889453621,-27.84458834
10/07/1997,15.41,-0.19,-1.217948718,-28.72340426
11/07/1997,15.52,0.11,0.713822193,-28.2146161
14/07/1997,15.2,-0.32,-2.06185567,-29.6947271
15/07/1997,15.81,0.61,4.013157895,-26.87326549
16/07/1997,15.87,0.06,0.379506641,-26.59574468
17/07/1997,16.17,0.3,1.890359168,-25.20814061
18/07/1997,15.67,-0.5,-3.092145949,-27.52081406
21/07/1997,15.55,-0.12,-0.765794512,-28.07585569
22/07/1997,15.47,-0.08,-0.514469453,-28.44588344
23/07/1997,15.68,0.21,1.357466063,-27.47456059
24/07/1997,15.69,0.01,0.06377551,-27.42830712
25/07/1997,15.81,0.12,0.764818356,-26.87326549
28/07/1997,15.92,0.11,0.695762176,-26.36447734
29/07/1997,16.06,0.14,0.879396985,-25.71692877
31/07/1997,16.33,0.27,1.681195517,-24.46808511
01/08/1997,16.37,0.04,0.244947949,-24.28307123
04/08/1997,16.76,0.39,2.382406842,-22.47918594
06/08/1997,16.46,-0.3,-1.789976134,-23.86679001
07/08/1997,16.17,-0.29,-1.761846902,-25.20814061
11/08/1997,15.89,-0.28,-1.731601732,-26.50323774
12/08/1997,16.2,0.31,1.950912524,-25.0693802
13/08/1997,16.4,0.2,1.234567901,-24.14431082
14/08/1997,16.47,0.07,0.426829268,-23.82053654
15/08/1997,16.44,-0.03,-0.182149362,-23.95929695
18/08/1997,16.36,-0.08,-0.486618005,-24.3293247
19/08/1997,16.54,0.18,1.100244499,-23.49676226
20/08/1997,16.43,-0.11,-0.665054414,-24.00555042
21/08/1997,15.97,-0.46,-2.799756543,-26.13320999
22/08/1997,15.95,-0.02,-0.125234815,-26.22571693
25/08/1997,15.65,-0.3,-1.880877743,-27.613321
26/08/1997,15.67,0.02,0.127795527,-27.52081406
27/08/1997,16.02,0.35,2.233567326,-25.90194265
28/08/1997,15.95,-0.07,-0.436953808,-26.22571693
29/08/1997,15.08,-0.87,-5.454545455,-30.24976873
02/09/1997,16.06,0.98,6.49867374,-25.71692877
03/09/1997,15.91,-0.15,-0.933997509,-26.4107308
04/09/1997,15.79,-0.12,-0.754242615,-26.96577243
05/09/1997,15.98,0.19,1.203293224,-26.08695652
08/09/1997,15.75,-0.23,-1.439299124,-27.15078631
09/09/1997,15.66,-0.09,-0.571428571,-27.56706753
10/09/1997,15.65,-0.01,-0.06385696,-27.613321
11/09/1997,15.66,0.01,0.063897764,-27.56706753
12/09/1997,15.7,0.04,0.255427842,-27.38205365
17/09/1997,15.81,0.11,0.700636943,-26.87326549
18/09/1997,15.78,-0.03,-0.189753321,-27.0120259
19/09/1997,15.84,0.06,0.380228137,-26.73450509
22/09/1997,16.01,0.17,1.073232323,-25.94819611
23/09/1997,16.12,0.11,0.687070581,-25.43940796
24/09/1997,16.32,0.2,1.240694789,-24.51433858
25/09/1997,16.72,0.4,2.450980392,-22.66419981
26/09/1997,17.12,0.4,2.392344498,-20.81406105
29/09/1997,17.47,0.35,2.044392523,-19.19518964
30/09/1997,17.42,-0.05,-0.286204923,-19.42645698
01/10/1997,17.48,0.06,0.344431688,-19.14893617
02/10/1997,18.03,0.55,3.146453089,-16.60499537
03/10/1997,18.94,0.91,5.047143649,-12.39592969
06/10/1997,18.23,-0.71,-3.748680042,-15.67992599
07/10/1997,17.98,-0.25,-1.37136588,-16.83626272
08/10/1997,18.11,0.13,0.723025584,-16.23496762
09/10/1997,18.07,-0.04,-0.220872446,-16.4199815
10/10/1997,17.96,-0.11,-0.608743774,-16.92876966
14/10/1997,16.88,-1.08,-6.013363029,-21.92414431
15/10/1997,16.76,-0.12,-0.710900474,-22.47918594
16/10/1997,17.16,0.4,2.386634845,-20.62904718
17/10/1997,16.95,-0.21,-1.223776224,-21.60037003
20/10/1997,16.92,-0.03,-0.17699115,-21.73913043
21/10/1997,16.87,-0.05,-0.295508274,-21.97039778
22/10/1997,17.44,0.57,3.378778897,-19.33395005
23/10/1997,17.19,-0.25,-1.433486239,-20.49028677
24/10/1997,17.24,0.05,0.290866783,-20.25901943
27/10/1997,17.35,0.11,0.638051044,-19.75023127
28/10/1997,16.86,-0.49,-2.824207493,-22.01665125
29/10/1997,16.96,0.1,0.59311981,-21.55411656
30/10/1997,17.32,0.36,2.122641509,-19.88899167
31/10/1997,17.26,-0.06,-0.346420323,-20.16651249
03/11/1997,16.96,-0.3,-1.738122827,-21.55411656
04/11/1997,16.76,-0.2,-1.179245283,-22.47918594
05/11/1997,16.55,-0.21,-1.252983294,-23.45050879
06/11/1997,16.56,0.01,0.060422961,-23.40425532
07/11/1997,16.86,0.3,1.811594203,-22.01665125
10/11/1997,16.56,-0.3,-1.779359431,-23.40425532
11/11/1997,16.62,0.06,0.362318841,-23.12673451
12/11/1997,16.47,-0.15,-0.902527076,-23.82053654
13/11/1997,16.71,0.24,1.4571949,-22.71045328
14/11/1997,17,0.29,1.735487732,-21.36910268
17/11/1997,16.47,-0.53,-3.117647059,-23.82053654
19/11/1997,16.27,-0.2,-1.214329083,-24.74560592
21/11/1997,15.84,-0.43,-2.642901045,-26.73450509
24/11/1997,15.9,0.06,0.378787879,-26.45698427
25/11/1997,15.52,-0.38,-2.389937107,-28.2146161
26/11/1997,15.42,-0.1,-0.644329897,-28.67715079
01/12/1997,14.9,-0.52,-3.372243839,-31.08233117
02/12/1997,14.66,-0.24,-1.610738255,-32.19241443
03/12/1997,14.64,-0.02,-0.136425648,-32.28492137
04/12/1997,14.4,-0.24,-1.639344262,-33.39500463
05/12/1997,14.36,-0.04,-0.277777778,-33.5800185
08/12/1997,14.37,0.01,0.069637883,-33.53376503
09/12/1997,14.03,-0.34,-2.366040362,-35.10638298
10/12/1997,13.61,-0.42,-2.993585175,-37.04902868
11/12/1997,13.58,-0.03,-0.220426157,-37.18778908
15/12/1997,13.48,-0.1,-0.736377025,-37.65032377
16/12/1997,13.37,-0.11,-0.816023739,-38.15911193
17/12/1997,13.25,-0.12,-0.897531788,-38.71415356
18/12/1997,13.45,0.2,1.509433962,-37.78908418
19/12/1997,13.38,-0.07,-0.520446097,-38.11285846
22/12/1997,13.26,-0.12,-0.896860987,-38.66790009
23/12/1997,13.2,-0.06,-0.452488688,-38.94542091
24/12/1997,13.17,-0.03,-0.227272727,-39.08418131
26/12/1997,13.09,-0.08,-0.607441154,-39.45420907
29/12/1997,12.66,-0.43,-3.284950344,-41.44310823
30/12/1997,12.64,-0.02,-0.157977883,-41.53561517
05/01/1998,12.22,-0.42,-3.32278481,-3.32278481
06/01/1998,12.06,-0.16,-1.309328969,-4.588607595
07/01/1998,11.91,-0.15,-1.243781095,-5.775316456
08/01/1998,11.96,0.05,0.419815281,-5.379746835
09/01/1998,11.65,-0.31,-2.591973244,-7.832278481
12/01/1998,11.58,-0.07,-0.600858369,-8.386075949
13/01/1998,11.49,-0.09,-0.777202073,-9.098101266
14/01/1998,11.47,-0.02,-0.174064404,-9.256329114
15/01/1998,11.46,-0.01,-0.087183958,-9.335443038
16/01/1998,11.73,0.27,2.356020942,-7.199367089
20/01/1998,11.54,-0.19,-1.619778346,-8.702531646
21/01/1998,11.39,-0.15,-1.29982669,-9.889240506
22/01/1998,11.04,-0.35,-3.072870939,-12.65822785
23/01/1998,10.77,-0.27,-2.445652174,-14.7943038
26/01/1998,11.8,1.03,9.5636026,-6.64556962
27/01/1998,11.98,0.18,1.525423729,-5.221518987
28/01/1998,12.27,0.29,2.420701169,-2.92721519
29/01/1998,12.71,0.44,3.58598207,0.553797468
30/01/1998,12.35,-0.36,-2.832415421,-2.294303797
02/02/1998,12.09,-0.26,-2.105263158,-4.351265823
03/02/1998,11.72,-0.37,-3.06038048,-7.278481013
04/02/1998,11.65,-0.07,-0.597269625,-7.832278481
06/02/1998,11.67,0.02,0.17167382,-7.674050633
09/02/1998,11.57,-0.1,-0.856898029,-8.465189873
10/02/1998,11.45,-0.12,-1.037165082,-9.414556962
11/02/1998,11.24,-0.21,-1.834061135,-11.07594937
12/02/1998,11.14,-0.1,-0.889679715,-11.86708861
13/02/1998,11.18,0.04,0.359066427,-11.55063291
17/02/1998,10.84,-0.34,-3.041144902,-14.24050633
18/02/1998,11.14,0.3,2.767527675,-11.86708861
19/02/1998,10.98,-0.16,-1.436265709,-13.13291139
20/02/1998,11,0.02,0.182149362,-12.97468354
23/02/1998,10.47,-0.53,-4.818181818,-17.16772152
24/02/1998,10.25,-0.22,-2.101241643,-18.90822785
25/02/1998,10.31,0.06,0.585365854,-18.4335443
26/02/1998,10.34,0.03,0.290979631,-18.19620253
27/02/1998,10.44,0.1,0.967117988,-17.40506329
02/03/1998,10.23,-0.21,-2.011494253,-19.0664557
03/03/1998,9.72,-0.51,-4.985337243,-23.10126582
04/03/1998,9.77,0.05,0.514403292,-22.7056962
05/03/1998,9.78,0.01,0.102354145,-22.62658228
06/03/1998,9.46,-0.32,-3.27198364,-25.15822785
09/03/1998,8.95,-0.51,-5.391120507,-29.19303797
10/03/1998,8.87,-0.08,-0.893854749,-29.82594937
11/03/1998,9,0.13,1.465614431,-28.79746835
12/03/1998,9.03,0.03,0.333333333,-28.56012658
13/03/1998,8.92,-0.11,-1.218161683,-29.43037975
16/03/1998,8.36,-0.56,-6.278026906,-33.86075949
17/03/1998,8.22,-0.14,-1.674641148,-34.96835443
18/03/1998,8.81,0.59,7.177615572,-30.30063291
19/03/1998,8.97,0.16,1.816118048,-29.03481013
20/03/1998,8.9,-0.07,-0.780379041,-29.58860759
23/03/1998,10.53,1.63,18.31460674,-16.69303797
24/03/1998,10.1,-0.43,-4.08357075,-20.09493671
25/03/1998,10.6,0.5,4.95049505,-16.13924051
26/03/1998,11.13,0.53,5,-11.94620253
27/03/1998,11.13,0,0,-11.94620253
30/03/1998,10.66,-0.47,-4.222821204,-15.66455696
31/03/1998,10.15,-0.51,-4.78424015,-19.69936709
01/04/1998,10.4,0.25,2.463054187,-17.72151899
02/04/1998,10.61,0.21,2.019230769,-16.06012658
03/04/1998,10.85,0.24,2.262016965,-14.16139241
06/04/1998,10.38,-0.47,-4.331797235,-17.87974684
07/04/1998,10.21,-0.17,-1.637764933,-19.22468354
08/04/1998,10.52,0.31,3.036238981,-16.7721519
14/04/1998,10.34,-0.18,-1.711026616,-18.19620253
15/04/1998,10.58,0.24,2.321083172,-16.29746835
16/04/1998,10.91,0.33,3.119092628,-13.68670886
17/04/1998,10.76,-0.15,-1.374885426,-14.87341772
20/04/1998,10.78,0.02,0.185873606,-14.71518987
21/04/1998,10.78,0,0,-14.71518987
22/04/1998,10.45,-0.33,-3.06122449,-17.32594937
23/04/1998,9.85,-0.6,-5.741626794,-22.07278481
24/04/1998,10.03,0.18,1.827411168,-20.64873418
27/04/1998,10.84,0.81,8.075772682,-14.24050633
28/04/1998,11.03,0.19,1.752767528,-12.73734177
29/04/1998,10.64,-0.39,-3.535811423,-15.82278481
30/04/1998,10.72,0.08,0.751879699,-15.18987342
06/05/1998,11.14,0.42,3.917910448,-11.86708861
07/05/1998,10.99,-0.15,-1.346499102,-13.05379747
08/05/1998,10.99,0,0,-13.05379747
